[Ramulator::ReadWriteTrace] [info] Loading trace file /media/fann/T9/MEM_INTENSIVE_SPEC_GAP/pr_twitter_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 418, READ INSTS: 47, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.77119
READ DURATION: 37882, READ INSTS: 3914, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 132.455
READ DURATION: 64061, READ INSTS: 6693, LAST WRITE DURATION: 208, LAST WRITE INSTS: 26, R/W DURATION RATIO: 307.986
READ DURATION: 33466, READ INSTS: 3397, LAST WRITE DURATION: 284, LAST WRITE INSTS: 30, R/W DURATION RATIO: 117.838
READ DURATION: 24266, READ INSTS: 2510, LAST WRITE DURATION: 265, LAST WRITE INSTS: 34, R/W DURATION RATIO: 91.5698
READ DURATION: 5707, READ INSTS: 657, LAST WRITE DURATION: 234, LAST WRITE INSTS: 16, R/W DURATION RATIO: 24.3889
READ DURATION: 10984, READ INSTS: 1127, LAST WRITE DURATION: 288, LAST WRITE INSTS: 36, R/W DURATION RATIO: 38.1389
READ DURATION: 24068, READ INSTS: 2501, LAST WRITE DURATION: 222, LAST WRITE INSTS: 25, R/W DURATION RATIO: 108.414
READ DURATION: 135243, READ INSTS: 14219, LAST WRITE DURATION: 312, LAST WRITE INSTS: 26, R/W DURATION RATIO: 433.471
READ DURATION: 32538, READ INSTS: 3276, LAST WRITE DURATION: 375, LAST WRITE INSTS: 29, R/W DURATION RATIO: 86.768
READ DURATION: 38767, READ INSTS: 4068, LAST WRITE DURATION: 238, LAST WRITE INSTS: 27, R/W DURATION RATIO: 162.887
READ DURATION: 36791, READ INSTS: 3819, LAST WRITE DURATION: 328, LAST WRITE INSTS: 19, R/W DURATION RATIO: 112.168
READ DURATION: 47908, READ INSTS: 4954, LAST WRITE DURATION: 260, LAST WRITE INSTS: 32, R/W DURATION RATIO: 184.262
READ DURATION: 36622, READ INSTS: 3770, LAST WRITE DURATION: 240, LAST WRITE INSTS: 22, R/W DURATION RATIO: 152.592
READ DURATION: 43391, READ INSTS: 4518, LAST WRITE DURATION: 183, LAST WRITE INSTS: 30, R/W DURATION RATIO: 237.109
READ DURATION: 37611, READ INSTS: 3908, LAST WRITE DURATION: 240, LAST WRITE INSTS: 25, R/W DURATION RATIO: 156.713
READ DURATION: 48735, READ INSTS: 5067, LAST WRITE DURATION: 187, LAST WRITE INSTS: 28, R/W DURATION RATIO: 260.615
READ DURATION: 44207, READ INSTS: 4479, LAST WRITE DURATION: 257, LAST WRITE INSTS: 26, R/W DURATION RATIO: 172.012
READ DURATION: 42138, READ INSTS: 4429, LAST WRITE DURATION: 212, LAST WRITE INSTS: 29, R/W DURATION RATIO: 198.764
READ DURATION: 18658, READ INSTS: 1846, LAST WRITE DURATION: 171, LAST WRITE INSTS: 22, R/W DURATION RATIO: 109.111
READ DURATION: 12134, READ INSTS: 1238, LAST WRITE DURATION: 224, LAST WRITE INSTS: 36, R/W DURATION RATIO: 54.1696
READ DURATION: 42308, READ INSTS: 4459, LAST WRITE DURATION: 289, LAST WRITE INSTS: 20, R/W DURATION RATIO: 146.394
READ DURATION: 136844, READ INSTS: 14333, LAST WRITE DURATION: 210, LAST WRITE INSTS: 31, R/W DURATION RATIO: 651.638
READ DURATION: 65480, READ INSTS: 6883, LAST WRITE DURATION: 306, LAST WRITE INSTS: 23, R/W DURATION RATIO: 213.987
READ DURATION: 37268, READ INSTS: 3904, LAST WRITE DURATION: 241, LAST WRITE INSTS: 31, R/W DURATION RATIO: 154.639
READ DURATION: 28641, READ INSTS: 2822, LAST WRITE DURATION: 359, LAST WRITE INSTS: 28, R/W DURATION RATIO: 79.7799
READ DURATION: 44651, READ INSTS: 4706, LAST WRITE DURATION: 171, LAST WRITE INSTS: 20, R/W DURATION RATIO: 261.117
READ DURATION: 45644, READ INSTS: 4680, LAST WRITE DURATION: 200, LAST WRITE INSTS: 29, R/W DURATION RATIO: 228.22
READ DURATION: 47486, READ INSTS: 4932, LAST WRITE DURATION: 200, LAST WRITE INSTS: 27, R/W DURATION RATIO: 237.43
READ DURATION: 45424, READ INSTS: 4849, LAST WRITE DURATION: 313, LAST WRITE INSTS: 27, R/W DURATION RATIO: 145.125
READ DURATION: 45724, READ INSTS: 4662, LAST WRITE DURATION: 212, LAST WRITE INSTS: 26, R/W DURATION RATIO: 215.679
READ DURATION: 15992, READ INSTS: 1717, LAST WRITE DURATION: 328, LAST WRITE INSTS: 31, R/W DURATION RATIO: 48.7561
READ DURATION: 9573, READ INSTS: 946, LAST WRITE DURATION: 166, LAST WRITE INSTS: 25, R/W DURATION RATIO: 57.6687
READ DURATION: 6517, READ INSTS: 591, LAST WRITE DURATION: 335, LAST WRITE INSTS: 29, R/W DURATION RATIO: 19.4537
READ DURATION: 12549, READ INSTS: 1290, LAST WRITE DURATION: 300, LAST WRITE INSTS: 35, R/W DURATION RATIO: 41.83
READ DURATION: 52472, READ INSTS: 5477, LAST WRITE DURATION: 184, LAST WRITE INSTS: 14, R/W DURATION RATIO: 285.174
READ DURATION: 89055, READ INSTS: 9336, LAST WRITE DURATION: 212, LAST WRITE INSTS: 35, R/W DURATION RATIO: 420.071
READ DURATION: 42922, READ INSTS: 4293, LAST WRITE DURATION: 156, LAST WRITE INSTS: 20, R/W DURATION RATIO: 275.141
READ DURATION: 59249, READ INSTS: 6286, LAST WRITE DURATION: 230, LAST WRITE INSTS: 26, R/W DURATION RATIO: 257.604
READ DURATION: 37499, READ INSTS: 3861, LAST WRITE DURATION: 197, LAST WRITE INSTS: 30, R/W DURATION RATIO: 190.35
READ DURATION: 40947, READ INSTS: 4101, LAST WRITE DURATION: 154, LAST WRITE INSTS: 25, R/W DURATION RATIO: 265.89
READ DURATION: 44455, READ INSTS: 4786, LAST WRITE DURATION: 273, LAST WRITE INSTS: 40, R/W DURATION RATIO: 162.839
READ DURATION: 35616, READ INSTS: 3692, LAST WRITE DURATION: 378, LAST WRITE INSTS: 19, R/W DURATION RATIO: 94.2222
READ DURATION: 64013, READ INSTS: 6704, LAST WRITE DURATION: 377, LAST WRITE INSTS: 32, R/W DURATION RATIO: 169.796
READ DURATION: 44542, READ INSTS: 4535, LAST WRITE DURATION: 321, LAST WRITE INSTS: 21, R/W DURATION RATIO: 138.76
READ DURATION: 29416, READ INSTS: 3109, LAST WRITE DURATION: 150, LAST WRITE INSTS: 23, R/W DURATION RATIO: 196.107
READ DURATION: 29684, READ INSTS: 2974, LAST WRITE DURATION: 211, LAST WRITE INSTS: 27, R/W DURATION RATIO: 140.682
READ DURATION: 2837, READ INSTS: 313, LAST WRITE DURATION: 216, LAST WRITE INSTS: 32, R/W DURATION RATIO: 13.1343
READ DURATION: 2960, READ INSTS: 340, LAST WRITE DURATION: 430, LAST WRITE INSTS: 36, R/W DURATION RATIO: 6.88372
READ DURATION: 12075, READ INSTS: 1227, LAST WRITE DURATION: 199, LAST WRITE INSTS: 16, R/W DURATION RATIO: 60.6784
READ DURATION: 10277, READ INSTS: 1025, LAST WRITE DURATION: 148, LAST WRITE INSTS: 22, R/W DURATION RATIO: 69.4392
READ DURATION: 28671, READ INSTS: 3090, LAST WRITE DURATION: 231, LAST WRITE INSTS: 36, R/W DURATION RATIO: 124.117
READ DURATION: 121181, READ INSTS: 12625, LAST WRITE DURATION: 259, LAST WRITE INSTS: 24, R/W DURATION RATIO: 467.88
READ DURATION: 73604, READ INSTS: 7693, LAST WRITE DURATION: 166, LAST WRITE INSTS: 25, R/W DURATION RATIO: 443.398
READ DURATION: 39648, READ INSTS: 4134, LAST WRITE DURATION: 248, LAST WRITE INSTS: 27, R/W DURATION RATIO: 159.871
READ DURATION: 31356, READ INSTS: 3189, LAST WRITE DURATION: 196, LAST WRITE INSTS: 28, R/W DURATION RATIO: 159.98
READ DURATION: 36398, READ INSTS: 3776, LAST WRITE DURATION: 266, LAST WRITE INSTS: 30, R/W DURATION RATIO: 136.835
READ DURATION: 31681, READ INSTS: 3392, LAST WRITE DURATION: 193, LAST WRITE INSTS: 25, R/W DURATION RATIO: 164.15
READ DURATION: 31863, READ INSTS: 3217, LAST WRITE DURATION: 222, LAST WRITE INSTS: 25, R/W DURATION RATIO: 143.527
READ DURATION: 46026, READ INSTS: 4774, LAST WRITE DURATION: 270, LAST WRITE INSTS: 34, R/W DURATION RATIO: 170.467
READ DURATION: 35201, READ INSTS: 3817, LAST WRITE DURATION: 296, LAST WRITE INSTS: 22, R/W DURATION RATIO: 118.922
READ DURATION: 47806, READ INSTS: 4917, LAST WRITE DURATION: 261, LAST WRITE INSTS: 27, R/W DURATION RATIO: 183.165
READ DURATION: 36041, READ INSTS: 3712, LAST WRITE DURATION: 195, LAST WRITE INSTS: 24, R/W DURATION RATIO: 184.826
READ DURATION: 21965, READ INSTS: 2281, LAST WRITE DURATION: 288, LAST WRITE INSTS: 32, R/W DURATION RATIO: 76.2674
READ DURATION: 28727, READ INSTS: 3062, LAST WRITE DURATION: 256, LAST WRITE INSTS: 23, R/W DURATION RATIO: 112.215
READ DURATION: 78799, READ INSTS: 8152, LAST WRITE DURATION: 327, LAST WRITE INSTS: 27, R/W DURATION RATIO: 240.976
READ DURATION: 62692, READ INSTS: 6512, LAST WRITE DURATION: 274, LAST WRITE INSTS: 27, R/W DURATION RATIO: 228.803
READ DURATION: 40670, READ INSTS: 4258, LAST WRITE DURATION: 305, LAST WRITE INSTS: 30, R/W DURATION RATIO: 133.344
READ DURATION: 39874, READ INSTS: 4181, LAST WRITE DURATION: 233, LAST WRITE INSTS: 30, R/W DURATION RATIO: 171.133
READ DURATION: 36378, READ INSTS: 3771, LAST WRITE DURATION: 189, LAST WRITE INSTS: 23, R/W DURATION RATIO: 192.476
READ DURATION: 46999, READ INSTS: 4813, LAST WRITE DURATION: 203, LAST WRITE INSTS: 29, R/W DURATION RATIO: 231.522
READ DURATION: 41395, READ INSTS: 4318, LAST WRITE DURATION: 238, LAST WRITE INSTS: 22, R/W DURATION RATIO: 173.929
READ DURATION: 42268, READ INSTS: 4260, LAST WRITE DURATION: 173, LAST WRITE INSTS: 29, R/W DURATION RATIO: 244.324
READ DURATION: 52661, READ INSTS: 5545, LAST WRITE DURATION: 277, LAST WRITE INSTS: 32, R/W DURATION RATIO: 190.112
READ DURATION: 67238, READ INSTS: 6996, LAST WRITE DURATION: 284, LAST WRITE INSTS: 22, R/W DURATION RATIO: 236.754
READ DURATION: 25748, READ INSTS: 2705, LAST WRITE DURATION: 152, LAST WRITE INSTS: 23, R/W DURATION RATIO: 169.395
READ DURATION: 6681, READ INSTS: 592, LAST WRITE DURATION: 217, LAST WRITE INSTS: 28, R/W DURATION RATIO: 30.788
READ DURATION: 8403, READ INSTS: 810, LAST WRITE DURATION: 168, LAST WRITE INSTS: 29, R/W DURATION RATIO: 50.0179
READ DURATION: 19000, READ INSTS: 2068, LAST WRITE DURATION: 137, LAST WRITE INSTS: 26, R/W DURATION RATIO: 138.686
READ DURATION: 69401, READ INSTS: 7220, LAST WRITE DURATION: 249, LAST WRITE INSTS: 34, R/W DURATION RATIO: 278.719
READ DURATION: 66093, READ INSTS: 6935, LAST WRITE DURATION: 236, LAST WRITE INSTS: 28, R/W DURATION RATIO: 280.055
READ DURATION: 57355, READ INSTS: 5928, LAST WRITE DURATION: 217, LAST WRITE INSTS: 21, R/W DURATION RATIO: 264.309
READ DURATION: 24564, READ INSTS: 2532, LAST WRITE DURATION: 247, LAST WRITE INSTS: 26, R/W DURATION RATIO: 99.4494
READ DURATION: 40850, READ INSTS: 4227, LAST WRITE DURATION: 175, LAST WRITE INSTS: 23, R/W DURATION RATIO: 233.429
READ DURATION: 19791, READ INSTS: 1965, LAST WRITE DURATION: 192, LAST WRITE INSTS: 33, R/W DURATION RATIO: 103.078
READ DURATION: 65627, READ INSTS: 6902, LAST WRITE DURATION: 322, LAST WRITE INSTS: 24, R/W DURATION RATIO: 203.811
READ DURATION: 35086, READ INSTS: 3655, LAST WRITE DURATION: 320, LAST WRITE INSTS: 29, R/W DURATION RATIO: 109.644
READ DURATION: 40879, READ INSTS: 4263, LAST WRITE DURATION: 190, LAST WRITE INSTS: 24, R/W DURATION RATIO: 215.153
READ DURATION: 29526, READ INSTS: 3118, LAST WRITE DURATION: 239, LAST WRITE INSTS: 36, R/W DURATION RATIO: 123.54
READ DURATION: 64354, READ INSTS: 6573, LAST WRITE DURATION: 211, LAST WRITE INSTS: 19, R/W DURATION RATIO: 304.995
READ DURATION: 34892, READ INSTS: 3776, LAST WRITE DURATION: 259, LAST WRITE INSTS: 28, R/W DURATION RATIO: 134.718
READ DURATION: 23345, READ INSTS: 2429, LAST WRITE DURATION: 240, LAST WRITE INSTS: 26, R/W DURATION RATIO: 97.2708
READ DURATION: 10838, READ INSTS: 1109, LAST WRITE DURATION: 276, LAST WRITE INSTS: 29, R/W DURATION RATIO: 39.2681
READ DURATION: 124377, READ INSTS: 13083, LAST WRITE DURATION: 144, LAST WRITE INSTS: 23, R/W DURATION RATIO: 863.729
READ DURATION: 69518, READ INSTS: 7113, LAST WRITE DURATION: 169, LAST WRITE INSTS: 28, R/W DURATION RATIO: 411.349
READ DURATION: 44682, READ INSTS: 4709, LAST WRITE DURATION: 246, LAST WRITE INSTS: 32, R/W DURATION RATIO: 181.634
READ DURATION: 21091, READ INSTS: 2164, LAST WRITE DURATION: 217, LAST WRITE INSTS: 25, R/W DURATION RATIO: 97.1935
READ DURATION: 48835, READ INSTS: 5154, LAST WRITE DURATION: 446, LAST WRITE INSTS: 38, R/W DURATION RATIO: 109.496
READ DURATION: 35513, READ INSTS: 3658, LAST WRITE DURATION: 254, LAST WRITE INSTS: 21, R/W DURATION RATIO: 139.815
READ DURATION: 36112, READ INSTS: 3710, LAST WRITE DURATION: 222, LAST WRITE INSTS: 24, R/W DURATION RATIO: 162.667
READ DURATION: 30191, READ INSTS: 3187, LAST WRITE DURATION: 259, LAST WRITE INSTS: 25, R/W DURATION RATIO: 116.568
READ DURATION: 36152, READ INSTS: 3742, LAST WRITE DURATION: 290, LAST WRITE INSTS: 24, R/W DURATION RATIO: 124.662
READ DURATION: 38105, READ INSTS: 3928, LAST WRITE DURATION: 359, LAST WRITE INSTS: 30, R/W DURATION RATIO: 106.142
READ DURATION: 38439, READ INSTS: 4009, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 134.402
READ DURATION: 32918, READ INSTS: 3329, LAST WRITE DURATION: 167, LAST WRITE INSTS: 23, R/W DURATION RATIO: 197.114
READ DURATION: 14228, READ INSTS: 1497, LAST WRITE DURATION: 176, LAST WRITE INSTS: 30, R/W DURATION RATIO: 80.8409
READ DURATION: 20551, READ INSTS: 2117, LAST WRITE DURATION: 193, LAST WRITE INSTS: 29, R/W DURATION RATIO: 106.482
READ DURATION: 121889, READ INSTS: 12762, LAST WRITE DURATION: 248, LAST WRITE INSTS: 30, R/W DURATION RATIO: 491.488
READ DURATION: 77453, READ INSTS: 8123, LAST WRITE DURATION: 278, LAST WRITE INSTS: 25, R/W DURATION RATIO: 278.608
READ DURATION: 55544, READ INSTS: 5826, LAST WRITE DURATION: 205, LAST WRITE INSTS: 24, R/W DURATION RATIO: 270.946
READ DURATION: 40044, READ INSTS: 4011, LAST WRITE DURATION: 273, LAST WRITE INSTS: 29, R/W DURATION RATIO: 146.681
READ DURATION: 40972, READ INSTS: 4278, LAST WRITE DURATION: 258, LAST WRITE INSTS: 31, R/W DURATION RATIO: 158.806
READ DURATION: 34322, READ INSTS: 3524, LAST WRITE DURATION: 290, LAST WRITE INSTS: 21, R/W DURATION RATIO: 118.352
READ DURATION: 30000, READ INSTS: 3151, LAST WRITE DURATION: 272, LAST WRITE INSTS: 28, R/W DURATION RATIO: 110.294
READ DURATION: 49773, READ INSTS: 5190, LAST WRITE DURATION: 211, LAST WRITE INSTS: 25, R/W DURATION RATIO: 235.891
READ DURATION: 36986, READ INSTS: 3856, LAST WRITE DURATION: 241, LAST WRITE INSTS: 35, R/W DURATION RATIO: 153.469
READ DURATION: 52258, READ INSTS: 5409, LAST WRITE DURATION: 286, LAST WRITE INSTS: 18, R/W DURATION RATIO: 182.72
READ DURATION: 17375, READ INSTS: 1706, LAST WRITE DURATION: 259, LAST WRITE INSTS: 38, R/W DURATION RATIO: 67.0849
READ DURATION: 5225, READ INSTS: 600, LAST WRITE DURATION: 244, LAST WRITE INSTS: 16, R/W DURATION RATIO: 21.4139
READ DURATION: 7759, READ INSTS: 739, LAST WRITE DURATION: 230, LAST WRITE INSTS: 36, R/W DURATION RATIO: 33.7348
READ DURATION: 4619, READ INSTS: 536, LAST WRITE DURATION: 316, LAST WRITE INSTS: 20, R/W DURATION RATIO: 14.6171
READ DURATION: 12640, READ INSTS: 1300, LAST WRITE DURATION: 215, LAST WRITE INSTS: 31, R/W DURATION RATIO: 58.7907
READ DURATION: 67887, READ INSTS: 6976, LAST WRITE DURATION: 183, LAST WRITE INSTS: 22, R/W DURATION RATIO: 370.967
READ DURATION: 95880, READ INSTS: 10235, LAST WRITE DURATION: 220, LAST WRITE INSTS: 32, R/W DURATION RATIO: 435.818
READ DURATION: 42241, READ INSTS: 4477, LAST WRITE DURATION: 1752, LAST WRITE INSTS: 23, R/W DURATION RATIO: 32.7958
READ DURATION: 33071, READ INSTS: 3392, LAST WRITE DURATION: 197, LAST WRITE INSTS: 29, R/W DURATION RATIO: 167.873
READ DURATION: 52659, READ INSTS: 5510, LAST WRITE DURATION: 245, LAST WRITE INSTS: 28, R/W DURATION RATIO: 214.935
READ DURATION: 22614, READ INSTS: 2303, LAST WRITE DURATION: 309, LAST WRITE INSTS: 31, R/W DURATION RATIO: 73.1845
READ DURATION: 35320, READ INSTS: 3612, LAST WRITE DURATION: 446, LAST WRITE INSTS: 32, R/W DURATION RATIO: 79.1928
READ DURATION: 65244, READ INSTS: 6840, LAST WRITE DURATION: 183, LAST WRITE INSTS: 18, R/W DURATION RATIO: 356.525
READ DURATION: 44500, READ INSTS: 4758, LAST WRITE DURATION: 288, LAST WRITE INSTS: 26, R/W DURATION RATIO: 154.514
READ DURATION: 40680, READ INSTS: 4291, LAST WRITE DURATION: 1693, LAST WRITE INSTS: 25, R/W DURATION RATIO: 29.0571
READ DURATION: 36114, READ INSTS: 3727, LAST WRITE DURATION: 180, LAST WRITE INSTS: 26, R/W DURATION RATIO: 200.633
READ DURATION: 18417, READ INSTS: 1987, LAST WRITE DURATION: 224, LAST WRITE INSTS: 28, R/W DURATION RATIO: 82.2188
READ DURATION: 12451, READ INSTS: 1277, LAST WRITE DURATION: 189, LAST WRITE INSTS: 26, R/W DURATION RATIO: 65.8783
READ DURATION: 12190, READ INSTS: 1277, LAST WRITE DURATION: 193, LAST WRITE INSTS: 31, R/W DURATION RATIO: 63.1606
READ DURATION: 92476, READ INSTS: 9530, LAST WRITE DURATION: 305, LAST WRITE INSTS: 29, R/W DURATION RATIO: 303.2
READ DURATION: 73553, READ INSTS: 7598, LAST WRITE DURATION: 183, LAST WRITE INSTS: 21, R/W DURATION RATIO: 401.929
READ DURATION: 39244, READ INSTS: 4096, LAST WRITE DURATION: 236, LAST WRITE INSTS: 26, R/W DURATION RATIO: 166.288
READ DURATION: 36712, READ INSTS: 3806, LAST WRITE DURATION: 199, LAST WRITE INSTS: 30, R/W DURATION RATIO: 184.482
READ DURATION: 45599, READ INSTS: 4836, LAST WRITE DURATION: 211, LAST WRITE INSTS: 32, R/W DURATION RATIO: 216.109
READ DURATION: 24007, READ INSTS: 2474, LAST WRITE DURATION: 218, LAST WRITE INSTS: 23, R/W DURATION RATIO: 110.124
READ DURATION: 35639, READ INSTS: 3662, LAST WRITE DURATION: 290, LAST WRITE INSTS: 25, R/W DURATION RATIO: 122.893
READ DURATION: 35143, READ INSTS: 3617, LAST WRITE DURATION: 321, LAST WRITE INSTS: 36, R/W DURATION RATIO: 109.48
READ DURATION: 50819, READ INSTS: 5264, LAST WRITE DURATION: 232, LAST WRITE INSTS: 24, R/W DURATION RATIO: 219.047
READ DURATION: 57117, READ INSTS: 5903, LAST WRITE DURATION: 191, LAST WRITE INSTS: 21, R/W DURATION RATIO: 299.042
READ DURATION: 36837, READ INSTS: 3779, LAST WRITE DURATION: 324, LAST WRITE INSTS: 27, R/W DURATION RATIO: 113.694
READ DURATION: 23791, READ INSTS: 2430, LAST WRITE DURATION: 269, LAST WRITE INSTS: 28, R/W DURATION RATIO: 88.4424
READ DURATION: 4912, READ INSTS: 558, LAST WRITE DURATION: 163, LAST WRITE INSTS: 23, R/W DURATION RATIO: 30.135
READ DURATION: 6020, READ INSTS: 531, LAST WRITE DURATION: 196, LAST WRITE INSTS: 34, R/W DURATION RATIO: 30.7143
READ DURATION: 2296, READ INSTS: 257, LAST WRITE DURATION: 239, LAST WRITE INSTS: 30, R/W DURATION RATIO: 9.60669
READ DURATION: 3481, READ INSTS: 397, LAST WRITE DURATION: 251, LAST WRITE INSTS: 25, R/W DURATION RATIO: 13.8685
READ DURATION: 8982, READ INSTS: 874, LAST WRITE DURATION: 160, LAST WRITE INSTS: 20, R/W DURATION RATIO: 56.1375
READ DURATION: 10569, READ INSTS: 1058, LAST WRITE DURATION: 161, LAST WRITE INSTS: 27, R/W DURATION RATIO: 65.646
READ DURATION: 6693, READ INSTS: 774, LAST WRITE DURATION: 260, LAST WRITE INSTS: 32, R/W DURATION RATIO: 25.7423
READ DURATION: 103976, READ INSTS: 10735, LAST WRITE DURATION: 266, LAST WRITE INSTS: 23, R/W DURATION RATIO: 390.887
