[Ramulator::ReadWriteTrace] [info] Loading trace file /media/fann/T9/MEM_INTENSIVE_SPEC_GAP/tc_twitter_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 462461 instructions.
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 303, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.51155
READ DURATION: 431, READ INSTS: 48, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.71032
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.57037
READ DURATION: 434, READ INSTS: 49, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.6194
READ DURATION: 400, READ INSTS: 45, LAST WRITE DURATION: 320, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.25
READ DURATION: 403, READ INSTS: 45, LAST WRITE DURATION: 300, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.34333
READ DURATION: 1879, READ INSTS: 49, LAST WRITE DURATION: 274, LAST WRITE INSTS: 24, R/W DURATION RATIO: 6.85766
READ DURATION: 396, READ INSTS: 44, LAST WRITE DURATION: 266, LAST WRITE INSTS: 30, R/W DURATION RATIO: 1.48872
READ DURATION: 434, READ INSTS: 48, LAST WRITE DURATION: 302, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.43709
READ DURATION: 426, READ INSTS: 48, LAST WRITE DURATION: 251, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.69721
READ DURATION: 400, READ INSTS: 46, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.40845
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.49296
READ DURATION: 495, READ INSTS: 50, LAST WRITE DURATION: 271, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.82657
READ DURATION: 385, READ INSTS: 43, LAST WRITE DURATION: 263, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46388
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 324, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.28395
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.52518
READ DURATION: 416, READ INSTS: 48, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.55224
READ DURATION: 464, READ INSTS: 50, LAST WRITE DURATION: 272, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.70588
READ DURATION: 383, READ INSTS: 44, LAST WRITE DURATION: 300, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.27667
READ DURATION: 428, READ INSTS: 48, LAST WRITE DURATION: 302, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.41722
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 269, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.64312
READ DURATION: 466, READ INSTS: 53, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.84921
READ DURATION: 1772, READ INSTS: 40, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 7.77193
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 331, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.38369
READ DURATION: 402, READ INSTS: 46, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.76316
READ DURATION: 414, READ INSTS: 46, LAST WRITE DURATION: 293, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41297
READ DURATION: 408, READ INSTS: 45, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.43662
READ DURATION: 378, READ INSTS: 44, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.29452
READ DURATION: 458, READ INSTS: 53, LAST WRITE DURATION: 302, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.51656
READ DURATION: 412, READ INSTS: 46, LAST WRITE DURATION: 273, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.50916
READ DURATION: 438, READ INSTS: 46, LAST WRITE DURATION: 264, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.65909
READ DURATION: 386, READ INSTS: 42, LAST WRITE DURATION: 286, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.34965
READ DURATION: 360, READ INSTS: 40, LAST WRITE DURATION: 315, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.14286
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 332, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.25301
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.52518
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.70896
READ DURATION: 399, READ INSTS: 44, LAST WRITE DURATION: 332, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.20181
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 300, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.38667
READ DURATION: 426, READ INSTS: 42, LAST WRITE DURATION: 1719, LAST WRITE INSTS: 26, R/W DURATION RATIO: 0.292582
WAITED CYCLES: 767
READ DURATION: 402, READ INSTS: 47, LAST WRITE DURATION: 316, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.27215
READ DURATION: 417, READ INSTS: 45, LAST WRITE DURATION: 271, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.53875
READ DURATION: 439, READ INSTS: 50, LAST WRITE DURATION: 298, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.47315
READ DURATION: 460, READ INSTS: 53, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.11009
READ DURATION: 467, READ INSTS: 47, LAST WRITE DURATION: 256, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.82422
READ DURATION: 467, READ INSTS: 53, LAST WRITE DURATION: 278, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.67986
READ DURATION: 418, READ INSTS: 46, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.83333
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46763
READ DURATION: 409, READ INSTS: 47, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44014
READ DURATION: 434, READ INSTS: 49, LAST WRITE DURATION: 279, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.55556
READ DURATION: 466, READ INSTS: 53, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.79231
READ DURATION: 417, READ INSTS: 46, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.82895
READ DURATION: 417, READ INSTS: 48, LAST WRITE DURATION: 285, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46316
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.54074
READ DURATION: 394, READ INSTS: 44, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.42754
READ DURATION: 419, READ INSTS: 47, LAST WRITE DURATION: 1843, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.277116
WAITED CYCLES: 762
READ DURATION: 435, READ INSTS: 49, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.57609
READ DURATION: 472, READ INSTS: 52, LAST WRITE DURATION: 213, LAST WRITE INSTS: 26, R/W DURATION RATIO: 2.21596
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 278, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.52518
READ DURATION: 474, READ INSTS: 54, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.76866
READ DURATION: 452, READ INSTS: 51, LAST WRITE DURATION: 258, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.75194
READ DURATION: 400, READ INSTS: 46, LAST WRITE DURATION: 246, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.62602
READ DURATION: 390, READ INSTS: 43, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.37324
READ DURATION: 411, READ INSTS: 46, LAST WRITE DURATION: 306, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.34314
READ DURATION: 402, READ INSTS: 45, LAST WRITE DURATION: 273, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.47253
READ DURATION: 406, READ INSTS: 45, LAST WRITE DURATION: 302, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.34437
READ DURATION: 409, READ INSTS: 46, LAST WRITE DURATION: 290, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41034
READ DURATION: 394, READ INSTS: 44, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.37762
READ DURATION: 435, READ INSTS: 48, LAST WRITE DURATION: 279, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.55914
READ DURATION: 418, READ INSTS: 49, LAST WRITE DURATION: 265, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.57736
READ DURATION: 1737, READ INSTS: 43, LAST WRITE DURATION: 344, LAST WRITE INSTS: 25, R/W DURATION RATIO: 5.04942
READ DURATION: 464, READ INSTS: 53, LAST WRITE DURATION: 300, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.54667
READ DURATION: 377, READ INSTS: 44, LAST WRITE DURATION: 219, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.72146
READ DURATION: 428, READ INSTS: 49, LAST WRITE DURATION: 318, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.34591
READ DURATION: 413, READ INSTS: 46, LAST WRITE DURATION: 251, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.64542
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.45205
READ DURATION: 406, READ INSTS: 45, LAST WRITE DURATION: 290, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.4
READ DURATION: 416, READ INSTS: 41, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.45455
READ DURATION: 450, READ INSTS: 52, LAST WRITE DURATION: 302, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.49007
READ DURATION: 389, READ INSTS: 43, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.54365
READ DURATION: 433, READ INSTS: 47, LAST WRITE DURATION: 298, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.45302
READ DURATION: 361, READ INSTS: 40, LAST WRITE DURATION: 273, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.32234
READ DURATION: 427, READ INSTS: 48, LAST WRITE DURATION: 334, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.27844
READ DURATION: 444, READ INSTS: 50, LAST WRITE DURATION: 267, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.66292
READ DURATION: 350, READ INSTS: 43, LAST WRITE DURATION: 278, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.25899
READ DURATION: 408, READ INSTS: 45, LAST WRITE DURATION: 319, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.279
READ DURATION: 1828, READ INSTS: 39, LAST WRITE DURATION: 289, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.32526
READ DURATION: 451, READ INSTS: 51, LAST WRITE DURATION: 319, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41379
READ DURATION: 387, READ INSTS: 43, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.48846
READ DURATION: 439, READ INSTS: 50, LAST WRITE DURATION: 308, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.42532
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.00877
READ DURATION: 424, READ INSTS: 47, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63077
READ DURATION: 448, READ INSTS: 51, LAST WRITE DURATION: 226, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.9823
READ DURATION: 363, READ INSTS: 41, LAST WRITE DURATION: 297, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.22222
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 323, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.36842
READ DURATION: 404, READ INSTS: 46, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.60317
READ DURATION: 434, READ INSTS: 49, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.51748
READ DURATION: 440, READ INSTS: 50, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.01835
READ DURATION: 418, READ INSTS: 48, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.47183
READ DURATION: 384, READ INSTS: 45, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3913
READ DURATION: 399, READ INSTS: 45, LAST WRITE DURATION: 287, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39024
READ DURATION: 411, READ INSTS: 46, LAST WRITE DURATION: 297, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.38384
READ DURATION: 1796, READ INSTS: 36, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.32394
READ DURATION: 400, READ INSTS: 45, LAST WRITE DURATION: 366, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.0929
READ DURATION: 426, READ INSTS: 48, LAST WRITE DURATION: 294, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44898
READ DURATION: 429, READ INSTS: 48, LAST WRITE DURATION: 314, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.36624
READ DURATION: 373, READ INSTS: 43, LAST WRITE DURATION: 326, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.14417
READ DURATION: 410, READ INSTS: 45, LAST WRITE DURATION: 308, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.33117
READ DURATION: 425, READ INSTS: 48, LAST WRITE DURATION: 280, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.51786
READ DURATION: 436, READ INSTS: 49, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.56835
READ DURATION: 355, READ INSTS: 39, LAST WRITE DURATION: 264, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3447
READ DURATION: 450, READ INSTS: 51, LAST WRITE DURATION: 340, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.32353
READ DURATION: 401, READ INSTS: 45, LAST WRITE DURATION: 246, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63008
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 294, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41497
READ DURATION: 399, READ INSTS: 44, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44565
READ DURATION: 400, READ INSTS: 45, LAST WRITE DURATION: 296, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.35135
READ DURATION: 448, READ INSTS: 51, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.53425
READ DURATION: 413, READ INSTS: 47, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63889
READ DURATION: 434, READ INSTS: 47, LAST WRITE DURATION: 1747, LAST WRITE INSTS: 22, R/W DURATION RATIO: 0.352273
WAITED CYCLES: 283
READ DURATION: 426, READ INSTS: 48, LAST WRITE DURATION: 279, LAST WRITE INSTS: 32, R/W DURATION RATIO: 1.52688
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 272, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5
READ DURATION: 434, READ INSTS: 50, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.52817
READ DURATION: 432, READ INSTS: 49, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.71429
READ DURATION: 502, READ INSTS: 50, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.93077
READ DURATION: 370, READ INSTS: 42, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46825
READ DURATION: 408, READ INSTS: 48, LAST WRITE DURATION: 316, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.29114
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63704
READ DURATION: 384, READ INSTS: 43, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.52381
READ DURATION: 465, READ INSTS: 46, LAST WRITE DURATION: 311, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.49518
READ DURATION: 426, READ INSTS: 48, LAST WRITE DURATION: 298, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.42953
READ DURATION: 505, READ INSTS: 57, LAST WRITE DURATION: 226, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.23451
READ DURATION: 428, READ INSTS: 48, LAST WRITE DURATION: 223, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.91928
READ DURATION: 467, READ INSTS: 53, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63287
READ DURATION: 1830, READ INSTS: 48, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 8.02632
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 264, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.54545
READ DURATION: 442, READ INSTS: 49, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5137
READ DURATION: 424, READ INSTS: 47, LAST WRITE DURATION: 251, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.68924
READ DURATION: 443, READ INSTS: 50, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.54895
READ DURATION: 412, READ INSTS: 47, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63492
READ DURATION: 440, READ INSTS: 49, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5942
READ DURATION: 393, READ INSTS: 44, LAST WRITE DURATION: 293, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3413
READ DURATION: 459, READ INSTS: 53, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.57192
READ DURATION: 444, READ INSTS: 50, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.0367
READ DURATION: 388, READ INSTS: 43, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.53968
READ DURATION: 426, READ INSTS: 48, LAST WRITE DURATION: 306, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39216
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.64925
READ DURATION: 440, READ INSTS: 50, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.74603
READ DURATION: 381, READ INSTS: 42, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5119
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 315, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.34603
READ DURATION: 1864, READ INSTS: 44, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.95522
READ DURATION: 466, READ INSTS: 54, LAST WRITE DURATION: 266, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.75188
READ DURATION: 440, READ INSTS: 43, LAST WRITE DURATION: 280, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.57143
READ DURATION: 377, READ INSTS: 43, LAST WRITE DURATION: 304, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.24013
READ DURATION: 400, READ INSTS: 45, LAST WRITE DURATION: 308, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.2987
READ DURATION: 474, READ INSTS: 54, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.62329
READ DURATION: 444, READ INSTS: 49, LAST WRITE DURATION: 268, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.65672
READ DURATION: 441, READ INSTS: 48, LAST WRITE DURATION: 254, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.73622
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 272, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.55882
