[Ramulator::ReadWriteTrace] [info] Loading trace file /home/fann/projects/cache_simulator/sampled_trace/502_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 295, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.35321
READ DURATION: 324, LAST WRITE DURATION: 313, R/W DURATION RATIO: 1.03514
READ DURATION: 400, LAST WRITE DURATION: 226, R/W DURATION RATIO: 1.76991
READ DURATION: 343, LAST WRITE DURATION: 234, R/W DURATION RATIO: 1.46581
READ DURATION: 336, LAST WRITE DURATION: 221, R/W DURATION RATIO: 1.52036
READ DURATION: 314, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.44037
READ DURATION: 360, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.65138
READ DURATION: 360, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.65138
READ DURATION: 376, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.64912
READ DURATION: 304, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.3945
READ DURATION: 416, LAST WRITE DURATION: 242, R/W DURATION RATIO: 1.71901
READ DURATION: 392, LAST WRITE DURATION: 258, R/W DURATION RATIO: 1.51938
READ DURATION: 330, LAST WRITE DURATION: 1887, R/W DURATION RATIO: 0.218254
READ DURATION: 309, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.11957
READ DURATION: 987, LAST WRITE DURATION: 250, R/W DURATION RATIO: 3.948
READ DURATION: 1722, LAST WRITE DURATION: 228, R/W DURATION RATIO: 7.55263
READ DURATION: 988, LAST WRITE DURATION: 228, R/W DURATION RATIO: 4.33333
READ DURATION: 922, LAST WRITE DURATION: 218, R/W DURATION RATIO: 4.22936
READ DURATION: 510, LAST WRITE DURATION: 218, R/W DURATION RATIO: 2.33945
READ DURATION: 602, LAST WRITE DURATION: 228, R/W DURATION RATIO: 2.64035
READ DURATION: 730, LAST WRITE DURATION: 218, R/W DURATION RATIO: 3.34862
READ DURATION: 521, LAST WRITE DURATION: 228, R/W DURATION RATIO: 2.28509
READ DURATION: 288, LAST WRITE DURATION: 284, R/W DURATION RATIO: 1.01408
READ DURATION: 240, LAST WRITE DURATION: 322, R/W DURATION RATIO: 0.745342
READ DURATION: 298, LAST WRITE DURATION: 1917, R/W DURATION RATIO: 0.19709
READ DURATION: 240, LAST WRITE DURATION: 436, R/W DURATION RATIO: 0.550459
READ DURATION: 324, LAST WRITE DURATION: 786, R/W DURATION RATIO: 0.412214
READ DURATION: 294, LAST WRITE DURATION: 468, R/W DURATION RATIO: 0.628205
READ DURATION: 346, LAST WRITE DURATION: 370, R/W DURATION RATIO: 0.935135
READ DURATION: 326, LAST WRITE DURATION: 394, R/W DURATION RATIO: 0.827411
READ DURATION: 320, LAST WRITE DURATION: 572, R/W DURATION RATIO: 0.559441
READ DURATION: 316, LAST WRITE DURATION: 378, R/W DURATION RATIO: 0.835979
READ DURATION: 340, LAST WRITE DURATION: 378, R/W DURATION RATIO: 0.899471
READ DURATION: 310, LAST WRITE DURATION: 730, R/W DURATION RATIO: 0.424658
READ DURATION: 326, LAST WRITE DURATION: 394, R/W DURATION RATIO: 0.827411
READ DURATION: 344, LAST WRITE DURATION: 258, R/W DURATION RATIO: 1.33333
READ DURATION: 316, LAST WRITE DURATION: 314, R/W DURATION RATIO: 1.00637
READ DURATION: 540, LAST WRITE DURATION: 234, R/W DURATION RATIO: 2.30769
READ DURATION: 1608, LAST WRITE DURATION: 1690, R/W DURATION RATIO: 1.14857
READ DURATION: 1682, LAST WRITE DURATION: 234, R/W DURATION RATIO: 7.18803
READ DURATION: 978, LAST WRITE DURATION: 220, R/W DURATION RATIO: 4.44545
READ DURATION: 824, LAST WRITE DURATION: 220, R/W DURATION RATIO: 3.74545
READ DURATION: 826, LAST WRITE DURATION: 218, R/W DURATION RATIO: 3.78899
READ DURATION: 6954, LAST WRITE DURATION: 298, R/W DURATION RATIO: 23.3356
READ DURATION: 5122, LAST WRITE DURATION: 3381, R/W DURATION RATIO: 1.79342
READ DURATION: 67, LAST WRITE DURATION: 1145, R/W DURATION RATIO: 0.0629699
READ DURATION: 67, LAST WRITE DURATION: 1287, R/W DURATION RATIO: 0.0664683
READ DURATION: 148, LAST WRITE DURATION: 1366, R/W DURATION RATIO: 0.293651
READ DURATION: 49, LAST WRITE DURATION: 1284, R/W DURATION RATIO: 0.0486111
READ DURATION: 75, LAST WRITE DURATION: 1329, R/W DURATION RATIO: 0.111607
READ DURATION: 51, LAST WRITE DURATION: 231, R/W DURATION RATIO: 0.220779
READ DURATION: 13, LAST WRITE DURATION: 1338, R/W DURATION RATIO: 0.0193452
READ DURATION: 19, LAST WRITE DURATION: 1357, R/W DURATION RATIO: 0.0282738
READ DURATION: 9, LAST WRITE DURATION: 1254, R/W DURATION RATIO: 0.00717703
WAITED CYCLES: 75
READ DURATION: 128, LAST WRITE DURATION: 1655, R/W DURATION RATIO: 0.134454
READ DURATION: 219, LAST WRITE DURATION: 849, R/W DURATION RATIO: 0.257951
READ DURATION: 75, LAST WRITE DURATION: 1279, R/W DURATION RATIO: 0.0586396
WAITED CYCLES: 10
READ DURATION: 59, LAST WRITE DURATION: 1348, R/W DURATION RATIO: 0.0526786
READ DURATION: 67, LAST WRITE DURATION: 1321, R/W DURATION RATIO: 0.0507192
WAITED CYCLES: 21
READ DURATION: 864, LAST WRITE DURATION: 1353, R/W DURATION RATIO: 0.964286
READ DURATION: 187, LAST WRITE DURATION: 659, R/W DURATION RATIO: 0.371032
READ DURATION: 75, LAST WRITE DURATION: 1337, R/W DURATION RATIO: 0.0669643
READ DURATION: 219, LAST WRITE DURATION: 1456, R/W DURATION RATIO: 0.391071
READ DURATION: 83, LAST WRITE DURATION: 1315, R/W DURATION RATIO: 0.0631179
WAITED CYCLES: 5
READ DURATION: 203, LAST WRITE DURATION: 1457, R/W DURATION RATIO: 0.3625
READ DURATION: 75, LAST WRITE DURATION: 1338, R/W DURATION RATIO: 0.0744048
READ DURATION: 139, LAST WRITE DURATION: 1475, R/W DURATION RATIO: 0.275794
READ DURATION: 1046, LAST WRITE DURATION: 1407, R/W DURATION RATIO: 1.33418
READ DURATION: 9, LAST WRITE DURATION: 509, R/W DURATION RATIO: 0.0178571
READ DURATION: 417, LAST WRITE DURATION: 329, R/W DURATION RATIO: 1.26748
READ DURATION: 528, LAST WRITE DURATION: 236, R/W DURATION RATIO: 2.23729
READ DURATION: 579, LAST WRITE DURATION: 228, R/W DURATION RATIO: 2.53947
READ DURATION: 442, LAST WRITE DURATION: 243, R/W DURATION RATIO: 1.81893
READ DURATION: 408, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.87156
READ DURATION: 403, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.76754
READ DURATION: 371, LAST WRITE DURATION: 241, R/W DURATION RATIO: 1.53942
READ DURATION: 353, LAST WRITE DURATION: 217, R/W DURATION RATIO: 1.62673
READ DURATION: 368, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.55932
READ DURATION: 354, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.55263
READ DURATION: 916, LAST WRITE DURATION: 218, R/W DURATION RATIO: 4.20183
READ DURATION: 1256, LAST WRITE DURATION: 260, R/W DURATION RATIO: 4.83077
READ DURATION: 2917, LAST WRITE DURATION: 268, R/W DURATION RATIO: 10.8843
READ DURATION: 817, LAST WRITE DURATION: 259, R/W DURATION RATIO: 3.15444
READ DURATION: 598, LAST WRITE DURATION: 236, R/W DURATION RATIO: 2.5339
READ DURATION: 590, LAST WRITE DURATION: 248, R/W DURATION RATIO: 2.37903
READ DURATION: 425, LAST WRITE DURATION: 220, R/W DURATION RATIO: 1.93182
READ DURATION: 576, LAST WRITE DURATION: 286, R/W DURATION RATIO: 2.01399
READ DURATION: 964, LAST WRITE DURATION: 364, R/W DURATION RATIO: 2.64835
READ DURATION: 378, LAST WRITE DURATION: 529, R/W DURATION RATIO: 0.714556
READ DURATION: 366, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.5
READ DURATION: 424, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.85965
READ DURATION: 394, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.80734
READ DURATION: 354, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.62385
READ DURATION: 366, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.6789
READ DURATION: 1867, LAST WRITE DURATION: 218, R/W DURATION RATIO: 8.56422
READ DURATION: 400, LAST WRITE DURATION: 284, R/W DURATION RATIO: 1.40845
READ DURATION: 488, LAST WRITE DURATION: 370, R/W DURATION RATIO: 1.31892
READ DURATION: 432, LAST WRITE DURATION: 268, R/W DURATION RATIO: 1.61194
READ DURATION: 472, LAST WRITE DURATION: 344, R/W DURATION RATIO: 1.37209
READ DURATION: 356, LAST WRITE DURATION: 316, R/W DURATION RATIO: 1.12658
READ DURATION: 329, LAST WRITE DURATION: 285, R/W DURATION RATIO: 1.15439
READ DURATION: 296, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.29825
READ DURATION: 288, LAST WRITE DURATION: 226, R/W DURATION RATIO: 1.27434
READ DURATION: 294, LAST WRITE DURATION: 282, R/W DURATION RATIO: 1.04255
READ DURATION: 304, LAST WRITE DURATION: 530, R/W DURATION RATIO: 0.573585
READ DURATION: 312, LAST WRITE DURATION: 656, R/W DURATION RATIO: 0.47561
READ DURATION: 256, LAST WRITE DURATION: 656, R/W DURATION RATIO: 0.390244
READ DURATION: 240, LAST WRITE DURATION: 356, R/W DURATION RATIO: 0.674157
READ DURATION: 240, LAST WRITE DURATION: 402, R/W DURATION RATIO: 0.597015
READ DURATION: 224, LAST WRITE DURATION: 402, R/W DURATION RATIO: 0.557214
READ DURATION: 276, LAST WRITE DURATION: 1880, R/W DURATION RATIO: 0.18254
READ DURATION: 288, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.26316
READ DURATION: 282, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.29358
READ DURATION: 296, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.3578
READ DURATION: 288, LAST WRITE DURATION: 250, R/W DURATION RATIO: 1.152
READ DURATION: 296, LAST WRITE DURATION: 288, R/W DURATION RATIO: 1.02778
READ DURATION: 304, LAST WRITE DURATION: 288, R/W DURATION RATIO: 1.05556
READ DURATION: 344, LAST WRITE DURATION: 240, R/W DURATION RATIO: 1.43333
READ DURATION: 360, LAST WRITE DURATION: 260, R/W DURATION RATIO: 1.38462
READ DURATION: 372, LAST WRITE DURATION: 282, R/W DURATION RATIO: 1.31915
READ DURATION: 352, LAST WRITE DURATION: 364, R/W DURATION RATIO: 0.967033
READ DURATION: 364, LAST WRITE DURATION: 392, R/W DURATION RATIO: 0.928571
READ DURATION: 364, LAST WRITE DURATION: 436, R/W DURATION RATIO: 0.834862
READ DURATION: 318, LAST WRITE DURATION: 498, R/W DURATION RATIO: 0.638554
READ DURATION: 364, LAST WRITE DURATION: 426, R/W DURATION RATIO: 0.85446
READ DURATION: 318, LAST WRITE DURATION: 466, R/W DURATION RATIO: 0.682403
READ DURATION: 352, LAST WRITE DURATION: 426, R/W DURATION RATIO: 0.826291
READ DURATION: 366, LAST WRITE DURATION: 1933, R/W DURATION RATIO: 0.242063
READ DURATION: 326, LAST WRITE DURATION: 404, R/W DURATION RATIO: 0.806931
READ DURATION: 356, LAST WRITE DURATION: 426, R/W DURATION RATIO: 0.835681
READ DURATION: 326, LAST WRITE DURATION: 402, R/W DURATION RATIO: 0.810945
READ DURATION: 995, LAST WRITE DURATION: 426, R/W DURATION RATIO: 2.33568
READ DURATION: 366, LAST WRITE DURATION: 372, R/W DURATION RATIO: 0.983871
READ DURATION: 561, LAST WRITE DURATION: 298, R/W DURATION RATIO: 1.88255
READ DURATION: 731, LAST WRITE DURATION: 274, R/W DURATION RATIO: 2.66788
READ DURATION: 710, LAST WRITE DURATION: 291, R/W DURATION RATIO: 2.43986
READ DURATION: 852, LAST WRITE DURATION: 280, R/W DURATION RATIO: 3.04286
READ DURATION: 847, LAST WRITE DURATION: 276, R/W DURATION RATIO: 3.06884
READ DURATION: 2031, LAST WRITE DURATION: 298, R/W DURATION RATIO: 6.81544
READ DURATION: 593, LAST WRITE DURATION: 303, R/W DURATION RATIO: 1.9571
READ DURATION: 638, LAST WRITE DURATION: 237, R/W DURATION RATIO: 2.69198
READ DURATION: 356, LAST WRITE DURATION: 290, R/W DURATION RATIO: 1.22759
READ DURATION: 470, LAST WRITE DURATION: 229, R/W DURATION RATIO: 2.0524
READ DURATION: 432, LAST WRITE DURATION: 213, R/W DURATION RATIO: 2.02817
READ DURATION: 287, LAST WRITE DURATION: 246, R/W DURATION RATIO: 1.16667
READ DURATION: 324, LAST WRITE DURATION: 221, R/W DURATION RATIO: 1.46606
READ DURATION: 352, LAST WRITE DURATION: 230, R/W DURATION RATIO: 1.53043
READ DURATION: 386, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.69298
READ DURATION: 363, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.53814
READ DURATION: 318, LAST WRITE DURATION: 217, R/W DURATION RATIO: 1.46544
READ DURATION: 378, LAST WRITE DURATION: 224, R/W DURATION RATIO: 1.6875
READ DURATION: 339, LAST WRITE DURATION: 223, R/W DURATION RATIO: 1.52018
READ DURATION: 350, LAST WRITE DURATION: 235, R/W DURATION RATIO: 1.48936
READ DURATION: 372, LAST WRITE DURATION: 214, R/W DURATION RATIO: 1.73832
READ DURATION: 608, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2.76364
READ DURATION: 2617, LAST WRITE DURATION: 235, R/W DURATION RATIO: 11.1362
READ DURATION: 841, LAST WRITE DURATION: 220, R/W DURATION RATIO: 3.82273
READ DURATION: 1041, LAST WRITE DURATION: 250, R/W DURATION RATIO: 4.164
READ DURATION: 801, LAST WRITE DURATION: 245, R/W DURATION RATIO: 3.26939
READ DURATION: 1101, LAST WRITE DURATION: 270, R/W DURATION RATIO: 4.07778
READ DURATION: 1499, LAST WRITE DURATION: 269, R/W DURATION RATIO: 5.57249
READ DURATION: 235, LAST WRITE DURATION: 226, R/W DURATION RATIO: 1.03982
READ DURATION: 289, LAST WRITE DURATION: 242, R/W DURATION RATIO: 1.19421
READ DURATION: 250, LAST WRITE DURATION: 241, R/W DURATION RATIO: 1.03734
READ DURATION: 242, LAST WRITE DURATION: 260, R/W DURATION RATIO: 0.930769
READ DURATION: 234, LAST WRITE DURATION: 236, R/W DURATION RATIO: 0.991525
READ DURATION: 256, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.17431
READ DURATION: 254, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.07627
READ DURATION: 232, LAST WRITE DURATION: 1755, R/W DURATION RATIO: 0.153439
READ DURATION: 251, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.06356
READ DURATION: 248, LAST WRITE DURATION: 230, R/W DURATION RATIO: 1.07826
READ DURATION: 240, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.05263
READ DURATION: 248, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.08772
READ DURATION: 240, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.10092
READ DURATION: 250, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.14679
READ DURATION: 250, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.09649
READ DURATION: 258, LAST WRITE DURATION: 229, R/W DURATION RATIO: 1.12664
READ DURATION: 224, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.02752
READ DURATION: 641, LAST WRITE DURATION: 218, R/W DURATION RATIO: 2.94037
READ DURATION: 698, LAST WRITE DURATION: 313, R/W DURATION RATIO: 2.23003
READ DURATION: 820, LAST WRITE DURATION: 244, R/W DURATION RATIO: 3.36066
READ DURATION: 1210, LAST WRITE DURATION: 228, R/W DURATION RATIO: 5.30702
READ DURATION: 1450, LAST WRITE DURATION: 218, R/W DURATION RATIO: 6.65138
READ DURATION: 2742, LAST WRITE DURATION: 236, R/W DURATION RATIO: 11.6186
READ DURATION: 1146, LAST WRITE DURATION: 244, R/W DURATION RATIO: 4.69672
READ DURATION: 395, LAST WRITE DURATION: 252, R/W DURATION RATIO: 1.56746
READ DURATION: 425, LAST WRITE DURATION: 284, R/W DURATION RATIO: 1.49648
READ DURATION: 498, LAST WRITE DURATION: 258, R/W DURATION RATIO: 1.93023
READ DURATION: 330, LAST WRITE DURATION: 231, R/W DURATION RATIO: 1.42857
READ DURATION: 505, LAST WRITE DURATION: 302, R/W DURATION RATIO: 1.67219
READ DURATION: 480, LAST WRITE DURATION: 254, R/W DURATION RATIO: 1.88976
READ DURATION: 393, LAST WRITE DURATION: 153, R/W DURATION RATIO: 2.56863
READ DURATION: 424, LAST WRITE DURATION: 324, R/W DURATION RATIO: 1.30864
READ DURATION: 505, LAST WRITE DURATION: 267, R/W DURATION RATIO: 1.89139
READ DURATION: 394, LAST WRITE DURATION: 258, R/W DURATION RATIO: 1.52713
READ DURATION: 420, LAST WRITE DURATION: 316, R/W DURATION RATIO: 1.32911
READ DURATION: 438, LAST WRITE DURATION: 267, R/W DURATION RATIO: 1.64045
READ DURATION: 1612, LAST WRITE DURATION: 1695, R/W DURATION RATIO: 1.43929
READ DURATION: 697, LAST WRITE DURATION: 408, R/W DURATION RATIO: 1.70833
READ DURATION: 661, LAST WRITE DURATION: 275, R/W DURATION RATIO: 2.40364
READ DURATION: 744, LAST WRITE DURATION: 225, R/W DURATION RATIO: 3.30667
READ DURATION: 800, LAST WRITE DURATION: 218, R/W DURATION RATIO: 3.66972
READ DURATION: 936, LAST WRITE DURATION: 228, R/W DURATION RATIO: 4.10526
READ DURATION: 1318, LAST WRITE DURATION: 344, R/W DURATION RATIO: 3.8314
READ DURATION: 886, LAST WRITE DURATION: 234, R/W DURATION RATIO: 3.78632
READ DURATION: 302, LAST WRITE DURATION: 380, R/W DURATION RATIO: 0.794737
READ DURATION: 1755, LAST WRITE DURATION: 402, R/W DURATION RATIO: 4.36567
READ DURATION: 360, LAST WRITE DURATION: 356, R/W DURATION RATIO: 1.01124
READ DURATION: 298, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.26271
READ DURATION: 360, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.65138
READ DURATION: 376, LAST WRITE DURATION: 338, R/W DURATION RATIO: 1.11243
READ DURATION: 288, LAST WRITE DURATION: 528, R/W DURATION RATIO: 0.545455
READ DURATION: 272, LAST WRITE DURATION: 330, R/W DURATION RATIO: 0.824242
READ DURATION: 400, LAST WRITE DURATION: 338, R/W DURATION RATIO: 1.18343
READ DURATION: 360, LAST WRITE DURATION: 266, R/W DURATION RATIO: 1.35338
READ DURATION: 344, LAST WRITE DURATION: 330, R/W DURATION RATIO: 1.04242
READ DURATION: 278, LAST WRITE DURATION: 562, R/W DURATION RATIO: 0.494662
READ DURATION: 360, LAST WRITE DURATION: 298, R/W DURATION RATIO: 1.20805
READ DURATION: 1185, LAST WRITE DURATION: 330, R/W DURATION RATIO: 3.59091
READ DURATION: 738, LAST WRITE DURATION: 244, R/W DURATION RATIO: 3.02459
READ DURATION: 2024, LAST WRITE DURATION: 228, R/W DURATION RATIO: 8.87719
READ DURATION: 930, LAST WRITE DURATION: 272, R/W DURATION RATIO: 3.41912
READ DURATION: 768, LAST WRITE DURATION: 228, R/W DURATION RATIO: 3.36842
READ DURATION: 1016, LAST WRITE DURATION: 228, R/W DURATION RATIO: 4.45614
READ DURATION: 796, LAST WRITE DURATION: 218, R/W DURATION RATIO: 3.65138
READ DURATION: 512, LAST WRITE DURATION: 214, R/W DURATION RATIO: 2.39252
READ DURATION: 702, LAST WRITE DURATION: 228, R/W DURATION RATIO: 3.07895
READ DURATION: 389, LAST WRITE DURATION: 377, R/W DURATION RATIO: 1.03183
READ DURATION: 464, LAST WRITE DURATION: 257, R/W DURATION RATIO: 1.80545
READ DURATION: 539, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.9529
READ DURATION: 631, LAST WRITE DURATION: 275, R/W DURATION RATIO: 2.29455
READ DURATION: 388, LAST WRITE DURATION: 395, R/W DURATION RATIO: 0.982278
READ DURATION: 394, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.15882
READ DURATION: 471, LAST WRITE DURATION: 1726, R/W DURATION RATIO: 0.350446
READ DURATION: 481, LAST WRITE DURATION: 269, R/W DURATION RATIO: 1.7881
READ DURATION: 459, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.66304
READ DURATION: 622, LAST WRITE DURATION: 236, R/W DURATION RATIO: 2.63559
READ DURATION: 1262, LAST WRITE DURATION: 349, R/W DURATION RATIO: 3.61605
READ DURATION: 562, LAST WRITE DURATION: 236, R/W DURATION RATIO: 2.38136
