[Ramulator::ReadWriteTrace] [info] Loading trace file /home/fann/projects/cache_simulator/sampled_trace/523_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 8523, LAST WRITE DURATION: 208, R/W DURATION RATIO: 40.976
READ DURATION: 88852, LAST WRITE DURATION: 262, R/W DURATION RATIO: 339.13
READ DURATION: 65415, LAST WRITE DURATION: 266, R/W DURATION RATIO: 245.921
READ DURATION: 12933, LAST WRITE DURATION: 211, R/W DURATION RATIO: 61.2938
READ DURATION: 63201, LAST WRITE DURATION: 230, R/W DURATION RATIO: 274.787
READ DURATION: 89702, LAST WRITE DURATION: 219, R/W DURATION RATIO: 409.598
READ DURATION: 85, LAST WRITE DURATION: 31, R/W DURATION RATIO: 2.74194
READ DURATION: 109, LAST WRITE DURATION: 123, R/W DURATION RATIO: 0.886179
READ DURATION: 41485, LAST WRITE DURATION: 162, R/W DURATION RATIO: 256.08
READ DURATION: 70069, LAST WRITE DURATION: 236, R/W DURATION RATIO: 296.903
READ DURATION: 38131, LAST WRITE DURATION: 274, R/W DURATION RATIO: 139.164
READ DURATION: 27956, LAST WRITE DURATION: 236, R/W DURATION RATIO: 118.458
READ DURATION: 386, LAST WRITE DURATION: 217, R/W DURATION RATIO: 1.7788
READ DURATION: 145, LAST WRITE DURATION: 288, R/W DURATION RATIO: 0.503472
READ DURATION: 107, LAST WRITE DURATION: 315, R/W DURATION RATIO: 0.339683
READ DURATION: 29193, LAST WRITE DURATION: 216, R/W DURATION RATIO: 135.153
READ DURATION: 2890, LAST WRITE DURATION: 150, R/W DURATION RATIO: 19.2667
READ DURATION: 1034, LAST WRITE DURATION: 1709, R/W DURATION RATIO: 0.605032
READ DURATION: 1698, LAST WRITE DURATION: 220, R/W DURATION RATIO: 7.71818
READ DURATION: 67573, LAST WRITE DURATION: 264, R/W DURATION RATIO: 255.958
READ DURATION: 57761, LAST WRITE DURATION: 164, R/W DURATION RATIO: 352.201
READ DURATION: 15679, LAST WRITE DURATION: 244, R/W DURATION RATIO: 64.2582
READ DURATION: 14103, LAST WRITE DURATION: 269, R/W DURATION RATIO: 52.4275
READ DURATION: 40566, LAST WRITE DURATION: 258, R/W DURATION RATIO: 157.233
READ DURATION: 5221, LAST WRITE DURATION: 218, R/W DURATION RATIO: 23.9495
READ DURATION: 88664, LAST WRITE DURATION: 244, R/W DURATION RATIO: 363.377
READ DURATION: 43030, LAST WRITE DURATION: 218, R/W DURATION RATIO: 197.385
READ DURATION: 8158, LAST WRITE DURATION: 243, R/W DURATION RATIO: 33.572
READ DURATION: 45241, LAST WRITE DURATION: 262, R/W DURATION RATIO: 172.676
READ DURATION: 11150, LAST WRITE DURATION: 253, R/W DURATION RATIO: 44.0711
READ DURATION: 412, LAST WRITE DURATION: 140, R/W DURATION RATIO: 2.94286
READ DURATION: 43493, LAST WRITE DURATION: 192, R/W DURATION RATIO: 226.526
READ DURATION: 62182, LAST WRITE DURATION: 246, R/W DURATION RATIO: 252.772
READ DURATION: 66118, LAST WRITE DURATION: 216, R/W DURATION RATIO: 306.102
READ DURATION: 62928, LAST WRITE DURATION: 237, R/W DURATION RATIO: 265.519
READ DURATION: 122817, LAST WRITE DURATION: 168, R/W DURATION RATIO: 731.054
READ DURATION: 17883, LAST WRITE DURATION: 247, R/W DURATION RATIO: 72.4008
READ DURATION: 13308, LAST WRITE DURATION: 322, R/W DURATION RATIO: 41.3292
READ DURATION: 147, LAST WRITE DURATION: 73, R/W DURATION RATIO: 2.0137
READ DURATION: 39, LAST WRITE DURATION: 167, R/W DURATION RATIO: 0.233533
READ DURATION: 39969, LAST WRITE DURATION: 134, R/W DURATION RATIO: 298.276
READ DURATION: 44730, LAST WRITE DURATION: 208, R/W DURATION RATIO: 215.048
READ DURATION: 483, LAST WRITE DURATION: 132, R/W DURATION RATIO: 3.65909
READ DURATION: 264, LAST WRITE DURATION: 146, R/W DURATION RATIO: 1.80822
READ DURATION: 34976, LAST WRITE DURATION: 230, R/W DURATION RATIO: 152.07
READ DURATION: 44702, LAST WRITE DURATION: 236, R/W DURATION RATIO: 189.415
READ DURATION: 30275, LAST WRITE DURATION: 248, R/W DURATION RATIO: 122.077
READ DURATION: 39539, LAST WRITE DURATION: 246, R/W DURATION RATIO: 160.728
READ DURATION: 41539, LAST WRITE DURATION: 234, R/W DURATION RATIO: 177.517
READ DURATION: 24514, LAST WRITE DURATION: 216, R/W DURATION RATIO: 113.491
READ DURATION: 33510, LAST WRITE DURATION: 338, R/W DURATION RATIO: 99.142
READ DURATION: 73777, LAST WRITE DURATION: 286, R/W DURATION RATIO: 257.962
READ DURATION: 25149, LAST WRITE DURATION: 229, R/W DURATION RATIO: 109.821
READ DURATION: 62456, LAST WRITE DURATION: 244, R/W DURATION RATIO: 255.967
READ DURATION: 84826, LAST WRITE DURATION: 317, R/W DURATION RATIO: 267.59
READ DURATION: 92621, LAST WRITE DURATION: 254, R/W DURATION RATIO: 364.65
READ DURATION: 28500, LAST WRITE DURATION: 233, R/W DURATION RATIO: 122.318
READ DURATION: 7469, LAST WRITE DURATION: 284, R/W DURATION RATIO: 26.2993
READ DURATION: 32552, LAST WRITE DURATION: 192, R/W DURATION RATIO: 169.542
READ DURATION: 12123, LAST WRITE DURATION: 265, R/W DURATION RATIO: 45.7472
READ DURATION: 31789, LAST WRITE DURATION: 259, R/W DURATION RATIO: 122.737
READ DURATION: 25578, LAST WRITE DURATION: 244, R/W DURATION RATIO: 104.828
READ DURATION: 28033, LAST WRITE DURATION: 223, R/W DURATION RATIO: 125.709
READ DURATION: 34047, LAST WRITE DURATION: 220, R/W DURATION RATIO: 154.759
READ DURATION: 29790, LAST WRITE DURATION: 249, R/W DURATION RATIO: 119.639
READ DURATION: 37856, LAST WRITE DURATION: 276, R/W DURATION RATIO: 137.159
READ DURATION: 559836, LAST WRITE DURATION: 276, R/W DURATION RATIO: 2028.39
READ DURATION: 2176028, LAST WRITE DURATION: 232, R/W DURATION RATIO: 9379.43
READ DURATION: 64, LAST WRITE DURATION: 402, R/W DURATION RATIO: 0.159204
WAITED CYCLES: 28
READ DURATION: 618, LAST WRITE DURATION: 1193, R/W DURATION RATIO: 0.518022
READ DURATION: 112, LAST WRITE DURATION: 122, R/W DURATION RATIO: 0.918033
READ DURATION: 1, LAST WRITE DURATION: 492, R/W DURATION RATIO: 0.00203252
WAITED CYCLES: 112
WAITED CYCLES: 38
READ DURATION: 20, LAST WRITE DURATION: 172, R/W DURATION RATIO: 0.116279
READ DURATION: 75, LAST WRITE DURATION: 133, R/W DURATION RATIO: 0.56391
READ DURATION: 1, LAST WRITE DURATION: 179, R/W DURATION RATIO: 0.00558659
READ DURATION: 80, LAST WRITE DURATION: 124, R/W DURATION RATIO: 0.645161
READ DURATION: 113, LAST WRITE DURATION: 134, R/W DURATION RATIO: 0.843284
READ DURATION: 134, LAST WRITE DURATION: 114, R/W DURATION RATIO: 1.17544
READ DURATION: 500, LAST WRITE DURATION: 189, R/W DURATION RATIO: 2.6455
READ DURATION: 148, LAST WRITE DURATION: 163, R/W DURATION RATIO: 0.907975
READ DURATION: 61, LAST WRITE DURATION: 359, R/W DURATION RATIO: 0.169916
READ DURATION: 1, LAST WRITE DURATION: 146, R/W DURATION RATIO: 0.00684932
READ DURATION: 685, LAST WRITE DURATION: 813, R/W DURATION RATIO: 0.842558
READ DURATION: 428, LAST WRITE DURATION: 1145, R/W DURATION RATIO: 0.373799
READ DURATION: 472, LAST WRITE DURATION: 478, R/W DURATION RATIO: 0.987448
READ DURATION: 161, LAST WRITE DURATION: 316, R/W DURATION RATIO: 0.509494
READ DURATION: 42, LAST WRITE DURATION: 266, R/W DURATION RATIO: 0.157895
WAITED CYCLES: 19
READ DURATION: 237, LAST WRITE DURATION: 2176, R/W DURATION RATIO: 0.108915
WAITED CYCLES: 265
READ DURATION: 642, LAST WRITE DURATION: 813, R/W DURATION RATIO: 0.789668
READ DURATION: 468, LAST WRITE DURATION: 565, R/W DURATION RATIO: 0.828319
READ DURATION: 346, LAST WRITE DURATION: 618, R/W DURATION RATIO: 0.559871
READ DURATION: 51, LAST WRITE DURATION: 223, R/W DURATION RATIO: 0.2287
READ DURATION: 1, LAST WRITE DURATION: 302, R/W DURATION RATIO: 0.00331126
READ DURATION: 118, LAST WRITE DURATION: 722, R/W DURATION RATIO: 0.163435
WAITED CYCLES: 48
READ DURATION: 3, LAST WRITE DURATION: 350, R/W DURATION RATIO: 0.00857143
READ DURATION: 1, LAST WRITE DURATION: 320, R/W DURATION RATIO: 0.003125
READ DURATION: 200, LAST WRITE DURATION: 272, R/W DURATION RATIO: 0.735294
READ DURATION: 1, LAST WRITE DURATION: 436, R/W DURATION RATIO: 0.00229358
READ DURATION: 89, LAST WRITE DURATION: 307, R/W DURATION RATIO: 0.289902
READ DURATION: 1, LAST WRITE DURATION: 687, R/W DURATION RATIO: 0.0014556
WAITED CYCLES: 157
WAITED CYCLES: 148
WAITED CYCLES: 64
READ DURATION: 79, LAST WRITE DURATION: 265, R/W DURATION RATIO: 0.298113
READ DURATION: 215, LAST WRITE DURATION: 213, R/W DURATION RATIO: 1.00939
READ DURATION: 145, LAST WRITE DURATION: 314, R/W DURATION RATIO: 0.461783
READ DURATION: 53, LAST WRITE DURATION: 157, R/W DURATION RATIO: 0.33758
READ DURATION: 1, LAST WRITE DURATION: 318, R/W DURATION RATIO: 0.00314465
READ DURATION: 189, LAST WRITE DURATION: 585, R/W DURATION RATIO: 0.323077
READ DURATION: 680, LAST WRITE DURATION: 1548, R/W DURATION RATIO: 0.439276
READ DURATION: 356, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.5614
READ DURATION: 193, LAST WRITE DURATION: 360, R/W DURATION RATIO: 0.536111
READ DURATION: 170, LAST WRITE DURATION: 276, R/W DURATION RATIO: 0.615942
READ DURATION: 60, LAST WRITE DURATION: 182, R/W DURATION RATIO: 0.32967
READ DURATION: 137, LAST WRITE DURATION: 305, R/W DURATION RATIO: 0.44918
READ DURATION: 3, LAST WRITE DURATION: 157, R/W DURATION RATIO: 0.0191083
READ DURATION: 1, LAST WRITE DURATION: 261, R/W DURATION RATIO: 0.00383142
READ DURATION: 561, LAST WRITE DURATION: 685, R/W DURATION RATIO: 0.818978
READ DURATION: 492, LAST WRITE DURATION: 703, R/W DURATION RATIO: 0.699858
READ DURATION: 39, LAST WRITE DURATION: 122, R/W DURATION RATIO: 0.319672
READ DURATION: 579, LAST WRITE DURATION: 797, R/W DURATION RATIO: 0.726474
READ DURATION: 1, LAST WRITE DURATION: 808, R/W DURATION RATIO: 0.00123762
WAITED CYCLES: 185
WAITED CYCLES: 129
READ DURATION: 329, LAST WRITE DURATION: 2660, R/W DURATION RATIO: 0.136628
READ DURATION: 264, LAST WRITE DURATION: 1107, R/W DURATION RATIO: 0.238482
READ DURATION: 544, LAST WRITE DURATION: 658, R/W DURATION RATIO: 0.826748
READ DURATION: 1, LAST WRITE DURATION: 232, R/W DURATION RATIO: 0.00431034
READ DURATION: 1, LAST WRITE DURATION: 265, R/W DURATION RATIO: 0.00377358
READ DURATION: 92, LAST WRITE DURATION: 161, R/W DURATION RATIO: 0.571429
READ DURATION: 586, LAST WRITE DURATION: 633, R/W DURATION RATIO: 0.92575
READ DURATION: 72, LAST WRITE DURATION: 202, R/W DURATION RATIO: 0.356436
READ DURATION: 1, LAST WRITE DURATION: 286, R/W DURATION RATIO: 0.0034965
READ DURATION: 253, LAST WRITE DURATION: 1148, R/W DURATION RATIO: 0.220383
WAITED CYCLES: 12
READ DURATION: 272, LAST WRITE DURATION: 395, R/W DURATION RATIO: 0.688608
READ DURATION: 658, LAST WRITE DURATION: 472, R/W DURATION RATIO: 1.39407
READ DURATION: 1, LAST WRITE DURATION: 179, R/W DURATION RATIO: 0.00558659
READ DURATION: 189, LAST WRITE DURATION: 2284, R/W DURATION RATIO: 0.0827496
WAITED CYCLES: 338
READ DURATION: 214, LAST WRITE DURATION: 689, R/W DURATION RATIO: 0.310595
READ DURATION: 224, LAST WRITE DURATION: 364, R/W DURATION RATIO: 0.615385
READ DURATION: 264, LAST WRITE DURATION: 848, R/W DURATION RATIO: 0.311321
READ DURATION: 292, LAST WRITE DURATION: 848, R/W DURATION RATIO: 0.34434
READ DURATION: 476, LAST WRITE DURATION: 848, R/W DURATION RATIO: 0.561321
READ DURATION: 169, LAST WRITE DURATION: 444, R/W DURATION RATIO: 0.380631
READ DURATION: 248, LAST WRITE DURATION: 731, R/W DURATION RATIO: 0.339261
READ DURATION: 276, LAST WRITE DURATION: 848, R/W DURATION RATIO: 0.325472
READ DURATION: 276, LAST WRITE DURATION: 848, R/W DURATION RATIO: 0.325472
READ DURATION: 385, LAST WRITE DURATION: 594, R/W DURATION RATIO: 0.648148
READ DURATION: 914, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.83851
READ DURATION: 330, LAST WRITE DURATION: 1134, R/W DURATION RATIO: 0.291005
READ DURATION: 821, LAST WRITE DURATION: 438, R/W DURATION RATIO: 1.87443
READ DURATION: 211, LAST WRITE DURATION: 144, R/W DURATION RATIO: 1.46528
READ DURATION: 456, LAST WRITE DURATION: 351, R/W DURATION RATIO: 1.29915
READ DURATION: 163, LAST WRITE DURATION: 139, R/W DURATION RATIO: 1.17266
READ DURATION: 58, LAST WRITE DURATION: 205, R/W DURATION RATIO: 0.282927
READ DURATION: 644, LAST WRITE DURATION: 399, R/W DURATION RATIO: 1.61404
READ DURATION: 68, LAST WRITE DURATION: 109, R/W DURATION RATIO: 0.623853
READ DURATION: 121, LAST WRITE DURATION: 228, R/W DURATION RATIO: 0.530702
READ DURATION: 138, LAST WRITE DURATION: 762, R/W DURATION RATIO: 0.181102
WAITED CYCLES: 38
READ DURATION: 517, LAST WRITE DURATION: 1330, R/W DURATION RATIO: 0.388722
READ DURATION: 612, LAST WRITE DURATION: 994, R/W DURATION RATIO: 0.615694
READ DURATION: 260, LAST WRITE DURATION: 2654, R/W DURATION RATIO: 0.0979653
WAITED CYCLES: 353
READ DURATION: 629, LAST WRITE DURATION: 426, R/W DURATION RATIO: 1.47653
READ DURATION: 48, LAST WRITE DURATION: 202, R/W DURATION RATIO: 0.237624
READ DURATION: 95, LAST WRITE DURATION: 142, R/W DURATION RATIO: 0.669014
READ DURATION: 965, LAST WRITE DURATION: 708, R/W DURATION RATIO: 1.36299
READ DURATION: 256, LAST WRITE DURATION: 805, R/W DURATION RATIO: 0.318012
READ DURATION: 256, LAST WRITE DURATION: 386, R/W DURATION RATIO: 0.663212
READ DURATION: 749, LAST WRITE DURATION: 260, R/W DURATION RATIO: 2.88077
READ DURATION: 52, LAST WRITE DURATION: 354, R/W DURATION RATIO: 0.146893
WAITED CYCLES: 29
READ DURATION: 49, LAST WRITE DURATION: 366, R/W DURATION RATIO: 0.13388
READ DURATION: 1, LAST WRITE DURATION: 551, R/W DURATION RATIO: 0.00181488
READ DURATION: 292, LAST WRITE DURATION: 1321, R/W DURATION RATIO: 0.221045
WAITED CYCLES: 13
READ DURATION: 268, LAST WRITE DURATION: 2323, R/W DURATION RATIO: 0.177249
READ DURATION: 622, LAST WRITE DURATION: 436, R/W DURATION RATIO: 1.42661
READ DURATION: 1, LAST WRITE DURATION: 976, R/W DURATION RATIO: 0.00102459
WAITED CYCLES: 224
WAITED CYCLES: 168
READ DURATION: 276, LAST WRITE DURATION: 1363, R/W DURATION RATIO: 0.202494
WAITED CYCLES: 38
READ DURATION: 276, LAST WRITE DURATION: 848, R/W DURATION RATIO: 0.325472
READ DURATION: 614, LAST WRITE DURATION: 426, R/W DURATION RATIO: 1.44131
READ DURATION: 1, LAST WRITE DURATION: 979, R/W DURATION RATIO: 0.00102145
WAITED CYCLES: 225
WAITED CYCLES: 215
WAITED CYCLES: 131
READ DURATION: 168, LAST WRITE DURATION: 705, R/W DURATION RATIO: 0.238298
READ DURATION: 1700, LAST WRITE DURATION: 792, R/W DURATION RATIO: 2.14646
READ DURATION: 272, LAST WRITE DURATION: 738, R/W DURATION RATIO: 0.368564
READ DURATION: 690, LAST WRITE DURATION: 560, R/W DURATION RATIO: 1.23214
READ DURATION: 9, LAST WRITE DURATION: 198, R/W DURATION RATIO: 0.0454545
READ DURATION: 444, LAST WRITE DURATION: 754, R/W DURATION RATIO: 0.588859
READ DURATION: 1, LAST WRITE DURATION: 286, R/W DURATION RATIO: 0.0034965
READ DURATION: 256, LAST WRITE DURATION: 593, R/W DURATION RATIO: 0.431703
READ DURATION: 976, LAST WRITE DURATION: 848, R/W DURATION RATIO: 1.15094
READ DURATION: 390, LAST WRITE DURATION: 763, R/W DURATION RATIO: 0.51114
READ DURATION: 604, LAST WRITE DURATION: 682, R/W DURATION RATIO: 0.88563
READ DURATION: 46, LAST WRITE DURATION: 249, R/W DURATION RATIO: 0.184739
READ DURATION: 682, LAST WRITE DURATION: 428, R/W DURATION RATIO: 1.59346
READ DURATION: 1, LAST WRITE DURATION: 342, R/W DURATION RATIO: 0.00292398
WAITED CYCLES: 78
READ DURATION: 506, LAST WRITE DURATION: 2417, R/W DURATION RATIO: 0.20935
WAITED CYCLES: 52
READ DURATION: 602, LAST WRITE DURATION: 986, R/W DURATION RATIO: 0.610548
READ DURATION: 1, LAST WRITE DURATION: 95, R/W DURATION RATIO: 0.0105263
READ DURATION: 64, LAST WRITE DURATION: 174, R/W DURATION RATIO: 0.367816
READ DURATION: 374, LAST WRITE DURATION: 280, R/W DURATION RATIO: 1.33571
READ DURATION: 1, LAST WRITE DURATION: 437, R/W DURATION RATIO: 0.00228833
WAITED CYCLES: 99
WAITED CYCLES: 58
READ DURATION: 326, LAST WRITE DURATION: 481, R/W DURATION RATIO: 0.677755
READ DURATION: 388, LAST WRITE DURATION: 1102, R/W DURATION RATIO: 0.352087
READ DURATION: 261, LAST WRITE DURATION: 551, R/W DURATION RATIO: 0.473684
READ DURATION: 246, LAST WRITE DURATION: 946, R/W DURATION RATIO: 0.260042
READ DURATION: 664, LAST WRITE DURATION: 426, R/W DURATION RATIO: 1.55869
READ DURATION: 42, LAST WRITE DURATION: 200, R/W DURATION RATIO: 0.21
WAITED CYCLES: 4
READ DURATION: 683, LAST WRITE DURATION: 2204, R/W DURATION RATIO: 0.309891
READ DURATION: 57, LAST WRITE DURATION: 218, R/W DURATION RATIO: 0.261468
READ DURATION: 1, LAST WRITE DURATION: 318, R/W DURATION RATIO: 0.00314465
READ DURATION: 1, LAST WRITE DURATION: 458, R/W DURATION RATIO: 0.00218341
WAITED CYCLES: 104
READ DURATION: 192, LAST WRITE DURATION: 292, R/W DURATION RATIO: 0.657534
READ DURATION: 234, LAST WRITE DURATION: 448, R/W DURATION RATIO: 0.522321
READ DURATION: 80, LAST WRITE DURATION: 170, R/W DURATION RATIO: 0.470588
READ DURATION: 203, LAST WRITE DURATION: 338, R/W DURATION RATIO: 0.600592
READ DURATION: 259, LAST WRITE DURATION: 1165, R/W DURATION RATIO: 0.23125
READ DURATION: 1, LAST WRITE DURATION: 161, R/W DURATION RATIO: 0.00621118
READ DURATION: 137, LAST WRITE DURATION: 282, R/W DURATION RATIO: 0.485816
READ DURATION: 1, LAST WRITE DURATION: 1021, R/W DURATION RATIO: 0.000979432
WAITED CYCLES: 234
READ DURATION: 584, LAST WRITE DURATION: 586, R/W DURATION RATIO: 0.996587
READ DURATION: 294, LAST WRITE DURATION: 482, R/W DURATION RATIO: 0.609959
READ DURATION: 102, LAST WRITE DURATION: 217, R/W DURATION RATIO: 0.470046
READ DURATION: 178, LAST WRITE DURATION: 892, R/W DURATION RATIO: 0.199552
WAITED CYCLES: 28
READ DURATION: 440, LAST WRITE DURATION: 752, R/W DURATION RATIO: 0.585106
READ DURATION: 81, LAST WRITE DURATION: 295, R/W DURATION RATIO: 0.274576
READ DURATION: 84, LAST WRITE DURATION: 426, R/W DURATION RATIO: 0.197183
WAITED CYCLES: 14
READ DURATION: 60, LAST WRITE DURATION: 346, R/W DURATION RATIO: 0.17341
WAITED CYCLES: 19
READ DURATION: 137, LAST WRITE DURATION: 115, R/W DURATION RATIO: 1.1913
READ DURATION: 1, LAST WRITE DURATION: 837, R/W DURATION RATIO: 0.00119474
WAITED CYCLES: 192
READ DURATION: 1, LAST WRITE DURATION: 363, R/W DURATION RATIO: 0.00275482
READ DURATION: 1, LAST WRITE DURATION: 786, R/W DURATION RATIO: 0.00198413
READ DURATION: 766, LAST WRITE DURATION: 2828, R/W DURATION RATIO: 0.270863
READ DURATION: 113, LAST WRITE DURATION: 519, R/W DURATION RATIO: 0.217726
WAITED CYCLES: 6
READ DURATION: 1, LAST WRITE DURATION: 113, R/W DURATION RATIO: 0.00884956
READ DURATION: 742, LAST WRITE DURATION: 1331, R/W DURATION RATIO: 0.557476
READ DURATION: 81, LAST WRITE DURATION: 586, R/W DURATION RATIO: 0.138225
WAITED CYCLES: 54
READ DURATION: 449, LAST WRITE DURATION: 881, R/W DURATION RATIO: 0.509648
READ DURATION: 698, LAST WRITE DURATION: 519, R/W DURATION RATIO: 1.34489
READ DURATION: 113, LAST WRITE DURATION: 572, R/W DURATION RATIO: 0.197552
WAITED CYCLES: 19
READ DURATION: 1, LAST WRITE DURATION: 245, R/W DURATION RATIO: 0.00408163
READ DURATION: 1, LAST WRITE DURATION: 498, R/W DURATION RATIO: 0.00200803
READ DURATION: 1, LAST WRITE DURATION: 773, R/W DURATION RATIO: 0.00198413
READ DURATION: 530, LAST WRITE DURATION: 796, R/W DURATION RATIO: 0.728022
READ DURATION: 606, LAST WRITE DURATION: 676, R/W DURATION RATIO: 0.89645
READ DURATION: 1, LAST WRITE DURATION: 419, R/W DURATION RATIO: 0.00238663
WAITED CYCLES: 95
WAITED CYCLES: 75
WAITED CYCLES: 9
READ DURATION: 728, LAST WRITE DURATION: 1306, R/W DURATION RATIO: 0.557427
READ DURATION: 58, LAST WRITE DURATION: 552, R/W DURATION RATIO: 0.105072
WAITED CYCLES: 69
READ DURATION: 640, LAST WRITE DURATION: 778, R/W DURATION RATIO: 0.822622
READ DURATION: 224, LAST WRITE DURATION: 1353, R/W DURATION RATIO: 0.165558
WAITED CYCLES: 88
READ DURATION: 720, LAST WRITE DURATION: 848, R/W DURATION RATIO: 0.849057
READ DURATION: 22, LAST WRITE DURATION: 528, R/W DURATION RATIO: 0.0416667
WAITED CYCLES: 99
READ DURATION: 250, LAST WRITE DURATION: 856, R/W DURATION RATIO: 0.292056
READ DURATION: 258, LAST WRITE DURATION: 274, R/W DURATION RATIO: 0.941606
READ DURATION: 736, LAST WRITE DURATION: 442, R/W DURATION RATIO: 1.66516
READ DURATION: 64, LAST WRITE DURATION: 816, R/W DURATION RATIO: 0.0784314
WAITED CYCLES: 124
READ DURATION: 752, LAST WRITE DURATION: 1120, R/W DURATION RATIO: 0.671429
READ DURATION: 14, LAST WRITE DURATION: 561, R/W DURATION RATIO: 0.0249554
WAITED CYCLES: 115
WAITED CYCLES: 58
READ DURATION: 1, LAST WRITE DURATION: 758, R/W DURATION RATIO: 0.00131926
WAITED CYCLES: 174
WAITED CYCLES: 110
READ DURATION: 240, LAST WRITE DURATION: 1271, R/W DURATION RATIO: 0.188828
WAITED CYCLES: 53
READ DURATION: 690, LAST WRITE DURATION: 378, R/W DURATION RATIO: 1.8254
READ DURATION: 55, LAST WRITE DURATION: 499, R/W DURATION RATIO: 0.11022
WAITED CYCLES: 60
READ DURATION: 153, LAST WRITE DURATION: 310, R/W DURATION RATIO: 0.493548
READ DURATION: 742, LAST WRITE DURATION: 1353, R/W DURATION RATIO: 0.548411
READ DURATION: 67, LAST WRITE DURATION: 495, R/W DURATION RATIO: 0.135354
WAITED CYCLES: 47
READ DURATION: 168, LAST WRITE DURATION: 304, R/W DURATION RATIO: 0.552632
READ DURATION: 367, LAST WRITE DURATION: 697, R/W DURATION RATIO: 0.526542
READ DURATION: 304, LAST WRITE DURATION: 451, R/W DURATION RATIO: 0.674058
READ DURATION: 230, LAST WRITE DURATION: 953, R/W DURATION RATIO: 0.241343
READ DURATION: 777, LAST WRITE DURATION: 426, R/W DURATION RATIO: 1.82394
READ DURATION: 1, LAST WRITE DURATION: 602, R/W DURATION RATIO: 0.00166113
WAITED CYCLES: 138
