[Ramulator::ReadWriteTrace] [info] Loading trace file /home/fann/projects/cache_simulator/sampled_trace/520_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 218, LAST WRITE DURATION: 338, R/W DURATION RATIO: 0.64497
READ DURATION: 596, LAST WRITE DURATION: 264, R/W DURATION RATIO: 2.25758
READ DURATION: 447, LAST WRITE DURATION: 239, R/W DURATION RATIO: 1.87029
READ DURATION: 543, LAST WRITE DURATION: 268, R/W DURATION RATIO: 2.02612
READ DURATION: 528, LAST WRITE DURATION: 254, R/W DURATION RATIO: 2.07874
READ DURATION: 428, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.9633
READ DURATION: 543, LAST WRITE DURATION: 239, R/W DURATION RATIO: 2.27197
READ DURATION: 406, LAST WRITE DURATION: 233, R/W DURATION RATIO: 1.74249
READ DURATION: 553, LAST WRITE DURATION: 287, R/W DURATION RATIO: 1.92683
READ DURATION: 495, LAST WRITE DURATION: 212, R/W DURATION RATIO: 2.33491
READ DURATION: 438, LAST WRITE DURATION: 261, R/W DURATION RATIO: 1.67816
READ DURATION: 579, LAST WRITE DURATION: 1809, R/W DURATION RATIO: 0.492347
READ DURATION: 426, LAST WRITE DURATION: 303, R/W DURATION RATIO: 1.40594
READ DURATION: 306, LAST WRITE DURATION: 283, R/W DURATION RATIO: 1.08127
READ DURATION: 309, LAST WRITE DURATION: 328, R/W DURATION RATIO: 0.942073
READ DURATION: 466, LAST WRITE DURATION: 325, R/W DURATION RATIO: 1.43385
READ DURATION: 472, LAST WRITE DURATION: 310, R/W DURATION RATIO: 1.52258
READ DURATION: 388, LAST WRITE DURATION: 278, R/W DURATION RATIO: 1.39568
READ DURATION: 604, LAST WRITE DURATION: 290, R/W DURATION RATIO: 2.08276
READ DURATION: 719, LAST WRITE DURATION: 260, R/W DURATION RATIO: 2.76538
READ DURATION: 485, LAST WRITE DURATION: 345, R/W DURATION RATIO: 1.4058
READ DURATION: 504, LAST WRITE DURATION: 267, R/W DURATION RATIO: 1.88764
READ DURATION: 500, LAST WRITE DURATION: 236, R/W DURATION RATIO: 2.11864
READ DURATION: 489, LAST WRITE DURATION: 254, R/W DURATION RATIO: 1.9252
READ DURATION: 357, LAST WRITE DURATION: 255, R/W DURATION RATIO: 1.4
READ DURATION: 1989, LAST WRITE DURATION: 287, R/W DURATION RATIO: 6.93031
READ DURATION: 578, LAST WRITE DURATION: 281, R/W DURATION RATIO: 2.05694
READ DURATION: 545, LAST WRITE DURATION: 267, R/W DURATION RATIO: 2.0412
READ DURATION: 482, LAST WRITE DURATION: 394, R/W DURATION RATIO: 1.22335
READ DURATION: 367, LAST WRITE DURATION: 209, R/W DURATION RATIO: 1.75598
READ DURATION: 538, LAST WRITE DURATION: 296, R/W DURATION RATIO: 1.81757
READ DURATION: 403, LAST WRITE DURATION: 278, R/W DURATION RATIO: 1.44964
READ DURATION: 531, LAST WRITE DURATION: 334, R/W DURATION RATIO: 1.58982
READ DURATION: 511, LAST WRITE DURATION: 265, R/W DURATION RATIO: 1.9283
READ DURATION: 404, LAST WRITE DURATION: 299, R/W DURATION RATIO: 1.35117
READ DURATION: 434, LAST WRITE DURATION: 331, R/W DURATION RATIO: 1.31118
READ DURATION: 664, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2
READ DURATION: 373, LAST WRITE DURATION: 226, R/W DURATION RATIO: 1.65044
READ DURATION: 627, LAST WRITE DURATION: 313, R/W DURATION RATIO: 2.00319
READ DURATION: 1980, LAST WRITE DURATION: 290, R/W DURATION RATIO: 6.82759
READ DURATION: 516, LAST WRITE DURATION: 271, R/W DURATION RATIO: 1.90406
READ DURATION: 396, LAST WRITE DURATION: 260, R/W DURATION RATIO: 1.52308
READ DURATION: 493, LAST WRITE DURATION: 307, R/W DURATION RATIO: 1.60586
READ DURATION: 452, LAST WRITE DURATION: 258, R/W DURATION RATIO: 1.75194
READ DURATION: 549, LAST WRITE DURATION: 211, R/W DURATION RATIO: 2.6019
READ DURATION: 498, LAST WRITE DURATION: 283, R/W DURATION RATIO: 1.75972
READ DURATION: 415, LAST WRITE DURATION: 249, R/W DURATION RATIO: 1.66667
READ DURATION: 526, LAST WRITE DURATION: 270, R/W DURATION RATIO: 1.94815
READ DURATION: 443, LAST WRITE DURATION: 350, R/W DURATION RATIO: 1.26571
READ DURATION: 420, LAST WRITE DURATION: 382, R/W DURATION RATIO: 1.09948
READ DURATION: 443, LAST WRITE DURATION: 282, R/W DURATION RATIO: 1.57092
READ DURATION: 471, LAST WRITE DURATION: 262, R/W DURATION RATIO: 1.79771
READ DURATION: 471, LAST WRITE DURATION: 349, R/W DURATION RATIO: 1.34957
READ DURATION: 1911, LAST WRITE DURATION: 241, R/W DURATION RATIO: 7.92946
READ DURATION: 766, LAST WRITE DURATION: 288, R/W DURATION RATIO: 2.65972
READ DURATION: 682, LAST WRITE DURATION: 382, R/W DURATION RATIO: 1.78534
READ DURATION: 562, LAST WRITE DURATION: 389, R/W DURATION RATIO: 1.44473
READ DURATION: 414, LAST WRITE DURATION: 283, R/W DURATION RATIO: 1.4629
READ DURATION: 507, LAST WRITE DURATION: 240, R/W DURATION RATIO: 2.1125
READ DURATION: 418, LAST WRITE DURATION: 289, R/W DURATION RATIO: 1.44637
READ DURATION: 403, LAST WRITE DURATION: 270, R/W DURATION RATIO: 1.49259
READ DURATION: 376, LAST WRITE DURATION: 280, R/W DURATION RATIO: 1.34286
READ DURATION: 539, LAST WRITE DURATION: 304, R/W DURATION RATIO: 1.77303
READ DURATION: 500, LAST WRITE DURATION: 236, R/W DURATION RATIO: 2.11864
READ DURATION: 498, LAST WRITE DURATION: 321, R/W DURATION RATIO: 1.5514
READ DURATION: 440, LAST WRITE DURATION: 248, R/W DURATION RATIO: 1.77419
READ DURATION: 386, LAST WRITE DURATION: 268, R/W DURATION RATIO: 1.4403
READ DURATION: 1872, LAST WRITE DURATION: 351, R/W DURATION RATIO: 5.33333
READ DURATION: 362, LAST WRITE DURATION: 347, R/W DURATION RATIO: 1.04323
READ DURATION: 426, LAST WRITE DURATION: 277, R/W DURATION RATIO: 1.53791
READ DURATION: 461, LAST WRITE DURATION: 218, R/W DURATION RATIO: 2.11468
READ DURATION: 700, LAST WRITE DURATION: 298, R/W DURATION RATIO: 2.34899
READ DURATION: 593, LAST WRITE DURATION: 397, R/W DURATION RATIO: 1.4937
READ DURATION: 350, LAST WRITE DURATION: 291, R/W DURATION RATIO: 1.20275
READ DURATION: 565, LAST WRITE DURATION: 245, R/W DURATION RATIO: 2.30612
READ DURATION: 645, LAST WRITE DURATION: 314, R/W DURATION RATIO: 2.05414
READ DURATION: 547, LAST WRITE DURATION: 268, R/W DURATION RATIO: 2.04104
READ DURATION: 557, LAST WRITE DURATION: 297, R/W DURATION RATIO: 1.87542
READ DURATION: 465, LAST WRITE DURATION: 245, R/W DURATION RATIO: 1.89796
READ DURATION: 461, LAST WRITE DURATION: 258, R/W DURATION RATIO: 1.78682
READ DURATION: 488, LAST WRITE DURATION: 279, R/W DURATION RATIO: 1.7491
READ DURATION: 1879, LAST WRITE DURATION: 267, R/W DURATION RATIO: 7.03745
READ DURATION: 427, LAST WRITE DURATION: 217, R/W DURATION RATIO: 1.96774
READ DURATION: 953, LAST WRITE DURATION: 302, R/W DURATION RATIO: 3.15563
READ DURATION: 677, LAST WRITE DURATION: 437, R/W DURATION RATIO: 1.5492
READ DURATION: 566, LAST WRITE DURATION: 411, R/W DURATION RATIO: 1.37713
READ DURATION: 571, LAST WRITE DURATION: 258, R/W DURATION RATIO: 2.21318
READ DURATION: 566, LAST WRITE DURATION: 221, R/W DURATION RATIO: 2.56109
READ DURATION: 698, LAST WRITE DURATION: 266, R/W DURATION RATIO: 2.62406
READ DURATION: 583, LAST WRITE DURATION: 330, R/W DURATION RATIO: 1.76667
READ DURATION: 371, LAST WRITE DURATION: 293, R/W DURATION RATIO: 1.26621
READ DURATION: 439, LAST WRITE DURATION: 279, R/W DURATION RATIO: 1.57348
READ DURATION: 429, LAST WRITE DURATION: 261, R/W DURATION RATIO: 1.64368
READ DURATION: 472, LAST WRITE DURATION: 221, R/W DURATION RATIO: 2.13575
READ DURATION: 1845, LAST WRITE DURATION: 279, R/W DURATION RATIO: 6.6129
READ DURATION: 790, LAST WRITE DURATION: 278, R/W DURATION RATIO: 2.84173
READ DURATION: 404, LAST WRITE DURATION: 308, R/W DURATION RATIO: 1.31169
READ DURATION: 1003, LAST WRITE DURATION: 253, R/W DURATION RATIO: 3.96443
READ DURATION: 447, LAST WRITE DURATION: 427, R/W DURATION RATIO: 1.04684
READ DURATION: 594, LAST WRITE DURATION: 304, R/W DURATION RATIO: 1.95395
READ DURATION: 488, LAST WRITE DURATION: 252, R/W DURATION RATIO: 1.93651
READ DURATION: 434, LAST WRITE DURATION: 232, R/W DURATION RATIO: 1.87069
READ DURATION: 415, LAST WRITE DURATION: 285, R/W DURATION RATIO: 1.45614
READ DURATION: 863, LAST WRITE DURATION: 246, R/W DURATION RATIO: 3.50813
READ DURATION: 560, LAST WRITE DURATION: 504, R/W DURATION RATIO: 1.11111
READ DURATION: 358, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.2971
READ DURATION: 456, LAST WRITE DURATION: 302, R/W DURATION RATIO: 1.50993
READ DURATION: 1883, LAST WRITE DURATION: 282, R/W DURATION RATIO: 6.6773
READ DURATION: 562, LAST WRITE DURATION: 276, R/W DURATION RATIO: 2.03623
READ DURATION: 602, LAST WRITE DURATION: 267, R/W DURATION RATIO: 2.25468
READ DURATION: 602, LAST WRITE DURATION: 296, R/W DURATION RATIO: 2.03378
READ DURATION: 468, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.98305
READ DURATION: 564, LAST WRITE DURATION: 255, R/W DURATION RATIO: 2.21176
READ DURATION: 453, LAST WRITE DURATION: 308, R/W DURATION RATIO: 1.47078
READ DURATION: 510, LAST WRITE DURATION: 192, R/W DURATION RATIO: 2.65625
READ DURATION: 1030, LAST WRITE DURATION: 260, R/W DURATION RATIO: 3.96154
READ DURATION: 129, LAST WRITE DURATION: 188, R/W DURATION RATIO: 0.68617
READ DURATION: 124, LAST WRITE DURATION: 112, R/W DURATION RATIO: 1.10714
READ DURATION: 110, LAST WRITE DURATION: 72, R/W DURATION RATIO: 1.52778
READ DURATION: 602, LAST WRITE DURATION: 238, R/W DURATION RATIO: 2.52941
READ DURATION: 499, LAST WRITE DURATION: 237, R/W DURATION RATIO: 2.10549
READ DURATION: 1935, LAST WRITE DURATION: 264, R/W DURATION RATIO: 7.32955
READ DURATION: 544, LAST WRITE DURATION: 259, R/W DURATION RATIO: 2.10039
READ DURATION: 426, LAST WRITE DURATION: 254, R/W DURATION RATIO: 1.67717
READ DURATION: 543, LAST WRITE DURATION: 259, R/W DURATION RATIO: 2.09653
READ DURATION: 952, LAST WRITE DURATION: 251, R/W DURATION RATIO: 3.79283
READ DURATION: 593, LAST WRITE DURATION: 448, R/W DURATION RATIO: 1.32366
READ DURATION: 504, LAST WRITE DURATION: 278, R/W DURATION RATIO: 1.81295
READ DURATION: 506, LAST WRITE DURATION: 256, R/W DURATION RATIO: 1.97656
READ DURATION: 569, LAST WRITE DURATION: 251, R/W DURATION RATIO: 2.26693
READ DURATION: 617, LAST WRITE DURATION: 262, R/W DURATION RATIO: 2.35496
READ DURATION: 487, LAST WRITE DURATION: 251, R/W DURATION RATIO: 1.94024
READ DURATION: 572, LAST WRITE DURATION: 277, R/W DURATION RATIO: 2.06498
READ DURATION: 769, LAST WRITE DURATION: 283, R/W DURATION RATIO: 2.71731
READ DURATION: 567, LAST WRITE DURATION: 1782, R/W DURATION RATIO: 0.318182
WAITED CYCLES: 26
READ DURATION: 438, LAST WRITE DURATION: 274, R/W DURATION RATIO: 1.59854
READ DURATION: 471, LAST WRITE DURATION: 264, R/W DURATION RATIO: 1.78409
READ DURATION: 608, LAST WRITE DURATION: 290, R/W DURATION RATIO: 2.09655
READ DURATION: 910, LAST WRITE DURATION: 307, R/W DURATION RATIO: 2.96417
READ DURATION: 379, LAST WRITE DURATION: 250, R/W DURATION RATIO: 1.516
READ DURATION: 473, LAST WRITE DURATION: 338, R/W DURATION RATIO: 1.39941
READ DURATION: 617, LAST WRITE DURATION: 294, R/W DURATION RATIO: 2.09864
READ DURATION: 646, LAST WRITE DURATION: 286, R/W DURATION RATIO: 2.25874
READ DURATION: 445, LAST WRITE DURATION: 239, R/W DURATION RATIO: 1.86192
READ DURATION: 849, LAST WRITE DURATION: 253, R/W DURATION RATIO: 3.35573
READ DURATION: 580, LAST WRITE DURATION: 379, R/W DURATION RATIO: 1.53034
READ DURATION: 1893, LAST WRITE DURATION: 213, R/W DURATION RATIO: 8.88732
READ DURATION: 500, LAST WRITE DURATION: 295, R/W DURATION RATIO: 1.69492
READ DURATION: 413, LAST WRITE DURATION: 264, R/W DURATION RATIO: 1.56439
READ DURATION: 426, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.28313
READ DURATION: 485, LAST WRITE DURATION: 259, R/W DURATION RATIO: 1.87259
READ DURATION: 370, LAST WRITE DURATION: 306, R/W DURATION RATIO: 1.20915
READ DURATION: 334, LAST WRITE DURATION: 285, R/W DURATION RATIO: 1.17193
READ DURATION: 455, LAST WRITE DURATION: 272, R/W DURATION RATIO: 1.67279
READ DURATION: 611, LAST WRITE DURATION: 406, R/W DURATION RATIO: 1.50493
READ DURATION: 468, LAST WRITE DURATION: 246, R/W DURATION RATIO: 1.90244
READ DURATION: 476, LAST WRITE DURATION: 246, R/W DURATION RATIO: 1.93496
READ DURATION: 689, LAST WRITE DURATION: 235, R/W DURATION RATIO: 2.93191
READ DURATION: 355, LAST WRITE DURATION: 337, R/W DURATION RATIO: 1.05341
READ DURATION: 516, LAST WRITE DURATION: 286, R/W DURATION RATIO: 1.8042
READ DURATION: 363, LAST WRITE DURATION: 294, R/W DURATION RATIO: 1.23469
READ DURATION: 1918, LAST WRITE DURATION: 270, R/W DURATION RATIO: 7.1037
READ DURATION: 438, LAST WRITE DURATION: 259, R/W DURATION RATIO: 1.69112
READ DURATION: 421, LAST WRITE DURATION: 250, R/W DURATION RATIO: 1.684
READ DURATION: 348, LAST WRITE DURATION: 270, R/W DURATION RATIO: 1.28889
READ DURATION: 516, LAST WRITE DURATION: 279, R/W DURATION RATIO: 1.84946
READ DURATION: 341, LAST WRITE DURATION: 283, R/W DURATION RATIO: 1.20495
READ DURATION: 818, LAST WRITE DURATION: 300, R/W DURATION RATIO: 2.72667
READ DURATION: 845, LAST WRITE DURATION: 483, R/W DURATION RATIO: 1.74948
READ DURATION: 396, LAST WRITE DURATION: 201, R/W DURATION RATIO: 1.97015
READ DURATION: 379, LAST WRITE DURATION: 389, R/W DURATION RATIO: 0.974293
READ DURATION: 428, LAST WRITE DURATION: 299, R/W DURATION RATIO: 1.43144
READ DURATION: 435, LAST WRITE DURATION: 311, R/W DURATION RATIO: 1.39871
READ DURATION: 479, LAST WRITE DURATION: 245, R/W DURATION RATIO: 1.9551
READ DURATION: 451, LAST WRITE DURATION: 308, R/W DURATION RATIO: 1.46429
READ DURATION: 2038, LAST WRITE DURATION: 264, R/W DURATION RATIO: 7.7197
READ DURATION: 602, LAST WRITE DURATION: 246, R/W DURATION RATIO: 2.44715
READ DURATION: 350, LAST WRITE DURATION: 262, R/W DURATION RATIO: 1.33588
READ DURATION: 476, LAST WRITE DURATION: 317, R/W DURATION RATIO: 1.50158
READ DURATION: 412, LAST WRITE DURATION: 269, R/W DURATION RATIO: 1.5316
READ DURATION: 545, LAST WRITE DURATION: 268, R/W DURATION RATIO: 2.03358
READ DURATION: 666, LAST WRITE DURATION: 274, R/W DURATION RATIO: 2.43066
READ DURATION: 590, LAST WRITE DURATION: 309, R/W DURATION RATIO: 1.90939
READ DURATION: 612, LAST WRITE DURATION: 307, R/W DURATION RATIO: 1.99349
READ DURATION: 439, LAST WRITE DURATION: 297, R/W DURATION RATIO: 1.47811
READ DURATION: 394, LAST WRITE DURATION: 374, R/W DURATION RATIO: 1.05348
READ DURATION: 609, LAST WRITE DURATION: 282, R/W DURATION RATIO: 2.15957
READ DURATION: 455, LAST WRITE DURATION: 285, R/W DURATION RATIO: 1.59649
READ DURATION: 2123, LAST WRITE DURATION: 273, R/W DURATION RATIO: 7.77656
READ DURATION: 451, LAST WRITE DURATION: 247, R/W DURATION RATIO: 1.82591
READ DURATION: 570, LAST WRITE DURATION: 222, R/W DURATION RATIO: 2.56757
READ DURATION: 350, LAST WRITE DURATION: 310, R/W DURATION RATIO: 1.12903
READ DURATION: 508, LAST WRITE DURATION: 324, R/W DURATION RATIO: 1.5679
READ DURATION: 450, LAST WRITE DURATION: 296, R/W DURATION RATIO: 1.52027
READ DURATION: 374, LAST WRITE DURATION: 245, R/W DURATION RATIO: 1.52653
READ DURATION: 394, LAST WRITE DURATION: 329, R/W DURATION RATIO: 1.19757
READ DURATION: 643, LAST WRITE DURATION: 268, R/W DURATION RATIO: 2.39925
READ DURATION: 829, LAST WRITE DURATION: 255, R/W DURATION RATIO: 3.25098
READ DURATION: 783, LAST WRITE DURATION: 461, R/W DURATION RATIO: 1.69848
READ DURATION: 653, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.92059
READ DURATION: 527, LAST WRITE DURATION: 212, R/W DURATION RATIO: 2.48585
READ DURATION: 2176, LAST WRITE DURATION: 276, R/W DURATION RATIO: 7.88406
READ DURATION: 650, LAST WRITE DURATION: 230, R/W DURATION RATIO: 2.82609
READ DURATION: 614, LAST WRITE DURATION: 163, R/W DURATION RATIO: 3.76687
READ DURATION: 461, LAST WRITE DURATION: 268, R/W DURATION RATIO: 1.72015
READ DURATION: 576, LAST WRITE DURATION: 236, R/W DURATION RATIO: 2.44068
READ DURATION: 1046, LAST WRITE DURATION: 271, R/W DURATION RATIO: 3.85978
READ DURATION: 531, LAST WRITE DURATION: 417, R/W DURATION RATIO: 1.27338
READ DURATION: 455, LAST WRITE DURATION: 254, R/W DURATION RATIO: 1.79134
READ DURATION: 440, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2
READ DURATION: 443, LAST WRITE DURATION: 289, R/W DURATION RATIO: 1.53287
READ DURATION: 857, LAST WRITE DURATION: 305, R/W DURATION RATIO: 2.80984
READ DURATION: 447, LAST WRITE DURATION: 363, R/W DURATION RATIO: 1.2314
READ DURATION: 611, LAST WRITE DURATION: 296, R/W DURATION RATIO: 2.06419
READ DURATION: 1928, LAST WRITE DURATION: 368, R/W DURATION RATIO: 5.23913
READ DURATION: 571, LAST WRITE DURATION: 244, R/W DURATION RATIO: 2.34016
READ DURATION: 447, LAST WRITE DURATION: 266, R/W DURATION RATIO: 1.68045
READ DURATION: 476, LAST WRITE DURATION: 255, R/W DURATION RATIO: 1.86667
READ DURATION: 719, LAST WRITE DURATION: 246, R/W DURATION RATIO: 2.92276
READ DURATION: 638, LAST WRITE DURATION: 320, R/W DURATION RATIO: 1.99375
READ DURATION: 797, LAST WRITE DURATION: 298, R/W DURATION RATIO: 2.6745
READ DURATION: 367, LAST WRITE DURATION: 338, R/W DURATION RATIO: 1.0858
READ DURATION: 467, LAST WRITE DURATION: 282, R/W DURATION RATIO: 1.65603
READ DURATION: 599, LAST WRITE DURATION: 541, R/W DURATION RATIO: 1.10721
READ DURATION: 797, LAST WRITE DURATION: 267, R/W DURATION RATIO: 2.98502
READ DURATION: 52, LAST WRITE DURATION: 90, R/W DURATION RATIO: 0.577778
READ DURATION: 839, LAST WRITE DURATION: 84, R/W DURATION RATIO: 9.9881
READ DURATION: 124, LAST WRITE DURATION: 217, R/W DURATION RATIO: 0.571429
READ DURATION: 447, LAST WRITE DURATION: 1815, R/W DURATION RATIO: 0.257488
WAITED CYCLES: 52
READ DURATION: 452, LAST WRITE DURATION: 337, R/W DURATION RATIO: 1.34125
READ DURATION: 449, LAST WRITE DURATION: 235, R/W DURATION RATIO: 1.91064
READ DURATION: 463, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.67754
READ DURATION: 418, LAST WRITE DURATION: 265, R/W DURATION RATIO: 1.57736
READ DURATION: 500, LAST WRITE DURATION: 262, R/W DURATION RATIO: 1.9084
READ DURATION: 376, LAST WRITE DURATION: 251, R/W DURATION RATIO: 1.49801
READ DURATION: 430, LAST WRITE DURATION: 255, R/W DURATION RATIO: 1.68627
READ DURATION: 1037, LAST WRITE DURATION: 286, R/W DURATION RATIO: 3.62587
READ DURATION: 508, LAST WRITE DURATION: 398, R/W DURATION RATIO: 1.27638
READ DURATION: 451, LAST WRITE DURATION: 250, R/W DURATION RATIO: 1.804
READ DURATION: 786, LAST WRITE DURATION: 240, R/W DURATION RATIO: 3.275
READ DURATION: 1075, LAST WRITE DURATION: 367, R/W DURATION RATIO: 2.92916
READ DURATION: 493, LAST WRITE DURATION: 1672, R/W DURATION RATIO: 0.294856
WAITED CYCLES: 63
READ DURATION: 567, LAST WRITE DURATION: 344, R/W DURATION RATIO: 1.64826
READ DURATION: 1009, LAST WRITE DURATION: 247, R/W DURATION RATIO: 4.08502
READ DURATION: 249, LAST WRITE DURATION: 238, R/W DURATION RATIO: 1.04622
READ DURATION: 447, LAST WRITE DURATION: 313, R/W DURATION RATIO: 1.42812
READ DURATION: 502, LAST WRITE DURATION: 326, R/W DURATION RATIO: 1.53988
READ DURATION: 483, LAST WRITE DURATION: 218, R/W DURATION RATIO: 2.2156
READ DURATION: 717, LAST WRITE DURATION: 297, R/W DURATION RATIO: 2.41414
READ DURATION: 444, LAST WRITE DURATION: 230, R/W DURATION RATIO: 1.93043
READ DURATION: 394, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.66949
READ DURATION: 528, LAST WRITE DURATION: 314, R/W DURATION RATIO: 1.68153
READ DURATION: 705, LAST WRITE DURATION: 272, R/W DURATION RATIO: 2.59191
READ DURATION: 441, LAST WRITE DURATION: 253, R/W DURATION RATIO: 1.74308
READ DURATION: 2053, LAST WRITE DURATION: 258, R/W DURATION RATIO: 7.95736
READ DURATION: 851, LAST WRITE DURATION: 357, R/W DURATION RATIO: 2.38375
READ DURATION: 603, LAST WRITE DURATION: 284, R/W DURATION RATIO: 2.12324
READ DURATION: 487, LAST WRITE DURATION: 649, R/W DURATION RATIO: 0.750385
READ DURATION: 569, LAST WRITE DURATION: 256, R/W DURATION RATIO: 2.22266
READ DURATION: 550, LAST WRITE DURATION: 293, R/W DURATION RATIO: 1.87713
READ DURATION: 494, LAST WRITE DURATION: 250, R/W DURATION RATIO: 1.976
READ DURATION: 597, LAST WRITE DURATION: 277, R/W DURATION RATIO: 2.15523
READ DURATION: 529, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2.40455
READ DURATION: 394, LAST WRITE DURATION: 297, R/W DURATION RATIO: 1.3266
READ DURATION: 583, LAST WRITE DURATION: 318, R/W DURATION RATIO: 1.83333
READ DURATION: 941, LAST WRITE DURATION: 283, R/W DURATION RATIO: 3.32509
READ DURATION: 1944, LAST WRITE DURATION: 388, R/W DURATION RATIO: 5.01031
READ DURATION: 1216, LAST WRITE DURATION: 258, R/W DURATION RATIO: 4.71318
READ DURATION: 188, LAST WRITE DURATION: 251, R/W DURATION RATIO: 0.749004
READ DURATION: 408, LAST WRITE DURATION: 343, R/W DURATION RATIO: 1.1895
READ DURATION: 464, LAST WRITE DURATION: 277, R/W DURATION RATIO: 1.67509
READ DURATION: 490, LAST WRITE DURATION: 221, R/W DURATION RATIO: 2.21719
READ DURATION: 513, LAST WRITE DURATION: 318, R/W DURATION RATIO: 1.61321
READ DURATION: 379, LAST WRITE DURATION: 270, R/W DURATION RATIO: 1.4037
READ DURATION: 462, LAST WRITE DURATION: 308, R/W DURATION RATIO: 1.5
READ DURATION: 398, LAST WRITE DURATION: 216, R/W DURATION RATIO: 1.84259
READ DURATION: 484, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2.2
READ DURATION: 560, LAST WRITE DURATION: 299, R/W DURATION RATIO: 1.87291
READ DURATION: 505, LAST WRITE DURATION: 251, R/W DURATION RATIO: 2.01195
READ DURATION: 521, LAST WRITE DURATION: 304, R/W DURATION RATIO: 1.71382
READ DURATION: 1944, LAST WRITE DURATION: 355, R/W DURATION RATIO: 5.47606
READ DURATION: 883, LAST WRITE DURATION: 328, R/W DURATION RATIO: 2.69207
READ DURATION: 615, LAST WRITE DURATION: 294, R/W DURATION RATIO: 2.09184
READ DURATION: 438, LAST WRITE DURATION: 351, R/W DURATION RATIO: 1.24786
READ DURATION: 454, LAST WRITE DURATION: 301, R/W DURATION RATIO: 1.50831
READ DURATION: 348, LAST WRITE DURATION: 358, R/W DURATION RATIO: 0.972067
READ DURATION: 544, LAST WRITE DURATION: 277, R/W DURATION RATIO: 1.9639
READ DURATION: 585, LAST WRITE DURATION: 272, R/W DURATION RATIO: 2.15074
