[Ramulator::ReadWriteTrace] [info] Loading trace file /home/fann/projects/cache_simulator/sampled_trace/505_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 67, LAST WRITE DURATION: 317, R/W DURATION RATIO: 0.211356
READ DURATION: 340, LAST WRITE DURATION: 247, R/W DURATION RATIO: 1.37652
READ DURATION: 421, LAST WRITE DURATION: 298, R/W DURATION RATIO: 1.41275
READ DURATION: 673, LAST WRITE DURATION: 220, R/W DURATION RATIO: 3.05909
READ DURATION: 416, LAST WRITE DURATION: 268, R/W DURATION RATIO: 1.55224
READ DURATION: 468, LAST WRITE DURATION: 1760, R/W DURATION RATIO: 0.417857
READ DURATION: 495, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.79348
READ DURATION: 371, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.62719
READ DURATION: 409, LAST WRITE DURATION: 234, R/W DURATION RATIO: 1.74786
READ DURATION: 467, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2.12273
READ DURATION: 290, LAST WRITE DURATION: 248, R/W DURATION RATIO: 1.16935
READ DURATION: 395, LAST WRITE DURATION: 262, R/W DURATION RATIO: 1.50763
READ DURATION: 298, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.26271
READ DURATION: 442, LAST WRITE DURATION: 253, R/W DURATION RATIO: 1.74704
READ DURATION: 487, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2.21364
READ DURATION: 396, LAST WRITE DURATION: 239, R/W DURATION RATIO: 1.6569
READ DURATION: 917, LAST WRITE DURATION: 406, R/W DURATION RATIO: 2.25862
READ DURATION: 923, LAST WRITE DURATION: 220, R/W DURATION RATIO: 4.19545
READ DURATION: 3625, LAST WRITE DURATION: 238, R/W DURATION RATIO: 15.2311
READ DURATION: 3108, LAST WRITE DURATION: 252, R/W DURATION RATIO: 12.3333
READ DURATION: 420, LAST WRITE DURATION: 470, R/W DURATION RATIO: 0.893617
READ DURATION: 329, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.19203
READ DURATION: 388, LAST WRITE DURATION: 284, R/W DURATION RATIO: 1.3662
READ DURATION: 382, LAST WRITE DURATION: 399, R/W DURATION RATIO: 0.957393
READ DURATION: 505, LAST WRITE DURATION: 214, R/W DURATION RATIO: 2.35981
READ DURATION: 330, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.35246
READ DURATION: 386, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.58197
READ DURATION: 370, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.62281
READ DURATION: 434, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.90351
READ DURATION: 374, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.7156
READ DURATION: 370, LAST WRITE DURATION: 1711, R/W DURATION RATIO: 0.244709
WAITED CYCLES: 338
READ DURATION: 426, LAST WRITE DURATION: 299, R/W DURATION RATIO: 1.42475
READ DURATION: 404, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.77193
READ DURATION: 789, LAST WRITE DURATION: 295, R/W DURATION RATIO: 2.67458
READ DURATION: 1416, LAST WRITE DURATION: 273, R/W DURATION RATIO: 5.18681
READ DURATION: 1403, LAST WRITE DURATION: 237, R/W DURATION RATIO: 5.91983
READ DURATION: 1948, LAST WRITE DURATION: 225, R/W DURATION RATIO: 8.65778
READ DURATION: 3863, LAST WRITE DURATION: 228, R/W DURATION RATIO: 16.943
READ DURATION: 700, LAST WRITE DURATION: 244, R/W DURATION RATIO: 2.86885
READ DURATION: 938, LAST WRITE DURATION: 218, R/W DURATION RATIO: 4.30275
READ DURATION: 1442, LAST WRITE DURATION: 252, R/W DURATION RATIO: 5.72222
READ DURATION: 1510, LAST WRITE DURATION: 218, R/W DURATION RATIO: 6.92661
READ DURATION: 1456, LAST WRITE DURATION: 228, R/W DURATION RATIO: 6.38596
READ DURATION: 2609, LAST WRITE DURATION: 238, R/W DURATION RATIO: 10.9622
READ DURATION: 1928, LAST WRITE DURATION: 329, R/W DURATION RATIO: 5.86018
READ DURATION: 395, LAST WRITE DURATION: 275, R/W DURATION RATIO: 1.43636
READ DURATION: 499, LAST WRITE DURATION: 229, R/W DURATION RATIO: 2.17904
READ DURATION: 546, LAST WRITE DURATION: 233, R/W DURATION RATIO: 2.34335
READ DURATION: 505, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2.29545
READ DURATION: 427, LAST WRITE DURATION: 259, R/W DURATION RATIO: 1.64865
READ DURATION: 401, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.75877
READ DURATION: 458, LAST WRITE DURATION: 228, R/W DURATION RATIO: 2.00877
READ DURATION: 1657, LAST WRITE DURATION: 218, R/W DURATION RATIO: 7.60092
READ DURATION: 1298, LAST WRITE DURATION: 228, R/W DURATION RATIO: 5.69298
READ DURATION: 573, LAST WRITE DURATION: 286, R/W DURATION RATIO: 2.0035
READ DURATION: 448, LAST WRITE DURATION: 274, R/W DURATION RATIO: 1.63504
READ DURATION: 448, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.89831
READ DURATION: 1872, LAST WRITE DURATION: 236, R/W DURATION RATIO: 7.9322
READ DURATION: 376, LAST WRITE DURATION: 266, R/W DURATION RATIO: 1.41353
READ DURATION: 404, LAST WRITE DURATION: 249, R/W DURATION RATIO: 1.62249
READ DURATION: 408, LAST WRITE DURATION: 226, R/W DURATION RATIO: 1.80531
READ DURATION: 685, LAST WRITE DURATION: 228, R/W DURATION RATIO: 3.00439
READ DURATION: 1292, LAST WRITE DURATION: 228, R/W DURATION RATIO: 5.66667
READ DURATION: 2951, LAST WRITE DURATION: 220, R/W DURATION RATIO: 13.4136
READ DURATION: 1710, LAST WRITE DURATION: 252, R/W DURATION RATIO: 6.78571
READ DURATION: 3456, LAST WRITE DURATION: 228, R/W DURATION RATIO: 15.1579
READ DURATION: 2011, LAST WRITE DURATION: 228, R/W DURATION RATIO: 8.82018
READ DURATION: 382, LAST WRITE DURATION: 268, R/W DURATION RATIO: 1.42537
READ DURATION: 406, LAST WRITE DURATION: 284, R/W DURATION RATIO: 1.42958
READ DURATION: 323, LAST WRITE DURATION: 221, R/W DURATION RATIO: 1.46154
READ DURATION: 419, LAST WRITE DURATION: 226, R/W DURATION RATIO: 1.85398
READ DURATION: 411, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.74153
READ DURATION: 464, LAST WRITE DURATION: 315, R/W DURATION RATIO: 1.47302
READ DURATION: 558, LAST WRITE DURATION: 241, R/W DURATION RATIO: 2.31535
READ DURATION: 821, LAST WRITE DURATION: 236, R/W DURATION RATIO: 3.47881
READ DURATION: 1659, LAST WRITE DURATION: 272, R/W DURATION RATIO: 6.09926
READ DURATION: 6459, LAST WRITE DURATION: 1785, R/W DURATION RATIO: 4.27183
READ DURATION: 1354, LAST WRITE DURATION: 244, R/W DURATION RATIO: 5.54918
READ DURATION: 5358, LAST WRITE DURATION: 218, R/W DURATION RATIO: 24.578
READ DURATION: 1929, LAST WRITE DURATION: 245, R/W DURATION RATIO: 7.87347
READ DURATION: 1956, LAST WRITE DURATION: 244, R/W DURATION RATIO: 8.01639
READ DURATION: 1218, LAST WRITE DURATION: 436, R/W DURATION RATIO: 2.79358
READ DURATION: 1018, LAST WRITE DURATION: 298, R/W DURATION RATIO: 3.41611
READ DURATION: 1282, LAST WRITE DURATION: 282, R/W DURATION RATIO: 4.5461
READ DURATION: 2269, LAST WRITE DURATION: 636, R/W DURATION RATIO: 3.56761
READ DURATION: 454, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.64493
READ DURATION: 499, LAST WRITE DURATION: 228, R/W DURATION RATIO: 2.1886
READ DURATION: 406, LAST WRITE DURATION: 390, R/W DURATION RATIO: 1.04103
READ DURATION: 388, LAST WRITE DURATION: 618, R/W DURATION RATIO: 0.627832
READ DURATION: 362, LAST WRITE DURATION: 536, R/W DURATION RATIO: 0.675373
READ DURATION: 384, LAST WRITE DURATION: 328, R/W DURATION RATIO: 1.17073
READ DURATION: 290, LAST WRITE DURATION: 333, R/W DURATION RATIO: 0.870871
READ DURATION: 306, LAST WRITE DURATION: 284, R/W DURATION RATIO: 1.07746
READ DURATION: 276, LAST WRITE DURATION: 246, R/W DURATION RATIO: 1.12195
READ DURATION: 258, LAST WRITE DURATION: 264, R/W DURATION RATIO: 0.977273
READ DURATION: 274, LAST WRITE DURATION: 270, R/W DURATION RATIO: 1.01481
READ DURATION: 242, LAST WRITE DURATION: 302, R/W DURATION RATIO: 0.801325
READ DURATION: 227, LAST WRITE DURATION: 318, R/W DURATION RATIO: 0.713836
READ DURATION: 313, LAST WRITE DURATION: 286, R/W DURATION RATIO: 1.09441
READ DURATION: 18212, LAST WRITE DURATION: 250, R/W DURATION RATIO: 72.848
READ DURATION: 966, LAST WRITE DURATION: 303, R/W DURATION RATIO: 3.18812
READ DURATION: 75108, LAST WRITE DURATION: 872, R/W DURATION RATIO: 86.133
READ DURATION: 1458, LAST WRITE DURATION: 150, R/W DURATION RATIO: 9.72
READ DURATION: 868, LAST WRITE DURATION: 218, R/W DURATION RATIO: 3.98165
READ DURATION: 1634, LAST WRITE DURATION: 220, R/W DURATION RATIO: 7.42727
READ DURATION: 2864, LAST WRITE DURATION: 228, R/W DURATION RATIO: 12.5614
READ DURATION: 849, LAST WRITE DURATION: 268, R/W DURATION RATIO: 3.16791
READ DURATION: 1402, LAST WRITE DURATION: 276, R/W DURATION RATIO: 5.07971
READ DURATION: 2094, LAST WRITE DURATION: 239, R/W DURATION RATIO: 8.76151
READ DURATION: 2409, LAST WRITE DURATION: 276, R/W DURATION RATIO: 8.72826
READ DURATION: 1174, LAST WRITE DURATION: 220, R/W DURATION RATIO: 5.33636
READ DURATION: 2465, LAST WRITE DURATION: 228, R/W DURATION RATIO: 10.8114
READ DURATION: 637, LAST WRITE DURATION: 236, R/W DURATION RATIO: 2.69915
READ DURATION: 612, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2.78182
READ DURATION: 510, LAST WRITE DURATION: 251, R/W DURATION RATIO: 2.03187
READ DURATION: 582, LAST WRITE DURATION: 252, R/W DURATION RATIO: 2.30952
READ DURATION: 589, LAST WRITE DURATION: 444, R/W DURATION RATIO: 1.32658
READ DURATION: 436, LAST WRITE DURATION: 422, R/W DURATION RATIO: 1.03318
READ DURATION: 546, LAST WRITE DURATION: 242, R/W DURATION RATIO: 2.2562
READ DURATION: 520, LAST WRITE DURATION: 306, R/W DURATION RATIO: 1.69935
READ DURATION: 604, LAST WRITE DURATION: 279, R/W DURATION RATIO: 2.16487
READ DURATION: 472, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2.14545
READ DURATION: 404, LAST WRITE DURATION: 252, R/W DURATION RATIO: 1.60317
READ DURATION: 323, LAST WRITE DURATION: 273, R/W DURATION RATIO: 1.18315
READ DURATION: 338, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.22464
READ DURATION: 327, LAST WRITE DURATION: 1729, R/W DURATION RATIO: 0.21627
WAITED CYCLES: 363
READ DURATION: 377, LAST WRITE DURATION: 238, R/W DURATION RATIO: 1.58403
READ DURATION: 296, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.21311
READ DURATION: 370, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.62281
READ DURATION: 401, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.83945
READ DURATION: 314, LAST WRITE DURATION: 219, R/W DURATION RATIO: 1.43379
READ DURATION: 357, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.63761
READ DURATION: 391, LAST WRITE DURATION: 296, R/W DURATION RATIO: 1.32095
READ DURATION: 449, LAST WRITE DURATION: 272, R/W DURATION RATIO: 1.65074
READ DURATION: 320, LAST WRITE DURATION: 241, R/W DURATION RATIO: 1.3278
READ DURATION: 346, LAST WRITE DURATION: 254, R/W DURATION RATIO: 1.3622
READ DURATION: 405, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.77632
READ DURATION: 427, LAST WRITE DURATION: 233, R/W DURATION RATIO: 1.83262
READ DURATION: 430, LAST WRITE DURATION: 248, R/W DURATION RATIO: 1.73387
READ DURATION: 466, LAST WRITE DURATION: 261, R/W DURATION RATIO: 1.78544
READ DURATION: 437, LAST WRITE DURATION: 218, R/W DURATION RATIO: 2.00459
READ DURATION: 453, LAST WRITE DURATION: 215, R/W DURATION RATIO: 2.10698
READ DURATION: 1885, LAST WRITE DURATION: 245, R/W DURATION RATIO: 7.69388
READ DURATION: 452, LAST WRITE DURATION: 281, R/W DURATION RATIO: 1.60854
READ DURATION: 377, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.72936
READ DURATION: 394, LAST WRITE DURATION: 233, R/W DURATION RATIO: 1.69099
READ DURATION: 475, LAST WRITE DURATION: 276, R/W DURATION RATIO: 1.72101
READ DURATION: 490, LAST WRITE DURATION: 278, R/W DURATION RATIO: 1.76259
READ DURATION: 505, LAST WRITE DURATION: 271, R/W DURATION RATIO: 1.86347
READ DURATION: 620, LAST WRITE DURATION: 283, R/W DURATION RATIO: 2.19081
READ DURATION: 501, LAST WRITE DURATION: 262, R/W DURATION RATIO: 1.91221
READ DURATION: 584, LAST WRITE DURATION: 276, R/W DURATION RATIO: 2.11594
READ DURATION: 464, LAST WRITE DURATION: 290, R/W DURATION RATIO: 1.6
READ DURATION: 496, LAST WRITE DURATION: 516, R/W DURATION RATIO: 0.96124
READ DURATION: 622, LAST WRITE DURATION: 402, R/W DURATION RATIO: 1.54726
READ DURATION: 496, LAST WRITE DURATION: 308, R/W DURATION RATIO: 1.61039
READ DURATION: 1918, LAST WRITE DURATION: 252, R/W DURATION RATIO: 7.61111
READ DURATION: 416, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.70492
READ DURATION: 452, LAST WRITE DURATION: 242, R/W DURATION RATIO: 1.86777
READ DURATION: 503, LAST WRITE DURATION: 234, R/W DURATION RATIO: 2.14957
READ DURATION: 494, LAST WRITE DURATION: 228, R/W DURATION RATIO: 2.16667
READ DURATION: 481, LAST WRITE DURATION: 232, R/W DURATION RATIO: 2.07328
READ DURATION: 358, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.51695
READ DURATION: 398, LAST WRITE DURATION: 268, R/W DURATION RATIO: 1.48507
READ DURATION: 358, LAST WRITE DURATION: 468, R/W DURATION RATIO: 0.764957
READ DURATION: 370, LAST WRITE DURATION: 252, R/W DURATION RATIO: 1.46825
READ DURATION: 344, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.57798
READ DURATION: 381, LAST WRITE DURATION: 282, R/W DURATION RATIO: 1.35106
READ DURATION: 392, LAST WRITE DURATION: 229, R/W DURATION RATIO: 1.71179
READ DURATION: 492, LAST WRITE DURATION: 260, R/W DURATION RATIO: 1.89231
READ DURATION: 474, LAST WRITE DURATION: 240, R/W DURATION RATIO: 1.975
READ DURATION: 330, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.44737
READ DURATION: 1870, LAST WRITE DURATION: 218, R/W DURATION RATIO: 8.57798
READ DURATION: 344, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.40984
READ DURATION: 1194, LAST WRITE DURATION: 244, R/W DURATION RATIO: 4.89344
READ DURATION: 6796, LAST WRITE DURATION: 236, R/W DURATION RATIO: 28.7966
READ DURATION: 346, LAST WRITE DURATION: 226, R/W DURATION RATIO: 1.53097
READ DURATION: 276, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.16949
READ DURATION: 304, LAST WRITE DURATION: 323, R/W DURATION RATIO: 0.941176
READ DURATION: 396, LAST WRITE DURATION: 1699, R/W DURATION RATIO: 0.336735
READ DURATION: 316, LAST WRITE DURATION: 220, R/W DURATION RATIO: 1.43636
READ DURATION: 389, LAST WRITE DURATION: 247, R/W DURATION RATIO: 1.5749
READ DURATION: 398, LAST WRITE DURATION: 227, R/W DURATION RATIO: 1.7533
READ DURATION: 347, LAST WRITE DURATION: 211, R/W DURATION RATIO: 1.64455
READ DURATION: 410, LAST WRITE DURATION: 270, R/W DURATION RATIO: 1.51852
READ DURATION: 354, LAST WRITE DURATION: 254, R/W DURATION RATIO: 1.3937
READ DURATION: 390, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.71053
READ DURATION: 403, LAST WRITE DURATION: 220, R/W DURATION RATIO: 1.83182
READ DURATION: 363, LAST WRITE DURATION: 223, R/W DURATION RATIO: 1.6278
READ DURATION: 435, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.84322
READ DURATION: 218, LAST WRITE DURATION: 228, R/W DURATION RATIO: 0.95614
READ DURATION: 346, LAST WRITE DURATION: 263, R/W DURATION RATIO: 1.31559
READ DURATION: 388, LAST WRITE DURATION: 231, R/W DURATION RATIO: 1.67965
READ DURATION: 428, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.9633
READ DURATION: 472, LAST WRITE DURATION: 291, R/W DURATION RATIO: 1.62199
READ DURATION: 449, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.9693
READ DURATION: 1823, LAST WRITE DURATION: 222, R/W DURATION RATIO: 8.21171
READ DURATION: 422, LAST WRITE DURATION: 264, R/W DURATION RATIO: 1.59848
READ DURATION: 450, LAST WRITE DURATION: 240, R/W DURATION RATIO: 1.875
READ DURATION: 446, LAST WRITE DURATION: 270, R/W DURATION RATIO: 1.65185
READ DURATION: 386, LAST WRITE DURATION: 259, R/W DURATION RATIO: 1.49035
READ DURATION: 474, LAST WRITE DURATION: 229, R/W DURATION RATIO: 2.06987
READ DURATION: 404, LAST WRITE DURATION: 256, R/W DURATION RATIO: 1.57812
READ DURATION: 1814, LAST WRITE DURATION: 244, R/W DURATION RATIO: 7.43443
READ DURATION: 513, LAST WRITE DURATION: 275, R/W DURATION RATIO: 1.86545
READ DURATION: 594, LAST WRITE DURATION: 246, R/W DURATION RATIO: 2.41463
READ DURATION: 558, LAST WRITE DURATION: 248, R/W DURATION RATIO: 2.25
READ DURATION: 427, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.80932
READ DURATION: 515, LAST WRITE DURATION: 220, R/W DURATION RATIO: 2.34091
READ DURATION: 468, LAST WRITE DURATION: 221, R/W DURATION RATIO: 2.11765
READ DURATION: 2096, LAST WRITE DURATION: 244, R/W DURATION RATIO: 8.59016
READ DURATION: 522, LAST WRITE DURATION: 268, R/W DURATION RATIO: 1.94776
READ DURATION: 1008, LAST WRITE DURATION: 237, R/W DURATION RATIO: 4.25316
READ DURATION: 1315, LAST WRITE DURATION: 262, R/W DURATION RATIO: 5.01908
READ DURATION: 418, LAST WRITE DURATION: 230, R/W DURATION RATIO: 1.81739
READ DURATION: 426, LAST WRITE DURATION: 220, R/W DURATION RATIO: 1.93636
READ DURATION: 339, LAST WRITE DURATION: 228, R/W DURATION RATIO: 1.48684
READ DURATION: 392, LAST WRITE DURATION: 283, R/W DURATION RATIO: 1.38516
READ DURATION: 368, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.5082
READ DURATION: 394, LAST WRITE DURATION: 248, R/W DURATION RATIO: 1.58871
READ DURATION: 384, LAST WRITE DURATION: 220, R/W DURATION RATIO: 1.74545
READ DURATION: 330, LAST WRITE DURATION: 318, R/W DURATION RATIO: 1.03774
READ DURATION: 350, LAST WRITE DURATION: 286, R/W DURATION RATIO: 1.22378
READ DURATION: 322, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.36441
READ DURATION: 341, LAST WRITE DURATION: 234, R/W DURATION RATIO: 1.45726
READ DURATION: 412, LAST WRITE DURATION: 1851, R/W DURATION RATIO: 0.272487
WAITED CYCLES: 156
READ DURATION: 336, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.54128
READ DURATION: 324, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.32787
READ DURATION: 411, LAST WRITE DURATION: 222, R/W DURATION RATIO: 1.85135
READ DURATION: 463, LAST WRITE DURATION: 280, R/W DURATION RATIO: 1.65357
READ DURATION: 466, LAST WRITE DURATION: 219, R/W DURATION RATIO: 2.12785
READ DURATION: 489, LAST WRITE DURATION: 256, R/W DURATION RATIO: 1.91016
READ DURATION: 440, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.80328
READ DURATION: 498, LAST WRITE DURATION: 222, R/W DURATION RATIO: 2.24324
READ DURATION: 347, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.42213
READ DURATION: 446, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.88983
READ DURATION: 395, LAST WRITE DURATION: 230, R/W DURATION RATIO: 1.71739
READ DURATION: 466, LAST WRITE DURATION: 233, R/W DURATION RATIO: 2
READ DURATION: 1196, LAST WRITE DURATION: 230, R/W DURATION RATIO: 5.2
READ DURATION: 2260, LAST WRITE DURATION: 244, R/W DURATION RATIO: 9.2623
READ DURATION: 341, LAST WRITE DURATION: 288, R/W DURATION RATIO: 1.18403
READ DURATION: 296, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.21311
READ DURATION: 340, LAST WRITE DURATION: 236, R/W DURATION RATIO: 1.44068
READ DURATION: 284, LAST WRITE DURATION: 242, R/W DURATION RATIO: 1.17355
READ DURATION: 322, LAST WRITE DURATION: 282, R/W DURATION RATIO: 1.14184
READ DURATION: 322, LAST WRITE DURATION: 244, R/W DURATION RATIO: 1.31967
READ DURATION: 369, LAST WRITE DURATION: 220, R/W DURATION RATIO: 1.67727
READ DURATION: 293, LAST WRITE DURATION: 227, R/W DURATION RATIO: 1.29075
READ DURATION: 338, LAST WRITE DURATION: 213, R/W DURATION RATIO: 1.58685
READ DURATION: 344, LAST WRITE DURATION: 284, R/W DURATION RATIO: 1.21127
READ DURATION: 322, LAST WRITE DURATION: 238, R/W DURATION RATIO: 1.35294
READ DURATION: 358, LAST WRITE DURATION: 214, R/W DURATION RATIO: 1.6729
READ DURATION: 447, LAST WRITE DURATION: 226, R/W DURATION RATIO: 1.97788
READ DURATION: 429, LAST WRITE DURATION: 273, R/W DURATION RATIO: 1.57143
READ DURATION: 354, LAST WRITE DURATION: 223, R/W DURATION RATIO: 1.58744
READ DURATION: 369, LAST WRITE DURATION: 218, R/W DURATION RATIO: 1.69266
READ DURATION: 308, LAST WRITE DURATION: 286, R/W DURATION RATIO: 1.07692
READ DURATION: 319, LAST WRITE DURATION: 436, R/W DURATION RATIO: 0.731651
