[Ramulator::ReadWriteTrace] [info] Loading trace file /home/fann/projects/cache_simulator/sampled_trace/526_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 1232, LAST WRITE DURATION: 788, R/W DURATION RATIO: 1.56345
READ DURATION: 626, LAST WRITE DURATION: 444, R/W DURATION RATIO: 1.40991
READ DURATION: 516, LAST WRITE DURATION: 882, R/W DURATION RATIO: 0.585034
READ DURATION: 710, LAST WRITE DURATION: 636, R/W DURATION RATIO: 1.11635
READ DURATION: 694, LAST WRITE DURATION: 1010, R/W DURATION RATIO: 0.687129
READ DURATION: 1943, LAST WRITE DURATION: 626, R/W DURATION RATIO: 3.10383
READ DURATION: 580, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.458861
READ DURATION: 620, LAST WRITE DURATION: 892, R/W DURATION RATIO: 0.695067
READ DURATION: 732, LAST WRITE DURATION: 636, R/W DURATION RATIO: 1.15094
READ DURATION: 487, LAST WRITE DURATION: 756, R/W DURATION RATIO: 0.64418
READ DURATION: 426, LAST WRITE DURATION: 388, R/W DURATION RATIO: 1.09794
READ DURATION: 464, LAST WRITE DURATION: 322, R/W DURATION RATIO: 1.44099
READ DURATION: 432, LAST WRITE DURATION: 516, R/W DURATION RATIO: 0.837209
READ DURATION: 374, LAST WRITE DURATION: 588, R/W DURATION RATIO: 0.636054
READ DURATION: 354, LAST WRITE DURATION: 566, R/W DURATION RATIO: 0.625442
READ DURATION: 1798, LAST WRITE DURATION: 488, R/W DURATION RATIO: 3.68443
READ DURATION: 362, LAST WRITE DURATION: 460, R/W DURATION RATIO: 0.786957
READ DURATION: 442, LAST WRITE DURATION: 362, R/W DURATION RATIO: 1.22099
READ DURATION: 368, LAST WRITE DURATION: 476, R/W DURATION RATIO: 0.773109
READ DURATION: 370, LAST WRITE DURATION: 718, R/W DURATION RATIO: 0.51532
READ DURATION: 549, LAST WRITE DURATION: 614, R/W DURATION RATIO: 0.894137
READ DURATION: 1039, LAST WRITE DURATION: 428, R/W DURATION RATIO: 2.42757
READ DURATION: 832, LAST WRITE DURATION: 516, R/W DURATION RATIO: 1.6124
READ DURATION: 680, LAST WRITE DURATION: 442, R/W DURATION RATIO: 1.53846
READ DURATION: 4141, LAST WRITE DURATION: 628, R/W DURATION RATIO: 6.59395
READ DURATION: 786, LAST WRITE DURATION: 330, R/W DURATION RATIO: 2.38182
READ DURATION: 1415, LAST WRITE DURATION: 914, R/W DURATION RATIO: 1.54814
READ DURATION: 655, LAST WRITE DURATION: 592, R/W DURATION RATIO: 1.10642
READ DURATION: 466, LAST WRITE DURATION: 500, R/W DURATION RATIO: 0.932
READ DURATION: 148, LAST WRITE DURATION: 178, R/W DURATION RATIO: 0.831461
READ DURATION: 843, LAST WRITE DURATION: 1440, R/W DURATION RATIO: 0.585417
READ DURATION: 1975, LAST WRITE DURATION: 871, R/W DURATION RATIO: 2.26751
READ DURATION: 834, LAST WRITE DURATION: 1365, R/W DURATION RATIO: 0.610989
READ DURATION: 378, LAST WRITE DURATION: 725, R/W DURATION RATIO: 0.521379
READ DURATION: 228, LAST WRITE DURATION: 242, R/W DURATION RATIO: 0.942149
READ DURATION: 80, LAST WRITE DURATION: 106, R/W DURATION RATIO: 0.754717
READ DURATION: 296, LAST WRITE DURATION: 176, R/W DURATION RATIO: 1.68182
READ DURATION: 454, LAST WRITE DURATION: 339, R/W DURATION RATIO: 1.33923
READ DURATION: 327, LAST WRITE DURATION: 284, R/W DURATION RATIO: 1.15141
READ DURATION: 137, LAST WRITE DURATION: 319, R/W DURATION RATIO: 0.429467
READ DURATION: 249, LAST WRITE DURATION: 122, R/W DURATION RATIO: 2.04098
READ DURATION: 817, LAST WRITE DURATION: 2490, R/W DURATION RATIO: 0.328112
READ DURATION: 819, LAST WRITE DURATION: 3539, R/W DURATION RATIO: 0.231421
READ DURATION: 797, LAST WRITE DURATION: 1579, R/W DURATION RATIO: 0.50475
READ DURATION: 744, LAST WRITE DURATION: 2307, R/W DURATION RATIO: 0.322497
READ DURATION: 652, LAST WRITE DURATION: 2509, R/W DURATION RATIO: 0.259864
READ DURATION: 2046, LAST WRITE DURATION: 715, R/W DURATION RATIO: 2.86154
READ DURATION: 520, LAST WRITE DURATION: 322, R/W DURATION RATIO: 1.61491
READ DURATION: 563, LAST WRITE DURATION: 334, R/W DURATION RATIO: 1.68563
READ DURATION: 556, LAST WRITE DURATION: 337, R/W DURATION RATIO: 1.64985
READ DURATION: 448, LAST WRITE DURATION: 400, R/W DURATION RATIO: 1.12
READ DURATION: 441, LAST WRITE DURATION: 330, R/W DURATION RATIO: 1.33636
READ DURATION: 516, LAST WRITE DURATION: 322, R/W DURATION RATIO: 1.60248
READ DURATION: 486, LAST WRITE DURATION: 326, R/W DURATION RATIO: 1.4908
READ DURATION: 493, LAST WRITE DURATION: 398, R/W DURATION RATIO: 1.23869
READ DURATION: 843, LAST WRITE DURATION: 377, R/W DURATION RATIO: 2.23607
READ DURATION: 25, LAST WRITE DURATION: 131, R/W DURATION RATIO: 0.19084
READ DURATION: 5, LAST WRITE DURATION: 372, R/W DURATION RATIO: 0.0134409
READ DURATION: 992, LAST WRITE DURATION: 258, R/W DURATION RATIO: 3.84496
READ DURATION: 1505, LAST WRITE DURATION: 242, R/W DURATION RATIO: 6.21901
READ DURATION: 1411, LAST WRITE DURATION: 2044, R/W DURATION RATIO: 0.690313
READ DURATION: 1367, LAST WRITE DURATION: 361, R/W DURATION RATIO: 3.7867
READ DURATION: 994, LAST WRITE DURATION: 578, R/W DURATION RATIO: 1.71972
READ DURATION: 281, LAST WRITE DURATION: 90, R/W DURATION RATIO: 3.12222
READ DURATION: 229, LAST WRITE DURATION: 84, R/W DURATION RATIO: 2.72619
READ DURATION: 222, LAST WRITE DURATION: 69, R/W DURATION RATIO: 3.21739
READ DURATION: 323, LAST WRITE DURATION: 82, R/W DURATION RATIO: 3.93902
READ DURATION: 567, LAST WRITE DURATION: 216, R/W DURATION RATIO: 2.625
READ DURATION: 415, LAST WRITE DURATION: 186, R/W DURATION RATIO: 2.23118
READ DURATION: 380, LAST WRITE DURATION: 140, R/W DURATION RATIO: 2.71429
READ DURATION: 319, LAST WRITE DURATION: 146, R/W DURATION RATIO: 2.18493
READ DURATION: 591, LAST WRITE DURATION: 302, R/W DURATION RATIO: 1.95695
READ DURATION: 714, LAST WRITE DURATION: 206, R/W DURATION RATIO: 3.46602
READ DURATION: 1423, LAST WRITE DURATION: 1925, R/W DURATION RATIO: 0.739221
READ DURATION: 1774, LAST WRITE DURATION: 368, R/W DURATION RATIO: 4.82065
READ DURATION: 360, LAST WRITE DURATION: 1240, R/W DURATION RATIO: 0.290323
READ DURATION: 372, LAST WRITE DURATION: 636, R/W DURATION RATIO: 0.584906
READ DURATION: 326, LAST WRITE DURATION: 914, R/W DURATION RATIO: 0.356674
READ DURATION: 320, LAST WRITE DURATION: 1258, R/W DURATION RATIO: 0.254372
READ DURATION: 326, LAST WRITE DURATION: 852, R/W DURATION RATIO: 0.382629
READ DURATION: 326, LAST WRITE DURATION: 882, R/W DURATION RATIO: 0.369615
READ DURATION: 320, LAST WRITE DURATION: 1258, R/W DURATION RATIO: 0.254372
READ DURATION: 326, LAST WRITE DURATION: 2579, R/W DURATION RATIO: 0.126406
READ DURATION: 326, LAST WRITE DURATION: 882, R/W DURATION RATIO: 0.369615
READ DURATION: 320, LAST WRITE DURATION: 1258, R/W DURATION RATIO: 0.254372
READ DURATION: 9823, LAST WRITE DURATION: 1168, R/W DURATION RATIO: 8.4101
READ DURATION: 468, LAST WRITE DURATION: 479, R/W DURATION RATIO: 0.977035
READ DURATION: 528, LAST WRITE DURATION: 442, R/W DURATION RATIO: 1.19457
READ DURATION: 577, LAST WRITE DURATION: 917, R/W DURATION RATIO: 0.629226
READ DURATION: 505, LAST WRITE DURATION: 1677, R/W DURATION RATIO: 0.301133
READ DURATION: 546, LAST WRITE DURATION: 947, R/W DURATION RATIO: 0.576558
READ DURATION: 598, LAST WRITE DURATION: 3183, R/W DURATION RATIO: 0.187873
READ DURATION: 503, LAST WRITE DURATION: 978, R/W DURATION RATIO: 0.514315
READ DURATION: 555, LAST WRITE DURATION: 1773, R/W DURATION RATIO: 0.313029
READ DURATION: 447, LAST WRITE DURATION: 953, R/W DURATION RATIO: 0.469045
READ DURATION: 535, LAST WRITE DURATION: 660, R/W DURATION RATIO: 0.810606
READ DURATION: 523, LAST WRITE DURATION: 383, R/W DURATION RATIO: 1.36554
READ DURATION: 421, LAST WRITE DURATION: 436, R/W DURATION RATIO: 0.965596
READ DURATION: 388, LAST WRITE DURATION: 401, R/W DURATION RATIO: 0.967581
READ DURATION: 464, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.36471
READ DURATION: 390, LAST WRITE DURATION: 1831, R/W DURATION RATIO: 0.212998
READ DURATION: 441, LAST WRITE DURATION: 362, R/W DURATION RATIO: 1.21823
READ DURATION: 453, LAST WRITE DURATION: 342, R/W DURATION RATIO: 1.32456
READ DURATION: 539, LAST WRITE DURATION: 520, R/W DURATION RATIO: 1.03654
READ DURATION: 378, LAST WRITE DURATION: 401, R/W DURATION RATIO: 0.942643
READ DURATION: 829, LAST WRITE DURATION: 424, R/W DURATION RATIO: 1.95519
READ DURATION: 102, LAST WRITE DURATION: 290, R/W DURATION RATIO: 0.351724
READ DURATION: 50, LAST WRITE DURATION: 42, R/W DURATION RATIO: 1.19048
READ DURATION: 668, LAST WRITE DURATION: 1469, R/W DURATION RATIO: 0.454731
READ DURATION: 584, LAST WRITE DURATION: 784, R/W DURATION RATIO: 0.744898
READ DURATION: 584, LAST WRITE DURATION: 874, R/W DURATION RATIO: 0.668192
READ DURATION: 569, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.450158
READ DURATION: 637, LAST WRITE DURATION: 788, R/W DURATION RATIO: 0.808376
READ DURATION: 885, LAST WRITE DURATION: 2233, R/W DURATION RATIO: 0.396328
READ DURATION: 430, LAST WRITE DURATION: 425, R/W DURATION RATIO: 1.01176
READ DURATION: 432, LAST WRITE DURATION: 1094, R/W DURATION RATIO: 0.394881
READ DURATION: 560, LAST WRITE DURATION: 888, R/W DURATION RATIO: 0.630631
READ DURATION: 424, LAST WRITE DURATION: 700, R/W DURATION RATIO: 0.605714
READ DURATION: 894, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.707278
READ DURATION: 1, LAST WRITE DURATION: 1821, R/W DURATION RATIO: 0.000549149
READ DURATION: 722, LAST WRITE DURATION: 695, R/W DURATION RATIO: 1.03885
READ DURATION: 376, LAST WRITE DURATION: 890, R/W DURATION RATIO: 0.422472
READ DURATION: 176, LAST WRITE DURATION: 336, R/W DURATION RATIO: 0.52381
READ DURATION: 140, LAST WRITE DURATION: 240, R/W DURATION RATIO: 0.583333
READ DURATION: 344, LAST WRITE DURATION: 864, R/W DURATION RATIO: 0.398148
READ DURATION: 388, LAST WRITE DURATION: 1112, R/W DURATION RATIO: 0.348921
READ DURATION: 388, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.306962
READ DURATION: 390, LAST WRITE DURATION: 636, R/W DURATION RATIO: 0.613208
READ DURATION: 1823, LAST WRITE DURATION: 1106, R/W DURATION RATIO: 1.64828
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 382, LAST WRITE DURATION: 636, R/W DURATION RATIO: 0.600629
READ DURATION: 388, LAST WRITE DURATION: 1106, R/W DURATION RATIO: 0.350814
READ DURATION: 380, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.300633
READ DURATION: 372, LAST WRITE DURATION: 636, R/W DURATION RATIO: 0.584906
READ DURATION: 540, LAST WRITE DURATION: 906, R/W DURATION RATIO: 0.596026
READ DURATION: 528, LAST WRITE DURATION: 596, R/W DURATION RATIO: 0.885906
READ DURATION: 1917, LAST WRITE DURATION: 896, R/W DURATION RATIO: 2.13951
READ DURATION: 520, LAST WRITE DURATION: 1274, R/W DURATION RATIO: 0.408163
READ DURATION: 518, LAST WRITE DURATION: 874, R/W DURATION RATIO: 0.592677
READ DURATION: 520, LAST WRITE DURATION: 1258, R/W DURATION RATIO: 0.413355
READ DURATION: 518, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.40981
READ DURATION: 560, LAST WRITE DURATION: 626, R/W DURATION RATIO: 0.894569
READ DURATION: 518, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.40981
READ DURATION: 1891, LAST WRITE DURATION: 1258, R/W DURATION RATIO: 1.50318
READ DURATION: 595, LAST WRITE DURATION: 534, R/W DURATION RATIO: 1.11423
READ DURATION: 604, LAST WRITE DURATION: 596, R/W DURATION RATIO: 1.01342
READ DURATION: 96, LAST WRITE DURATION: 125, R/W DURATION RATIO: 0.768
READ DURATION: 472, LAST WRITE DURATION: 1111, R/W DURATION RATIO: 0.424842
READ DURATION: 258, LAST WRITE DURATION: 278, R/W DURATION RATIO: 0.928058
READ DURATION: 328, LAST WRITE DURATION: 291, R/W DURATION RATIO: 1.12715
READ DURATION: 192, LAST WRITE DURATION: 406, R/W DURATION RATIO: 0.472906
READ DURATION: 102, LAST WRITE DURATION: 114, R/W DURATION RATIO: 0.894737
READ DURATION: 477, LAST WRITE DURATION: 775, R/W DURATION RATIO: 0.615484
READ DURATION: 492, LAST WRITE DURATION: 407, R/W DURATION RATIO: 1.20885
READ DURATION: 622, LAST WRITE DURATION: 816, R/W DURATION RATIO: 0.762255
READ DURATION: 508, LAST WRITE DURATION: 594, R/W DURATION RATIO: 0.855219
READ DURATION: 571, LAST WRITE DURATION: 1831, R/W DURATION RATIO: 0.311851
READ DURATION: 500, LAST WRITE DURATION: 481, R/W DURATION RATIO: 1.0395
READ DURATION: 438, LAST WRITE DURATION: 358, R/W DURATION RATIO: 1.22346
READ DURATION: 1180, LAST WRITE DURATION: 340, R/W DURATION RATIO: 3.47059
READ DURATION: 2, LAST WRITE DURATION: 325, R/W DURATION RATIO: 0.00615385
READ DURATION: 512, LAST WRITE DURATION: 1392, R/W DURATION RATIO: 0.367816
READ DURATION: 524, LAST WRITE DURATION: 2220, R/W DURATION RATIO: 0.236036
READ DURATION: 528, LAST WRITE DURATION: 1204, R/W DURATION RATIO: 0.438538
READ DURATION: 488, LAST WRITE DURATION: 1268, R/W DURATION RATIO: 0.384858
READ DURATION: 530, LAST WRITE DURATION: 636, R/W DURATION RATIO: 0.833333
READ DURATION: 504, LAST WRITE DURATION: 1010, R/W DURATION RATIO: 0.49901
READ DURATION: 1830, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 1.44778
READ DURATION: 4693, LAST WRITE DURATION: 334, R/W DURATION RATIO: 14.0509
READ DURATION: 886, LAST WRITE DURATION: 937, R/W DURATION RATIO: 0.945571
READ DURATION: 104, LAST WRITE DURATION: 114, R/W DURATION RATIO: 0.912281
READ DURATION: 82, LAST WRITE DURATION: 130, R/W DURATION RATIO: 0.630769
READ DURATION: 450, LAST WRITE DURATION: 616, R/W DURATION RATIO: 0.730519
READ DURATION: 633, LAST WRITE DURATION: 400, R/W DURATION RATIO: 1.5825
READ DURATION: 548, LAST WRITE DURATION: 502, R/W DURATION RATIO: 1.09163
READ DURATION: 494, LAST WRITE DURATION: 320, R/W DURATION RATIO: 1.54375
READ DURATION: 410, LAST WRITE DURATION: 384, R/W DURATION RATIO: 1.06771
READ DURATION: 517, LAST WRITE DURATION: 369, R/W DURATION RATIO: 1.40108
READ DURATION: 393, LAST WRITE DURATION: 425, R/W DURATION RATIO: 0.924706
READ DURATION: 568, LAST WRITE DURATION: 382, R/W DURATION RATIO: 1.48691
READ DURATION: 806, LAST WRITE DURATION: 439, R/W DURATION RATIO: 1.83599
READ DURATION: 107, LAST WRITE DURATION: 198, R/W DURATION RATIO: 0.540404
READ DURATION: 492, LAST WRITE DURATION: 202, R/W DURATION RATIO: 2.43564
READ DURATION: 1801, LAST WRITE DURATION: 775, R/W DURATION RATIO: 2.32387
READ DURATION: 1129, LAST WRITE DURATION: 372, R/W DURATION RATIO: 3.03495
READ DURATION: 1190, LAST WRITE DURATION: 381, R/W DURATION RATIO: 3.12336
READ DURATION: 897, LAST WRITE DURATION: 356, R/W DURATION RATIO: 2.51966
READ DURATION: 794, LAST WRITE DURATION: 473, R/W DURATION RATIO: 1.67865
READ DURATION: 598, LAST WRITE DURATION: 2120, R/W DURATION RATIO: 0.282075
READ DURATION: 526, LAST WRITE DURATION: 317, R/W DURATION RATIO: 1.65931
READ DURATION: 481, LAST WRITE DURATION: 616, R/W DURATION RATIO: 0.780844
READ DURATION: 454, LAST WRITE DURATION: 599, R/W DURATION RATIO: 0.75793
READ DURATION: 386, LAST WRITE DURATION: 539, R/W DURATION RATIO: 0.716141
READ DURATION: 491, LAST WRITE DURATION: 588, R/W DURATION RATIO: 0.835034
READ DURATION: 531, LAST WRITE DURATION: 648, R/W DURATION RATIO: 0.819444
READ DURATION: 458, LAST WRITE DURATION: 478, R/W DURATION RATIO: 0.958159
READ DURATION: 376, LAST WRITE DURATION: 342, R/W DURATION RATIO: 1.09942
READ DURATION: 528, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.59036
READ DURATION: 10830, LAST WRITE DURATION: 372, R/W DURATION RATIO: 29.1129
READ DURATION: 3745, LAST WRITE DURATION: 752, R/W DURATION RATIO: 4.98005
READ DURATION: 2436, LAST WRITE DURATION: 620, R/W DURATION RATIO: 3.92903
READ DURATION: 1200, LAST WRITE DURATION: 626, R/W DURATION RATIO: 1.91693
READ DURATION: 876, LAST WRITE DURATION: 612, R/W DURATION RATIO: 1.43137
READ DURATION: 8934, LAST WRITE DURATION: 540, R/W DURATION RATIO: 16.5444
READ DURATION: 2417, LAST WRITE DURATION: 366, R/W DURATION RATIO: 6.60383
READ DURATION: 5638, LAST WRITE DURATION: 602, R/W DURATION RATIO: 9.36545
READ DURATION: 9667, LAST WRITE DURATION: 334, R/W DURATION RATIO: 28.9431
READ DURATION: 2491, LAST WRITE DURATION: 370, R/W DURATION RATIO: 6.73243
READ DURATION: 1197, LAST WRITE DURATION: 348, R/W DURATION RATIO: 3.43966
READ DURATION: 1103, LAST WRITE DURATION: 324, R/W DURATION RATIO: 3.40432
READ DURATION: 874, LAST WRITE DURATION: 346, R/W DURATION RATIO: 2.52601
READ DURATION: 813, LAST WRITE DURATION: 344, R/W DURATION RATIO: 2.36337
READ DURATION: 10272, LAST WRITE DURATION: 357, R/W DURATION RATIO: 28.7731
READ DURATION: 282, LAST WRITE DURATION: 350, R/W DURATION RATIO: 0.805714
READ DURATION: 2640, LAST WRITE DURATION: 421, R/W DURATION RATIO: 6.27078
READ DURATION: 4266, LAST WRITE DURATION: 344, R/W DURATION RATIO: 12.4012
READ DURATION: 1741, LAST WRITE DURATION: 356, R/W DURATION RATIO: 4.89045
READ DURATION: 759, LAST WRITE DURATION: 419, R/W DURATION RATIO: 1.81146
READ DURATION: 956, LAST WRITE DURATION: 416, R/W DURATION RATIO: 2.29808
READ DURATION: 830, LAST WRITE DURATION: 372, R/W DURATION RATIO: 2.23118
READ DURATION: 676, LAST WRITE DURATION: 432, R/W DURATION RATIO: 1.56481
READ DURATION: 914, LAST WRITE DURATION: 340, R/W DURATION RATIO: 2.68824
READ DURATION: 880, LAST WRITE DURATION: 370, R/W DURATION RATIO: 2.37838
READ DURATION: 9507, LAST WRITE DURATION: 498, R/W DURATION RATIO: 19.0904
READ DURATION: 1124, LAST WRITE DURATION: 450, R/W DURATION RATIO: 2.49778
READ DURATION: 925, LAST WRITE DURATION: 486, R/W DURATION RATIO: 1.90329
READ DURATION: 2256, LAST WRITE DURATION: 363, R/W DURATION RATIO: 6.21488
READ DURATION: 841, LAST WRITE DURATION: 441, R/W DURATION RATIO: 1.90703
READ DURATION: 982, LAST WRITE DURATION: 630, R/W DURATION RATIO: 1.55873
READ DURATION: 969, LAST WRITE DURATION: 358, R/W DURATION RATIO: 2.7067
READ DURATION: 1029, LAST WRITE DURATION: 432, R/W DURATION RATIO: 2.38194
READ DURATION: 689, LAST WRITE DURATION: 478, R/W DURATION RATIO: 1.44142
READ DURATION: 640, LAST WRITE DURATION: 684, R/W DURATION RATIO: 0.935673
READ DURATION: 640, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.506329
READ DURATION: 682, LAST WRITE DURATION: 2135, R/W DURATION RATIO: 0.319438
READ DURATION: 648, LAST WRITE DURATION: 1074, R/W DURATION RATIO: 0.603352
READ DURATION: 672, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.531646
READ DURATION: 646, LAST WRITE DURATION: 732, R/W DURATION RATIO: 0.882514
READ DURATION: 1691, LAST WRITE DURATION: 882, R/W DURATION RATIO: 1.91723
READ DURATION: 554, LAST WRITE DURATION: 514, R/W DURATION RATIO: 1.07782
READ DURATION: 436, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.28235
READ DURATION: 2001, LAST WRITE DURATION: 332, R/W DURATION RATIO: 6.02711
READ DURATION: 466, LAST WRITE DURATION: 430, R/W DURATION RATIO: 1.08372
READ DURATION: 488, LAST WRITE DURATION: 578, R/W DURATION RATIO: 0.844291
READ DURATION: 434, LAST WRITE DURATION: 454, R/W DURATION RATIO: 0.955947
READ DURATION: 344, LAST WRITE DURATION: 492, R/W DURATION RATIO: 0.699187
READ DURATION: 408, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.2
READ DURATION: 1229, LAST WRITE DURATION: 332, R/W DURATION RATIO: 3.70181
READ DURATION: 1260, LAST WRITE DURATION: 388, R/W DURATION RATIO: 3.24742
READ DURATION: 1016, LAST WRITE DURATION: 314, R/W DURATION RATIO: 3.23567
READ DURATION: 1423, LAST WRITE DURATION: 332, R/W DURATION RATIO: 4.28614
READ DURATION: 3898, LAST WRITE DURATION: 1919, R/W DURATION RATIO: 2.03127
READ DURATION: 1036, LAST WRITE DURATION: 348, R/W DURATION RATIO: 2.97701
READ DURATION: 1, LAST WRITE DURATION: 16600, R/W DURATION RATIO: 6.0241e-05
READ DURATION: 1165, LAST WRITE DURATION: 520, R/W DURATION RATIO: 2.24038
READ DURATION: 1110, LAST WRITE DURATION: 631, R/W DURATION RATIO: 1.75911
READ DURATION: 2566, LAST WRITE DURATION: 450, R/W DURATION RATIO: 5.70222
READ DURATION: 744, LAST WRITE DURATION: 432, R/W DURATION RATIO: 1.72222
READ DURATION: 254, LAST WRITE DURATION: 400, R/W DURATION RATIO: 0.635
READ DURATION: 1, LAST WRITE DURATION: 247, R/W DURATION RATIO: 0.00404858
READ DURATION: 164, LAST WRITE DURATION: 272, R/W DURATION RATIO: 0.602941
READ DURATION: 1073, LAST WRITE DURATION: 7355, R/W DURATION RATIO: 0.145887
READ DURATION: 452, LAST WRITE DURATION: 362, R/W DURATION RATIO: 1.24862
READ DURATION: 502, LAST WRITE DURATION: 528, R/W DURATION RATIO: 0.950758
READ DURATION: 132, LAST WRITE DURATION: 266, R/W DURATION RATIO: 0.496241
READ DURATION: 519, LAST WRITE DURATION: 432, R/W DURATION RATIO: 1.20139
READ DURATION: 284, LAST WRITE DURATION: 178, R/W DURATION RATIO: 1.59551
READ DURATION: 148, LAST WRITE DURATION: 170, R/W DURATION RATIO: 0.870588
READ DURATION: 568, LAST WRITE DURATION: 529, R/W DURATION RATIO: 1.07372
READ DURATION: 842, LAST WRITE DURATION: 426, R/W DURATION RATIO: 1.97653
READ DURATION: 816, LAST WRITE DURATION: 434, R/W DURATION RATIO: 1.88018
READ DURATION: 819, LAST WRITE DURATION: 385, R/W DURATION RATIO: 2.12727
READ DURATION: 800, LAST WRITE DURATION: 624, R/W DURATION RATIO: 1.28205
READ DURATION: 760, LAST WRITE DURATION: 374, R/W DURATION RATIO: 2.03209
READ DURATION: 859, LAST WRITE DURATION: 430, R/W DURATION RATIO: 1.99767
READ DURATION: 2150, LAST WRITE DURATION: 380, R/W DURATION RATIO: 5.65789
READ DURATION: 403, LAST WRITE DURATION: 402, R/W DURATION RATIO: 1.00249
READ DURATION: 381, LAST WRITE DURATION: 496, R/W DURATION RATIO: 0.768145
