[Ramulator::ReadWriteTrace] [info] Loading trace file /home/fann/projects/cache_simulator/sampled_trace/549_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 541, LAST WRITE DURATION: 313, R/W DURATION RATIO: 1.72843
READ DURATION: 842, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.61491
READ DURATION: 894, LAST WRITE DURATION: 324, R/W DURATION RATIO: 2.75926
READ DURATION: 858, LAST WRITE DURATION: 537, R/W DURATION RATIO: 1.59777
READ DURATION: 837, LAST WRITE DURATION: 536, R/W DURATION RATIO: 1.56157
READ DURATION: 962, LAST WRITE DURATION: 436, R/W DURATION RATIO: 2.20642
READ DURATION: 360, LAST WRITE DURATION: 484, R/W DURATION RATIO: 0.743802
READ DURATION: 356, LAST WRITE DURATION: 2328, R/W DURATION RATIO: 0.152921
READ DURATION: 328, LAST WRITE DURATION: 884, R/W DURATION RATIO: 0.371041
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 326, LAST WRITE DURATION: 1072, R/W DURATION RATIO: 0.304104
READ DURATION: 318, LAST WRITE DURATION: 882, R/W DURATION RATIO: 0.360544
READ DURATION: 328, LAST WRITE DURATION: 642, R/W DURATION RATIO: 0.510903
READ DURATION: 372, LAST WRITE DURATION: 1176, R/W DURATION RATIO: 0.316327
READ DURATION: 326, LAST WRITE DURATION: 1044, R/W DURATION RATIO: 0.312261
READ DURATION: 1797, LAST WRITE DURATION: 882, R/W DURATION RATIO: 2.03741
READ DURATION: 328, LAST WRITE DURATION: 1116, R/W DURATION RATIO: 0.293907
READ DURATION: 380, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.300633
READ DURATION: 364, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.287975
READ DURATION: 328, LAST WRITE DURATION: 548, R/W DURATION RATIO: 0.59854
READ DURATION: 368, LAST WRITE DURATION: 888, R/W DURATION RATIO: 0.414414
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 328, LAST WRITE DURATION: 796, R/W DURATION RATIO: 0.41206
READ DURATION: 396, LAST WRITE DURATION: 2739, R/W DURATION RATIO: 0.144578
READ DURATION: 368, LAST WRITE DURATION: 888, R/W DURATION RATIO: 0.414414
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 328, LAST WRITE DURATION: 892, R/W DURATION RATIO: 0.367713
READ DURATION: 380, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.300633
READ DURATION: 380, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.300633
READ DURATION: 320, LAST WRITE DURATION: 756, R/W DURATION RATIO: 0.42328
READ DURATION: 364, LAST WRITE DURATION: 636, R/W DURATION RATIO: 0.572327
READ DURATION: 2191, LAST WRITE DURATION: 516, R/W DURATION RATIO: 4.24612
READ DURATION: 800, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.48447
READ DURATION: 723, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.17771
READ DURATION: 714, LAST WRITE DURATION: 340, R/W DURATION RATIO: 2.1
READ DURATION: 880, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.73292
READ DURATION: 774, LAST WRITE DURATION: 626, R/W DURATION RATIO: 1.23642
READ DURATION: 704, LAST WRITE DURATION: 746, R/W DURATION RATIO: 0.9437
READ DURATION: 652, LAST WRITE DURATION: 550, R/W DURATION RATIO: 1.18545
READ DURATION: 538, LAST WRITE DURATION: 345, R/W DURATION RATIO: 1.55942
READ DURATION: 526, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.54706
READ DURATION: 2128, LAST WRITE DURATION: 376, R/W DURATION RATIO: 5.65957
READ DURATION: 574, LAST WRITE DURATION: 324, R/W DURATION RATIO: 1.7716
READ DURATION: 697, LAST WRITE DURATION: 329, R/W DURATION RATIO: 2.11854
READ DURATION: 589, LAST WRITE DURATION: 392, R/W DURATION RATIO: 1.50255
READ DURATION: 632, LAST WRITE DURATION: 401, R/W DURATION RATIO: 1.57606
READ DURATION: 523, LAST WRITE DURATION: 492, R/W DURATION RATIO: 1.06301
READ DURATION: 691, LAST WRITE DURATION: 444, R/W DURATION RATIO: 1.55631
READ DURATION: 958, LAST WRITE DURATION: 302, R/W DURATION RATIO: 3.17219
READ DURATION: 866, LAST WRITE DURATION: 344, R/W DURATION RATIO: 2.51744
READ DURATION: 922, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.86335
READ DURATION: 2281, LAST WRITE DURATION: 322, R/W DURATION RATIO: 7.08385
READ DURATION: 938, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.91304
READ DURATION: 842, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.61491
READ DURATION: 879, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.64759
READ DURATION: 954, LAST WRITE DURATION: 367, R/W DURATION RATIO: 2.59946
READ DURATION: 1058, LAST WRITE DURATION: 354, R/W DURATION RATIO: 2.9887
READ DURATION: 1206, LAST WRITE DURATION: 356, R/W DURATION RATIO: 3.38764
READ DURATION: 1043, LAST WRITE DURATION: 320, R/W DURATION RATIO: 3.25937
READ DURATION: 2303, LAST WRITE DURATION: 321, R/W DURATION RATIO: 7.17445
READ DURATION: 888, LAST WRITE DURATION: 373, R/W DURATION RATIO: 2.3807
READ DURATION: 1098, LAST WRITE DURATION: 380, R/W DURATION RATIO: 2.88947
READ DURATION: 1125, LAST WRITE DURATION: 374, R/W DURATION RATIO: 3.00802
READ DURATION: 1018, LAST WRITE DURATION: 475, R/W DURATION RATIO: 2.14316
READ DURATION: 970, LAST WRITE DURATION: 864, R/W DURATION RATIO: 1.12269
READ DURATION: 1018, LAST WRITE DURATION: 668, R/W DURATION RATIO: 1.52395
READ DURATION: 716, LAST WRITE DURATION: 794, R/W DURATION RATIO: 0.901763
READ DURATION: 537, LAST WRITE DURATION: 1973, R/W DURATION RATIO: 0.272174
READ DURATION: 650, LAST WRITE DURATION: 377, R/W DURATION RATIO: 1.72414
READ DURATION: 589, LAST WRITE DURATION: 408, R/W DURATION RATIO: 1.44363
READ DURATION: 568, LAST WRITE DURATION: 388, R/W DURATION RATIO: 1.46392
READ DURATION: 532, LAST WRITE DURATION: 326, R/W DURATION RATIO: 1.6319
READ DURATION: 562, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.69277
READ DURATION: 577, LAST WRITE DURATION: 330, R/W DURATION RATIO: 1.74848
READ DURATION: 579, LAST WRITE DURATION: 323, R/W DURATION RATIO: 1.79257
READ DURATION: 640, LAST WRITE DURATION: 394, R/W DURATION RATIO: 1.62437
READ DURATION: 918, LAST WRITE DURATION: 381, R/W DURATION RATIO: 2.40945
READ DURATION: 936, LAST WRITE DURATION: 348, R/W DURATION RATIO: 2.68966
READ DURATION: 626, LAST WRITE DURATION: 1901, R/W DURATION RATIO: 0.3293
READ DURATION: 555, LAST WRITE DURATION: 397, R/W DURATION RATIO: 1.39798
READ DURATION: 567, LAST WRITE DURATION: 357, R/W DURATION RATIO: 1.58824
READ DURATION: 570, LAST WRITE DURATION: 378, R/W DURATION RATIO: 1.50794
READ DURATION: 532, LAST WRITE DURATION: 451, R/W DURATION RATIO: 1.1796
READ DURATION: 746, LAST WRITE DURATION: 400, R/W DURATION RATIO: 1.865
READ DURATION: 813, LAST WRITE DURATION: 367, R/W DURATION RATIO: 2.21526
READ DURATION: 868, LAST WRITE DURATION: 478, R/W DURATION RATIO: 1.8159
READ DURATION: 862, LAST WRITE DURATION: 512, R/W DURATION RATIO: 1.68359
READ DURATION: 2464, LAST WRITE DURATION: 508, R/W DURATION RATIO: 4.85039
READ DURATION: 1122, LAST WRITE DURATION: 316, R/W DURATION RATIO: 3.55063
READ DURATION: 1002, LAST WRITE DURATION: 322, R/W DURATION RATIO: 3.1118
READ DURATION: 1006, LAST WRITE DURATION: 332, R/W DURATION RATIO: 3.03012
READ DURATION: 854, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.65217
READ DURATION: 762, LAST WRITE DURATION: 330, R/W DURATION RATIO: 2.30909
READ DURATION: 820, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.54658
READ DURATION: 961, LAST WRITE DURATION: 374, R/W DURATION RATIO: 2.56952
READ DURATION: 917, LAST WRITE DURATION: 324, R/W DURATION RATIO: 2.83025
READ DURATION: 2102, LAST WRITE DURATION: 332, R/W DURATION RATIO: 6.33133
READ DURATION: 472, LAST WRITE DURATION: 374, R/W DURATION RATIO: 1.26203
READ DURATION: 358, LAST WRITE DURATION: 586, R/W DURATION RATIO: 0.610922
READ DURATION: 328, LAST WRITE DURATION: 946, R/W DURATION RATIO: 0.346723
READ DURATION: 328, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.259494
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 374, LAST WRITE DURATION: 636, R/W DURATION RATIO: 0.58805
READ DURATION: 380, LAST WRITE DURATION: 1202, R/W DURATION RATIO: 0.31614
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 892, LAST WRITE DURATION: 2243, R/W DURATION RATIO: 0.397682
READ DURATION: 1189, LAST WRITE DURATION: 369, R/W DURATION RATIO: 3.22222
READ DURATION: 533, LAST WRITE DURATION: 322, R/W DURATION RATIO: 1.65528
READ DURATION: 328, LAST WRITE DURATION: 588, R/W DURATION RATIO: 0.557823
READ DURATION: 320, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.253165
READ DURATION: 376, LAST WRITE DURATION: 944, R/W DURATION RATIO: 0.398305
READ DURATION: 326, LAST WRITE DURATION: 696, R/W DURATION RATIO: 0.468391
READ DURATION: 326, LAST WRITE DURATION: 882, R/W DURATION RATIO: 0.369615
READ DURATION: 364, LAST WRITE DURATION: 2733, R/W DURATION RATIO: 0.133187
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 328, LAST WRITE DURATION: 828, R/W DURATION RATIO: 0.396135
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 380, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.300633
READ DURATION: 368, LAST WRITE DURATION: 888, R/W DURATION RATIO: 0.414414
READ DURATION: 396, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.313291
READ DURATION: 2260, LAST WRITE DURATION: 614, R/W DURATION RATIO: 3.68078
READ DURATION: 770, LAST WRITE DURATION: 543, R/W DURATION RATIO: 1.41805
READ DURATION: 717, LAST WRITE DURATION: 738, R/W DURATION RATIO: 0.971545
READ DURATION: 791, LAST WRITE DURATION: 699, R/W DURATION RATIO: 1.13162
READ DURATION: 786, LAST WRITE DURATION: 624, R/W DURATION RATIO: 1.25962
READ DURATION: 599, LAST WRITE DURATION: 532, R/W DURATION RATIO: 1.12594
READ DURATION: 354, LAST WRITE DURATION: 474, R/W DURATION RATIO: 0.746835
READ DURATION: 328, LAST WRITE DURATION: 887, R/W DURATION RATIO: 0.369786
READ DURATION: 524, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.414557
READ DURATION: 774, LAST WRITE DURATION: 2319, R/W DURATION RATIO: 0.333765
READ DURATION: 852, LAST WRITE DURATION: 444, R/W DURATION RATIO: 1.91892
READ DURATION: 690, LAST WRITE DURATION: 364, R/W DURATION RATIO: 1.8956
READ DURATION: 666, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.00602
READ DURATION: 719, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.16566
READ DURATION: 747, LAST WRITE DURATION: 346, R/W DURATION RATIO: 2.15896
READ DURATION: 539, LAST WRITE DURATION: 388, R/W DURATION RATIO: 1.38918
READ DURATION: 778, LAST WRITE DURATION: 372, R/W DURATION RATIO: 2.0914
READ DURATION: 917, LAST WRITE DURATION: 348, R/W DURATION RATIO: 2.63506
READ DURATION: 2408, LAST WRITE DURATION: 340, R/W DURATION RATIO: 7.08235
READ DURATION: 957, LAST WRITE DURATION: 364, R/W DURATION RATIO: 2.62912
READ DURATION: 990, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.98193
READ DURATION: 982, LAST WRITE DURATION: 324, R/W DURATION RATIO: 3.03086
READ DURATION: 660, LAST WRITE DURATION: 330, R/W DURATION RATIO: 2
READ DURATION: 867, LAST WRITE DURATION: 366, R/W DURATION RATIO: 2.36885
READ DURATION: 1044, LAST WRITE DURATION: 388, R/W DURATION RATIO: 2.69072
READ DURATION: 1154, LAST WRITE DURATION: 322, R/W DURATION RATIO: 3.58385
READ DURATION: 1098, LAST WRITE DURATION: 322, R/W DURATION RATIO: 3.40994
READ DURATION: 1122, LAST WRITE DURATION: 1727, R/W DURATION RATIO: 0.649682
READ DURATION: 1058, LAST WRITE DURATION: 322, R/W DURATION RATIO: 3.28571
READ DURATION: 1303, LAST WRITE DURATION: 332, R/W DURATION RATIO: 3.9247
READ DURATION: 1462, LAST WRITE DURATION: 350, R/W DURATION RATIO: 4.17714
READ DURATION: 1262, LAST WRITE DURATION: 323, R/W DURATION RATIO: 3.90712
READ DURATION: 1271, LAST WRITE DURATION: 332, R/W DURATION RATIO: 3.82831
READ DURATION: 2588, LAST WRITE DURATION: 388, R/W DURATION RATIO: 6.6701
READ DURATION: 622, LAST WRITE DURATION: 392, R/W DURATION RATIO: 1.58673
READ DURATION: 890, LAST WRITE DURATION: 372, R/W DURATION RATIO: 2.39247
READ DURATION: 1120, LAST WRITE DURATION: 340, R/W DURATION RATIO: 3.29412
READ DURATION: 1390, LAST WRITE DURATION: 378, R/W DURATION RATIO: 3.67725
READ DURATION: 1544, LAST WRITE DURATION: 426, R/W DURATION RATIO: 3.62441
READ DURATION: 1160, LAST WRITE DURATION: 572, R/W DURATION RATIO: 2.02797
READ DURATION: 584, LAST WRITE DURATION: 527, R/W DURATION RATIO: 1.10816
READ DURATION: 2000, LAST WRITE DURATION: 339, R/W DURATION RATIO: 5.89971
READ DURATION: 714, LAST WRITE DURATION: 373, R/W DURATION RATIO: 1.91421
READ DURATION: 604, LAST WRITE DURATION: 324, R/W DURATION RATIO: 1.8642
READ DURATION: 713, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.14759
READ DURATION: 610, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.83735
READ DURATION: 674, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.03012
READ DURATION: 490, LAST WRITE DURATION: 348, R/W DURATION RATIO: 1.40805
READ DURATION: 835, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.51506
READ DURATION: 888, LAST WRITE DURATION: 372, R/W DURATION RATIO: 2.3871
READ DURATION: 786, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.44099
READ DURATION: 955, LAST WRITE DURATION: 356, R/W DURATION RATIO: 2.68258
READ DURATION: 997, LAST WRITE DURATION: 1855, R/W DURATION RATIO: 0.537466
READ DURATION: 968, LAST WRITE DURATION: 382, R/W DURATION RATIO: 2.53403
READ DURATION: 864, LAST WRITE DURATION: 492, R/W DURATION RATIO: 1.7561
READ DURATION: 889, LAST WRITE DURATION: 444, R/W DURATION RATIO: 2.00225
READ DURATION: 894, LAST WRITE DURATION: 638, R/W DURATION RATIO: 1.40125
READ DURATION: 944, LAST WRITE DURATION: 776, R/W DURATION RATIO: 1.21649
READ DURATION: 868, LAST WRITE DURATION: 356, R/W DURATION RATIO: 2.4382
READ DURATION: 2365, LAST WRITE DURATION: 334, R/W DURATION RATIO: 7.08084
READ DURATION: 968, LAST WRITE DURATION: 432, R/W DURATION RATIO: 2.24074
READ DURATION: 932, LAST WRITE DURATION: 397, R/W DURATION RATIO: 2.34761
READ DURATION: 1296, LAST WRITE DURATION: 376, R/W DURATION RATIO: 3.44681
READ DURATION: 1588, LAST WRITE DURATION: 322, R/W DURATION RATIO: 4.93168
READ DURATION: 666, LAST WRITE DURATION: 352, R/W DURATION RATIO: 1.89205
READ DURATION: 737, LAST WRITE DURATION: 622, R/W DURATION RATIO: 1.18489
READ DURATION: 542, LAST WRITE DURATION: 668, R/W DURATION RATIO: 0.811377
READ DURATION: 551, LAST WRITE DURATION: 616, R/W DURATION RATIO: 0.894481
READ DURATION: 379, LAST WRITE DURATION: 1958, R/W DURATION RATIO: 0.193565
READ DURATION: 322, LAST WRITE DURATION: 598, R/W DURATION RATIO: 0.538462
READ DURATION: 372, LAST WRITE DURATION: 618, R/W DURATION RATIO: 0.601942
READ DURATION: 356, LAST WRITE DURATION: 1034, R/W DURATION RATIO: 0.344294
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 326, LAST WRITE DURATION: 756, R/W DURATION RATIO: 0.431217
READ DURATION: 326, LAST WRITE DURATION: 882, R/W DURATION RATIO: 0.369615
READ DURATION: 336, LAST WRITE DURATION: 1258, R/W DURATION RATIO: 0.267091
READ DURATION: 368, LAST WRITE DURATION: 656, R/W DURATION RATIO: 0.560976
READ DURATION: 368, LAST WRITE DURATION: 2371, R/W DURATION RATIO: 0.155209
READ DURATION: 326, LAST WRITE DURATION: 1104, R/W DURATION RATIO: 0.29529
READ DURATION: 326, LAST WRITE DURATION: 882, R/W DURATION RATIO: 0.369615
READ DURATION: 312, LAST WRITE DURATION: 1258, R/W DURATION RATIO: 0.248013
READ DURATION: 368, LAST WRITE DURATION: 984, R/W DURATION RATIO: 0.373984
READ DURATION: 376, LAST WRITE DURATION: 888, R/W DURATION RATIO: 0.423423
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 372, LAST WRITE DURATION: 636, R/W DURATION RATIO: 0.584906
READ DURATION: 364, LAST WRITE DURATION: 2413, R/W DURATION RATIO: 0.15085
READ DURATION: 372, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.294304
READ DURATION: 342, LAST WRITE DURATION: 820, R/W DURATION RATIO: 0.417073
READ DURATION: 294, LAST WRITE DURATION: 882, R/W DURATION RATIO: 0.333333
READ DURATION: 336, LAST WRITE DURATION: 580, R/W DURATION RATIO: 0.57931
READ DURATION: 368, LAST WRITE DURATION: 896, R/W DURATION RATIO: 0.410714
READ DURATION: 374, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.295886
READ DURATION: 326, LAST WRITE DURATION: 1198, R/W DURATION RATIO: 0.27212
READ DURATION: 1963, LAST WRITE DURATION: 882, R/W DURATION RATIO: 2.22562
READ DURATION: 524, LAST WRITE DURATION: 410, R/W DURATION RATIO: 1.27805
READ DURATION: 542, LAST WRITE DURATION: 492, R/W DURATION RATIO: 1.10163
READ DURATION: 598, LAST WRITE DURATION: 500, R/W DURATION RATIO: 1.196
READ DURATION: 616, LAST WRITE DURATION: 348, R/W DURATION RATIO: 1.77011
READ DURATION: 458, LAST WRITE DURATION: 397, R/W DURATION RATIO: 1.15365
READ DURATION: 476, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.43373
READ DURATION: 681, LAST WRITE DURATION: 388, R/W DURATION RATIO: 1.75515
READ DURATION: 807, LAST WRITE DURATION: 315, R/W DURATION RATIO: 2.5619
READ DURATION: 654, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.03106
READ DURATION: 624, LAST WRITE DURATION: 400, R/W DURATION RATIO: 1.56
READ DURATION: 2088, LAST WRITE DURATION: 356, R/W DURATION RATIO: 5.86517
READ DURATION: 558, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.68072
READ DURATION: 532, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.60241
READ DURATION: 630, LAST WRITE DURATION: 368, R/W DURATION RATIO: 1.71196
READ DURATION: 601, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.76765
READ DURATION: 434, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.27647
READ DURATION: 482, LAST WRITE DURATION: 356, R/W DURATION RATIO: 1.35393
READ DURATION: 956, LAST WRITE DURATION: 340, R/W DURATION RATIO: 2.81176
READ DURATION: 1146, LAST WRITE DURATION: 364, R/W DURATION RATIO: 3.14835
READ DURATION: 1090, LAST WRITE DURATION: 322, R/W DURATION RATIO: 3.38509
READ DURATION: 2445, LAST WRITE DURATION: 466, R/W DURATION RATIO: 5.24678
READ DURATION: 1122, LAST WRITE DURATION: 498, R/W DURATION RATIO: 2.25301
READ DURATION: 819, LAST WRITE DURATION: 406, R/W DURATION RATIO: 2.01724
READ DURATION: 1051, LAST WRITE DURATION: 332, R/W DURATION RATIO: 3.16566
READ DURATION: 1167, LAST WRITE DURATION: 482, R/W DURATION RATIO: 2.42116
READ DURATION: 1241, LAST WRITE DURATION: 704, R/W DURATION RATIO: 1.76278
READ DURATION: 1222, LAST WRITE DURATION: 806, R/W DURATION RATIO: 1.51613
READ DURATION: 2646, LAST WRITE DURATION: 790, R/W DURATION RATIO: 3.34937
READ DURATION: 1090, LAST WRITE DURATION: 605, R/W DURATION RATIO: 1.80165
READ DURATION: 2006, LAST WRITE DURATION: 512, R/W DURATION RATIO: 3.91797
READ DURATION: 2716, LAST WRITE DURATION: 322, R/W DURATION RATIO: 8.43478
READ DURATION: 2248, LAST WRITE DURATION: 324, R/W DURATION RATIO: 6.93827
READ DURATION: 603, LAST WRITE DURATION: 1899, R/W DURATION RATIO: 0.317536
READ DURATION: 510, LAST WRITE DURATION: 360, R/W DURATION RATIO: 1.41667
READ DURATION: 496, LAST WRITE DURATION: 546, R/W DURATION RATIO: 0.908425
READ DURATION: 531, LAST WRITE DURATION: 584, R/W DURATION RATIO: 0.909247
READ DURATION: 576, LAST WRITE DURATION: 475, R/W DURATION RATIO: 1.21263
READ DURATION: 530, LAST WRITE DURATION: 714, R/W DURATION RATIO: 0.742297
READ DURATION: 516, LAST WRITE DURATION: 431, R/W DURATION RATIO: 1.19722
READ DURATION: 460, LAST WRITE DURATION: 576, R/W DURATION RATIO: 0.798611
READ DURATION: 492, LAST WRITE DURATION: 431, R/W DURATION RATIO: 1.14153
READ DURATION: 1014, LAST WRITE DURATION: 570, R/W DURATION RATIO: 1.77895
READ DURATION: 1076, LAST WRITE DURATION: 2122, R/W DURATION RATIO: 0.507069
READ DURATION: 879, LAST WRITE DURATION: 592, R/W DURATION RATIO: 1.4848
READ DURATION: 826, LAST WRITE DURATION: 324, R/W DURATION RATIO: 2.54938
READ DURATION: 861, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.67391
READ DURATION: 876, LAST WRITE DURATION: 380, R/W DURATION RATIO: 2.30526
READ DURATION: 883, LAST WRITE DURATION: 340, R/W DURATION RATIO: 2.59706
READ DURATION: 965, LAST WRITE DURATION: 372, R/W DURATION RATIO: 2.59409
READ DURATION: 840, LAST WRITE DURATION: 468, R/W DURATION RATIO: 1.79487
READ DURATION: 2008, LAST WRITE DURATION: 440, R/W DURATION RATIO: 4.56364
READ DURATION: 741, LAST WRITE DURATION: 418, R/W DURATION RATIO: 1.77273
READ DURATION: 704, LAST WRITE DURATION: 668, R/W DURATION RATIO: 1.05389
READ DURATION: 654, LAST WRITE DURATION: 626, R/W DURATION RATIO: 1.04473
