[Ramulator::ReadWriteTrace] [info] Loading trace file /home/fann/projects/cache_simulator/sampled_trace/523_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 12595, LAST WRITE DURATION: 364, R/W DURATION RATIO: 34.6016
READ DURATION: 1, LAST WRITE DURATION: 687, R/W DURATION RATIO: 0.0014556
READ DURATION: 76, LAST WRITE DURATION: 252, R/W DURATION RATIO: 0.301587
READ DURATION: 219, LAST WRITE DURATION: 209, R/W DURATION RATIO: 1.04785
READ DURATION: 72, LAST WRITE DURATION: 208, R/W DURATION RATIO: 0.346154
READ DURATION: 64, LAST WRITE DURATION: 274, R/W DURATION RATIO: 0.233577
READ DURATION: 181, LAST WRITE DURATION: 585, R/W DURATION RATIO: 0.309402
READ DURATION: 874, LAST WRITE DURATION: 1326, R/W DURATION RATIO: 0.659125
READ DURATION: 293, LAST WRITE DURATION: 440, R/W DURATION RATIO: 0.665909
READ DURATION: 121, LAST WRITE DURATION: 590, R/W DURATION RATIO: 0.205085
READ DURATION: 197, LAST WRITE DURATION: 525, R/W DURATION RATIO: 0.375238
READ DURATION: 137, LAST WRITE DURATION: 243, R/W DURATION RATIO: 0.563786
READ DURATION: 64, LAST WRITE DURATION: 242, R/W DURATION RATIO: 0.264463
READ DURATION: 366, LAST WRITE DURATION: 1320, R/W DURATION RATIO: 0.277273
READ DURATION: 608, LAST WRITE DURATION: 666, R/W DURATION RATIO: 0.912913
READ DURATION: 22, LAST WRITE DURATION: 242, R/W DURATION RATIO: 0.0909091
READ DURATION: 87, LAST WRITE DURATION: 90, R/W DURATION RATIO: 0.966667
READ DURATION: 2029, LAST WRITE DURATION: 1200, R/W DURATION RATIO: 1.69083
READ DURATION: 1, LAST WRITE DURATION: 578, R/W DURATION RATIO: 0.0017301
READ DURATION: 320, LAST WRITE DURATION: 1687, R/W DURATION RATIO: 0.189686
READ DURATION: 782, LAST WRITE DURATION: 1140, R/W DURATION RATIO: 0.685965
READ DURATION: 22, LAST WRITE DURATION: 522, R/W DURATION RATIO: 0.0421456
READ DURATION: 40, LAST WRITE DURATION: 168, R/W DURATION RATIO: 0.238095
READ DURATION: 574, LAST WRITE DURATION: 845, R/W DURATION RATIO: 0.67929
READ DURATION: 60, LAST WRITE DURATION: 214, R/W DURATION RATIO: 0.280374
READ DURATION: 344, LAST WRITE DURATION: 1568, R/W DURATION RATIO: 0.219388
READ DURATION: 738, LAST WRITE DURATION: 2371, R/W DURATION RATIO: 0.311261
READ DURATION: 284, LAST WRITE DURATION: 1157, R/W DURATION RATIO: 0.245462
READ DURATION: 352, LAST WRITE DURATION: 414, R/W DURATION RATIO: 0.850242
READ DURATION: 344, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.272152
READ DURATION: 609, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.481804
READ DURATION: 368, LAST WRITE DURATION: 1031, R/W DURATION RATIO: 0.356935
READ DURATION: 328, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.259494
READ DURATION: 576, LAST WRITE DURATION: 2739, R/W DURATION RATIO: 0.210296
READ DURATION: 509, LAST WRITE DURATION: 569, R/W DURATION RATIO: 0.894552
READ DURATION: 1, LAST WRITE DURATION: 126, R/W DURATION RATIO: 0.00793651
READ DURATION: 746, LAST WRITE DURATION: 970, R/W DURATION RATIO: 0.769072
READ DURATION: 1, LAST WRITE DURATION: 192, R/W DURATION RATIO: 0.00520833
READ DURATION: 239, LAST WRITE DURATION: 370, R/W DURATION RATIO: 0.645946
READ DURATION: 59, LAST WRITE DURATION: 255, R/W DURATION RATIO: 0.231373
READ DURATION: 650, LAST WRITE DURATION: 566, R/W DURATION RATIO: 1.14841
READ DURATION: 68, LAST WRITE DURATION: 109, R/W DURATION RATIO: 0.623853
READ DURATION: 121, LAST WRITE DURATION: 228, R/W DURATION RATIO: 0.530702
READ DURATION: 509, LAST WRITE DURATION: 2524, R/W DURATION RATIO: 0.201664
READ DURATION: 817, LAST WRITE DURATION: 2308, R/W DURATION RATIO: 0.353986
READ DURATION: 92, LAST WRITE DURATION: 276, R/W DURATION RATIO: 0.333333
READ DURATION: 240, LAST WRITE DURATION: 1063, R/W DURATION RATIO: 0.225776
READ DURATION: 626, LAST WRITE DURATION: 778, R/W DURATION RATIO: 0.804627
READ DURATION: 30, LAST WRITE DURATION: 202, R/W DURATION RATIO: 0.148515
READ DURATION: 984, LAST WRITE DURATION: 987, R/W DURATION RATIO: 0.99696
READ DURATION: 382, LAST WRITE DURATION: 876, R/W DURATION RATIO: 0.436073
READ DURATION: 843, LAST WRITE DURATION: 474, R/W DURATION RATIO: 1.77848
READ DURATION: 1625, LAST WRITE DURATION: 572, R/W DURATION RATIO: 2.84091
READ DURATION: 380, LAST WRITE DURATION: 2034, R/W DURATION RATIO: 0.186824
READ DURATION: 736, LAST WRITE DURATION: 1456, R/W DURATION RATIO: 0.505495
READ DURATION: 1, LAST WRITE DURATION: 976, R/W DURATION RATIO: 0.00102459
READ DURATION: 380, LAST WRITE DURATION: 1829, R/W DURATION RATIO: 0.207764
READ DURATION: 688, LAST WRITE DURATION: 1010, R/W DURATION RATIO: 0.681188
READ DURATION: 414, LAST WRITE DURATION: 979, R/W DURATION RATIO: 0.42288
READ DURATION: 770, LAST WRITE DURATION: 1695, R/W DURATION RATIO: 0.454277
READ DURATION: 834, LAST WRITE DURATION: 1944, R/W DURATION RATIO: 0.429012
READ DURATION: 389, LAST WRITE DURATION: 1357, R/W DURATION RATIO: 0.286662
READ DURATION: 624, LAST WRITE DURATION: 960, R/W DURATION RATIO: 0.65
READ DURATION: 286, LAST WRITE DURATION: 225, R/W DURATION RATIO: 1.27111
READ DURATION: 696, LAST WRITE DURATION: 1304, R/W DURATION RATIO: 0.533742
READ DURATION: 417, LAST WRITE DURATION: 3028, R/W DURATION RATIO: 0.137715
READ DURATION: 753, LAST WRITE DURATION: 508, R/W DURATION RATIO: 1.48228
READ DURATION: 1, LAST WRITE DURATION: 488, R/W DURATION RATIO: 0.00204918
READ DURATION: 569, LAST WRITE DURATION: 1460, R/W DURATION RATIO: 0.389726
READ DURATION: 863, LAST WRITE DURATION: 1340, R/W DURATION RATIO: 0.64403
READ DURATION: 697, LAST WRITE DURATION: 1926, R/W DURATION RATIO: 0.36189
READ DURATION: 816, LAST WRITE DURATION: 1001, R/W DURATION RATIO: 0.815185
READ DURATION: 754, LAST WRITE DURATION: 1804, R/W DURATION RATIO: 0.41796
READ DURATION: 711, LAST WRITE DURATION: 927, R/W DURATION RATIO: 0.76699
READ DURATION: 450, LAST WRITE DURATION: 1158, R/W DURATION RATIO: 0.388601
READ DURATION: 179, LAST WRITE DURATION: 181, R/W DURATION RATIO: 0.98895
READ DURATION: 72, LAST WRITE DURATION: 272, R/W DURATION RATIO: 0.264706
READ DURATION: 217, LAST WRITE DURATION: 316, R/W DURATION RATIO: 0.686709
READ DURATION: 96, LAST WRITE DURATION: 258, R/W DURATION RATIO: 0.372093
READ DURATION: 72, LAST WRITE DURATION: 305, R/W DURATION RATIO: 0.236066
READ DURATION: 54, LAST WRITE DURATION: 395, R/W DURATION RATIO: 0.136709
READ DURATION: 99, LAST WRITE DURATION: 114, R/W DURATION RATIO: 0.868421
READ DURATION: 714, LAST WRITE DURATION: 1141, R/W DURATION RATIO: 0.625767
READ DURATION: 103, LAST WRITE DURATION: 202, R/W DURATION RATIO: 0.509901
READ DURATION: 1, LAST WRITE DURATION: 964, R/W DURATION RATIO: 0.00103734
READ DURATION: 22, LAST WRITE DURATION: 434, R/W DURATION RATIO: 0.0506912
READ DURATION: 86, LAST WRITE DURATION: 500, R/W DURATION RATIO: 0.172
READ DURATION: 712, LAST WRITE DURATION: 1774, R/W DURATION RATIO: 0.401353
READ DURATION: 68, LAST WRITE DURATION: 810, R/W DURATION RATIO: 0.0839506
READ DURATION: 138, LAST WRITE DURATION: 688, R/W DURATION RATIO: 0.200581
READ DURATION: 268, LAST WRITE DURATION: 418, R/W DURATION RATIO: 0.641148
READ DURATION: 87, LAST WRITE DURATION: 133, R/W DURATION RATIO: 0.654135
READ DURATION: 1, LAST WRITE DURATION: 786, R/W DURATION RATIO: 0.00127226
READ DURATION: 1, LAST WRITE DURATION: 630, R/W DURATION RATIO: 0.0015873
READ DURATION: 766, LAST WRITE DURATION: 1737, R/W DURATION RATIO: 0.44099
READ DURATION: 113, LAST WRITE DURATION: 519, R/W DURATION RATIO: 0.217726
READ DURATION: 766, LAST WRITE DURATION: 1641, R/W DURATION RATIO: 0.466789
READ DURATION: 30, LAST WRITE DURATION: 682, R/W DURATION RATIO: 0.0439883
READ DURATION: 641, LAST WRITE DURATION: 1111, R/W DURATION RATIO: 0.576958
READ DURATION: 506, LAST WRITE DURATION: 2486, R/W DURATION RATIO: 0.20354
READ DURATION: 52, LAST WRITE DURATION: 350, R/W DURATION RATIO: 0.148571
READ DURATION: 590, LAST WRITE DURATION: 892, R/W DURATION RATIO: 0.661435
READ DURATION: 1, LAST WRITE DURATION: 427, R/W DURATION RATIO: 0.00234192
READ DURATION: 728, LAST WRITE DURATION: 3263, R/W DURATION RATIO: 0.223108
READ DURATION: 52, LAST WRITE DURATION: 552, R/W DURATION RATIO: 0.0942029
READ DURATION: 113, LAST WRITE DURATION: 715, R/W DURATION RATIO: 0.158042
READ DURATION: 700, LAST WRITE DURATION: 2100, R/W DURATION RATIO: 0.333333
READ DURATION: 65, LAST WRITE DURATION: 432, R/W DURATION RATIO: 0.150463
READ DURATION: 229, LAST WRITE DURATION: 291, R/W DURATION RATIO: 0.786942
READ DURATION: 330, LAST WRITE DURATION: 843, R/W DURATION RATIO: 0.391459
READ DURATION: 328, LAST WRITE DURATION: 656, R/W DURATION RATIO: 0.5
READ DURATION: 757, LAST WRITE DURATION: 2739, R/W DURATION RATIO: 0.276378
READ DURATION: 792, LAST WRITE DURATION: 1579, R/W DURATION RATIO: 0.501583
READ DURATION: 59, LAST WRITE DURATION: 689, R/W DURATION RATIO: 0.0856313
READ DURATION: 1, LAST WRITE DURATION: 642, R/W DURATION RATIO: 0.00155763
READ DURATION: 718, LAST WRITE DURATION: 922, R/W DURATION RATIO: 0.778742
READ DURATION: 63, LAST WRITE DURATION: 499, R/W DURATION RATIO: 0.126253
READ DURATION: 153, LAST WRITE DURATION: 302, R/W DURATION RATIO: 0.506623
READ DURATION: 742, LAST WRITE DURATION: 1649, R/W DURATION RATIO: 0.44997
READ DURATION: 558, LAST WRITE DURATION: 2298, R/W DURATION RATIO: 0.24282
READ DURATION: 336, LAST WRITE DURATION: 928, R/W DURATION RATIO: 0.362069
READ DURATION: 538, LAST WRITE DURATION: 826, R/W DURATION RATIO: 0.651332
READ DURATION: 410, LAST WRITE DURATION: 552, R/W DURATION RATIO: 0.742754
READ DURATION: 160, LAST WRITE DURATION: 316, R/W DURATION RATIO: 0.506329
READ DURATION: 157, LAST WRITE DURATION: 351, R/W DURATION RATIO: 0.447293
READ DURATION: 220, LAST WRITE DURATION: 223, R/W DURATION RATIO: 0.986547
READ DURATION: 1, LAST WRITE DURATION: 855, R/W DURATION RATIO: 0.00116959
READ DURATION: 11, LAST WRITE DURATION: 992, R/W DURATION RATIO: 0.0110887
READ DURATION: 1, LAST WRITE DURATION: 100, R/W DURATION RATIO: 0.01
READ DURATION: 1406, LAST WRITE DURATION: 1198, R/W DURATION RATIO: 1.17362
READ DURATION: 810, LAST WRITE DURATION: 1423, R/W DURATION RATIO: 0.56922
READ DURATION: 576, LAST WRITE DURATION: 2319, R/W DURATION RATIO: 0.248383
READ DURATION: 1, LAST WRITE DURATION: 247, R/W DURATION RATIO: 0.00404858
READ DURATION: 344, LAST WRITE DURATION: 1259, R/W DURATION RATIO: 0.273233
READ DURATION: 1757, LAST WRITE DURATION: 564, R/W DURATION RATIO: 3.11525
READ DURATION: 344, LAST WRITE DURATION: 464, R/W DURATION RATIO: 0.741379
READ DURATION: 592, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.468354
READ DURATION: 113, LAST WRITE DURATION: 790, R/W DURATION RATIO: 0.143038
READ DURATION: 684, LAST WRITE DURATION: 897, R/W DURATION RATIO: 0.762542
READ DURATION: 1, LAST WRITE DURATION: 742, R/W DURATION RATIO: 0.00134771
READ DURATION: 72, LAST WRITE DURATION: 206, R/W DURATION RATIO: 0.349515
READ DURATION: 920, LAST WRITE DURATION: 2041, R/W DURATION RATIO: 0.450759
READ DURATION: 818, LAST WRITE DURATION: 906, R/W DURATION RATIO: 0.90287
READ DURATION: 533, LAST WRITE DURATION: 970, R/W DURATION RATIO: 0.549485
READ DURATION: 1753, LAST WRITE DURATION: 330, R/W DURATION RATIO: 5.31212
READ DURATION: 654, LAST WRITE DURATION: 578, R/W DURATION RATIO: 1.13149
READ DURATION: 1, LAST WRITE DURATION: 212, R/W DURATION RATIO: 0.00471698
READ DURATION: 18, LAST WRITE DURATION: 152, R/W DURATION RATIO: 0.118421
READ DURATION: 1, LAST WRITE DURATION: 316, R/W DURATION RATIO: 0.00316456
READ DURATION: 55, LAST WRITE DURATION: 107, R/W DURATION RATIO: 0.514019
READ DURATION: 1, LAST WRITE DURATION: 303, R/W DURATION RATIO: 0.00330033
READ DURATION: 14, LAST WRITE DURATION: 266, R/W DURATION RATIO: 0.0526316
READ DURATION: 1, LAST WRITE DURATION: 200, R/W DURATION RATIO: 0.005
READ DURATION: 356, LAST WRITE DURATION: 1571, R/W DURATION RATIO: 0.226607
READ DURATION: 2007, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 1.58782
READ DURATION: 460, LAST WRITE DURATION: 732, R/W DURATION RATIO: 0.628415
READ DURATION: 476, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.376582
READ DURATION: 660, LAST WRITE DURATION: 636, R/W DURATION RATIO: 1.03774
READ DURATION: 852, LAST WRITE DURATION: 942, R/W DURATION RATIO: 0.904459
READ DURATION: 765, LAST WRITE DURATION: 1630, R/W DURATION RATIO: 0.469325
READ DURATION: 411, LAST WRITE DURATION: 1162, R/W DURATION RATIO: 0.353701
READ DURATION: 344, LAST WRITE DURATION: 578, R/W DURATION RATIO: 0.595156
READ DURATION: 652, LAST WRITE DURATION: 1969, R/W DURATION RATIO: 0.331133
READ DURATION: 30, LAST WRITE DURATION: 404, R/W DURATION RATIO: 0.0742574
READ DURATION: 414, LAST WRITE DURATION: 1230, R/W DURATION RATIO: 0.336585
READ DURATION: 704, LAST WRITE DURATION: 1650, R/W DURATION RATIO: 0.426667
READ DURATION: 268, LAST WRITE DURATION: 464, R/W DURATION RATIO: 0.577586
READ DURATION: 964, LAST WRITE DURATION: 761, R/W DURATION RATIO: 1.26675
READ DURATION: 95, LAST WRITE DURATION: 527, R/W DURATION RATIO: 0.180266
READ DURATION: 2516, LAST WRITE DURATION: 812, R/W DURATION RATIO: 3.09852
READ DURATION: 1, LAST WRITE DURATION: 679, R/W DURATION RATIO: 0.00147275
READ DURATION: 101, LAST WRITE DURATION: 75, R/W DURATION RATIO: 1.34667
READ DURATION: 22, LAST WRITE DURATION: 321, R/W DURATION RATIO: 0.0685358
READ DURATION: 1, LAST WRITE DURATION: 202, R/W DURATION RATIO: 0.0049505
READ DURATION: 895, LAST WRITE DURATION: 1760, R/W DURATION RATIO: 0.508523
READ DURATION: 382, LAST WRITE DURATION: 2769, R/W DURATION RATIO: 0.137956
READ DURATION: 592, LAST WRITE DURATION: 562, R/W DURATION RATIO: 1.05338
READ DURATION: 232, LAST WRITE DURATION: 260, R/W DURATION RATIO: 0.892308
READ DURATION: 241, LAST WRITE DURATION: 603, R/W DURATION RATIO: 0.399668
READ DURATION: 56, LAST WRITE DURATION: 240, R/W DURATION RATIO: 0.233333
READ DURATION: 371, LAST WRITE DURATION: 656, R/W DURATION RATIO: 0.565549
READ DURATION: 72, LAST WRITE DURATION: 299, R/W DURATION RATIO: 0.240803
READ DURATION: 108, LAST WRITE DURATION: 242, R/W DURATION RATIO: 0.446281
READ DURATION: 9, LAST WRITE DURATION: 279, R/W DURATION RATIO: 0.0322581
READ DURATION: 64, LAST WRITE DURATION: 241, R/W DURATION RATIO: 0.26556
READ DURATION: 248, LAST WRITE DURATION: 340, R/W DURATION RATIO: 0.729412
READ DURATION: 88, LAST WRITE DURATION: 272, R/W DURATION RATIO: 0.323529
READ DURATION: 54, LAST WRITE DURATION: 274, R/W DURATION RATIO: 0.19708
READ DURATION: 9, LAST WRITE DURATION: 809, R/W DURATION RATIO: 0.0111248
READ DURATION: 60, LAST WRITE DURATION: 306, R/W DURATION RATIO: 0.196078
READ DURATION: 358, LAST WRITE DURATION: 1611, R/W DURATION RATIO: 0.222222
READ DURATION: 315, LAST WRITE DURATION: 698, R/W DURATION RATIO: 0.451289
READ DURATION: 328, LAST WRITE DURATION: 1145, R/W DURATION RATIO: 0.286463
READ DURATION: 326, LAST WRITE DURATION: 1170, R/W DURATION RATIO: 0.278632
READ DURATION: 326, LAST WRITE DURATION: 882, R/W DURATION RATIO: 0.369615
READ DURATION: 720, LAST WRITE DURATION: 1258, R/W DURATION RATIO: 0.572337
READ DURATION: 1, LAST WRITE DURATION: 2107, R/W DURATION RATIO: 0.000474608
READ DURATION: 328, LAST WRITE DURATION: 2045, R/W DURATION RATIO: 0.160391
READ DURATION: 380, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.300633
READ DURATION: 380, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.300633
READ DURATION: 328, LAST WRITE DURATION: 874, R/W DURATION RATIO: 0.375286
READ DURATION: 772, LAST WRITE DURATION: 1264, R/W DURATION RATIO: 0.610759
READ DURATION: 1, LAST WRITE DURATION: 2141, R/W DURATION RATIO: 0.000467071
READ DURATION: 844, LAST WRITE DURATION: 3056, R/W DURATION RATIO: 0.276178
READ DURATION: 542, LAST WRITE DURATION: 2474, R/W DURATION RATIO: 0.219078
READ DURATION: 1, LAST WRITE DURATION: 371, R/W DURATION RATIO: 0.00269542
READ DURATION: 244, LAST WRITE DURATION: 1109, R/W DURATION RATIO: 0.220018
READ DURATION: 376, LAST WRITE DURATION: 396, R/W DURATION RATIO: 0.949495
READ DURATION: 321, LAST WRITE DURATION: 398, R/W DURATION RATIO: 0.806533
READ DURATION: 349, LAST WRITE DURATION: 326, R/W DURATION RATIO: 1.07055
READ DURATION: 280, LAST WRITE DURATION: 365, R/W DURATION RATIO: 0.767123
READ DURATION: 274, LAST WRITE DURATION: 1889, R/W DURATION RATIO: 0.14505
READ DURATION: 855, LAST WRITE DURATION: 398, R/W DURATION RATIO: 2.14824
READ DURATION: 843, LAST WRITE DURATION: 854, R/W DURATION RATIO: 0.987119
READ DURATION: 72, LAST WRITE DURATION: 188, R/W DURATION RATIO: 0.382979
READ DURATION: 510, LAST WRITE DURATION: 532, R/W DURATION RATIO: 0.958647
READ DURATION: 728, LAST WRITE DURATION: 1006, R/W DURATION RATIO: 0.723658
READ DURATION: 65, LAST WRITE DURATION: 282, R/W DURATION RATIO: 0.230496
READ DURATION: 49, LAST WRITE DURATION: 194, R/W DURATION RATIO: 0.252577
READ DURATION: 491, LAST WRITE DURATION: 801, R/W DURATION RATIO: 0.612984
