[Ramulator::ReadWriteTrace] [info] Loading trace file /home/fann/projects/cache_simulator/sampled_trace/505_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 67, LAST WRITE DURATION: 317, R/W DURATION RATIO: 0.211356
READ DURATION: 391, LAST WRITE DURATION: 430, R/W DURATION RATIO: 0.909302
READ DURATION: 321, LAST WRITE DURATION: 682, R/W DURATION RATIO: 0.470674
READ DURATION: 385, LAST WRITE DURATION: 1893, R/W DURATION RATIO: 0.203381
READ DURATION: 18003, LAST WRITE DURATION: 422, R/W DURATION RATIO: 42.6611
READ DURATION: 128, LAST WRITE DURATION: 710, R/W DURATION RATIO: 0.180282
READ DURATION: 1576, LAST WRITE DURATION: 342, R/W DURATION RATIO: 4.60819
READ DURATION: 3706, LAST WRITE DURATION: 350, R/W DURATION RATIO: 10.5886
READ DURATION: 1835, LAST WRITE DURATION: 332, R/W DURATION RATIO: 5.52711
READ DURATION: 1897, LAST WRITE DURATION: 392, R/W DURATION RATIO: 4.83929
READ DURATION: 3438, LAST WRITE DURATION: 444, R/W DURATION RATIO: 7.74324
READ DURATION: 3579, LAST WRITE DURATION: 324, R/W DURATION RATIO: 11.0463
READ DURATION: 1331, LAST WRITE DURATION: 378, R/W DURATION RATIO: 3.52116
READ DURATION: 981, LAST WRITE DURATION: 361, R/W DURATION RATIO: 2.71745
READ DURATION: 744, LAST WRITE DURATION: 418, R/W DURATION RATIO: 1.7799
READ DURATION: 909, LAST WRITE DURATION: 453, R/W DURATION RATIO: 2.00662
READ DURATION: 686, LAST WRITE DURATION: 616, R/W DURATION RATIO: 1.11364
READ DURATION: 732, LAST WRITE DURATION: 412, R/W DURATION RATIO: 1.7767
READ DURATION: 2266, LAST WRITE DURATION: 458, R/W DURATION RATIO: 4.9476
READ DURATION: 668, LAST WRITE DURATION: 400, R/W DURATION RATIO: 1.67
READ DURATION: 472, LAST WRITE DURATION: 352, R/W DURATION RATIO: 1.34091
READ DURATION: 482, LAST WRITE DURATION: 396, R/W DURATION RATIO: 1.21717
READ DURATION: 524, LAST WRITE DURATION: 393, R/W DURATION RATIO: 1.33333
READ DURATION: 466, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.37059
READ DURATION: 550, LAST WRITE DURATION: 322, R/W DURATION RATIO: 1.70807
READ DURATION: 506, LAST WRITE DURATION: 391, R/W DURATION RATIO: 1.29412
READ DURATION: 575, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.69118
READ DURATION: 539, LAST WRITE DURATION: 344, R/W DURATION RATIO: 1.56686
READ DURATION: 493, LAST WRITE DURATION: 348, R/W DURATION RATIO: 1.41667
READ DURATION: 578, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.7
READ DURATION: 592, LAST WRITE DURATION: 301, R/W DURATION RATIO: 1.96678
READ DURATION: 697, LAST WRITE DURATION: 1873, R/W DURATION RATIO: 0.37213
READ DURATION: 627, LAST WRITE DURATION: 323, R/W DURATION RATIO: 1.94118
READ DURATION: 704, LAST WRITE DURATION: 377, R/W DURATION RATIO: 1.86737
READ DURATION: 601, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.81024
READ DURATION: 653, LAST WRITE DURATION: 329, R/W DURATION RATIO: 1.9848
READ DURATION: 677, LAST WRITE DURATION: 348, R/W DURATION RATIO: 1.9454
READ DURATION: 793, LAST WRITE DURATION: 369, R/W DURATION RATIO: 2.14905
READ DURATION: 765, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.30422
READ DURATION: 846, LAST WRITE DURATION: 402, R/W DURATION RATIO: 2.10448
READ DURATION: 648, LAST WRITE DURATION: 828, R/W DURATION RATIO: 0.782609
READ DURATION: 846, LAST WRITE DURATION: 2153, R/W DURATION RATIO: 0.39294
READ DURATION: 738, LAST WRITE DURATION: 382, R/W DURATION RATIO: 1.93194
READ DURATION: 600, LAST WRITE DURATION: 484, R/W DURATION RATIO: 1.23967
READ DURATION: 682, LAST WRITE DURATION: 466, R/W DURATION RATIO: 1.46352
READ DURATION: 804, LAST WRITE DURATION: 330, R/W DURATION RATIO: 2.43636
READ DURATION: 450, LAST WRITE DURATION: 381, R/W DURATION RATIO: 1.1811
READ DURATION: 558, LAST WRITE DURATION: 436, R/W DURATION RATIO: 1.27982
READ DURATION: 538, LAST WRITE DURATION: 572, R/W DURATION RATIO: 0.940559
READ DURATION: 454, LAST WRITE DURATION: 370, R/W DURATION RATIO: 1.22703
READ DURATION: 526, LAST WRITE DURATION: 532, R/W DURATION RATIO: 0.988722
READ DURATION: 738, LAST WRITE DURATION: 1807, R/W DURATION RATIO: 0.408412
READ DURATION: 576, LAST WRITE DURATION: 486, R/W DURATION RATIO: 1.18519
READ DURATION: 552, LAST WRITE DURATION: 396, R/W DURATION RATIO: 1.39394
READ DURATION: 650, LAST WRITE DURATION: 372, R/W DURATION RATIO: 1.74731
READ DURATION: 9102, LAST WRITE DURATION: 348, R/W DURATION RATIO: 26.1552
READ DURATION: 431, LAST WRITE DURATION: 532, R/W DURATION RATIO: 0.81015
READ DURATION: 440, LAST WRITE DURATION: 605, R/W DURATION RATIO: 0.727273
READ DURATION: 479, LAST WRITE DURATION: 359, R/W DURATION RATIO: 1.33426
READ DURATION: 568, LAST WRITE DURATION: 469, R/W DURATION RATIO: 1.21109
READ DURATION: 491, LAST WRITE DURATION: 415, R/W DURATION RATIO: 1.18313
READ DURATION: 554, LAST WRITE DURATION: 390, R/W DURATION RATIO: 1.42051
READ DURATION: 518, LAST WRITE DURATION: 360, R/W DURATION RATIO: 1.43889
READ DURATION: 609, LAST WRITE DURATION: 336, R/W DURATION RATIO: 1.8125
READ DURATION: 572, LAST WRITE DURATION: 325, R/W DURATION RATIO: 1.76
READ DURATION: 443, LAST WRITE DURATION: 348, R/W DURATION RATIO: 1.27299
READ DURATION: 486, LAST WRITE DURATION: 413, R/W DURATION RATIO: 1.17676
READ DURATION: 624, LAST WRITE DURATION: 1827, R/W DURATION RATIO: 0.341544
READ DURATION: 720, LAST WRITE DURATION: 330, R/W DURATION RATIO: 2.18182
READ DURATION: 625, LAST WRITE DURATION: 314, R/W DURATION RATIO: 1.99045
READ DURATION: 616, LAST WRITE DURATION: 346, R/W DURATION RATIO: 1.78035
READ DURATION: 610, LAST WRITE DURATION: 369, R/W DURATION RATIO: 1.65312
READ DURATION: 588, LAST WRITE DURATION: 374, R/W DURATION RATIO: 1.57219
READ DURATION: 618, LAST WRITE DURATION: 350, R/W DURATION RATIO: 1.76571
READ DURATION: 2044, LAST WRITE DURATION: 332, R/W DURATION RATIO: 6.15663
READ DURATION: 857, LAST WRITE DURATION: 340, R/W DURATION RATIO: 2.52059
READ DURATION: 2285, LAST WRITE DURATION: 310, R/W DURATION RATIO: 7.37097
READ DURATION: 702, LAST WRITE DURATION: 324, R/W DURATION RATIO: 2.16667
READ DURATION: 662, LAST WRITE DURATION: 346, R/W DURATION RATIO: 1.91329
READ DURATION: 902, LAST WRITE DURATION: 381, R/W DURATION RATIO: 2.36745
READ DURATION: 1255, LAST WRITE DURATION: 466, R/W DURATION RATIO: 2.69313
READ DURATION: 1425, LAST WRITE DURATION: 433, R/W DURATION RATIO: 3.29099
READ DURATION: 586, LAST WRITE DURATION: 366, R/W DURATION RATIO: 1.60109
READ DURATION: 511, LAST WRITE DURATION: 372, R/W DURATION RATIO: 1.37366
READ DURATION: 533, LAST WRITE DURATION: 373, R/W DURATION RATIO: 1.42895
READ DURATION: 1945, LAST WRITE DURATION: 418, R/W DURATION RATIO: 4.65311
READ DURATION: 499, LAST WRITE DURATION: 428, R/W DURATION RATIO: 1.16589
READ DURATION: 477, LAST WRITE DURATION: 396, R/W DURATION RATIO: 1.20455
READ DURATION: 479, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.44277
READ DURATION: 532, LAST WRITE DURATION: 813, R/W DURATION RATIO: 0.654367
READ DURATION: 490, LAST WRITE DURATION: 394, R/W DURATION RATIO: 1.24365
READ DURATION: 586, LAST WRITE DURATION: 330, R/W DURATION RATIO: 1.77576
READ DURATION: 572, LAST WRITE DURATION: 380, R/W DURATION RATIO: 1.50526
READ DURATION: 624, LAST WRITE DURATION: 401, R/W DURATION RATIO: 1.55611
READ DURATION: 632, LAST WRITE DURATION: 382, R/W DURATION RATIO: 1.65445
READ DURATION: 623, LAST WRITE DURATION: 368, R/W DURATION RATIO: 1.69293
READ DURATION: 584, LAST WRITE DURATION: 320, R/W DURATION RATIO: 1.825
READ DURATION: 699, LAST WRITE DURATION: 1825, R/W DURATION RATIO: 0.383014
READ DURATION: 1704, LAST WRITE DURATION: 513, R/W DURATION RATIO: 3.32164
READ DURATION: 546, LAST WRITE DURATION: 356, R/W DURATION RATIO: 1.53371
READ DURATION: 482, LAST WRITE DURATION: 348, R/W DURATION RATIO: 1.38506
READ DURATION: 418, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.25904
READ DURATION: 483, LAST WRITE DURATION: 320, R/W DURATION RATIO: 1.50937
READ DURATION: 498, LAST WRITE DURATION: 348, R/W DURATION RATIO: 1.43103
READ DURATION: 450, LAST WRITE DURATION: 326, R/W DURATION RATIO: 1.38037
READ DURATION: 497, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.49699
READ DURATION: 538, LAST WRITE DURATION: 343, R/W DURATION RATIO: 1.56851
READ DURATION: 542, LAST WRITE DURATION: 333, R/W DURATION RATIO: 1.62763
READ DURATION: 1939, LAST WRITE DURATION: 368, R/W DURATION RATIO: 5.26902
READ DURATION: 518, LAST WRITE DURATION: 380, R/W DURATION RATIO: 1.36316
READ DURATION: 483, LAST WRITE DURATION: 348, R/W DURATION RATIO: 1.38793
READ DURATION: 435, LAST WRITE DURATION: 399, R/W DURATION RATIO: 1.09023
READ DURATION: 451, LAST WRITE DURATION: 370, R/W DURATION RATIO: 1.21892
READ DURATION: 474, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.39412
READ DURATION: 586, LAST WRITE DURATION: 351, R/W DURATION RATIO: 1.66952
READ DURATION: 540, LAST WRITE DURATION: 314, R/W DURATION RATIO: 1.71975
READ DURATION: 506, LAST WRITE DURATION: 350, R/W DURATION RATIO: 1.44571
READ DURATION: 468, LAST WRITE DURATION: 298, R/W DURATION RATIO: 1.57047
READ DURATION: 610, LAST WRITE DURATION: 493, R/W DURATION RATIO: 1.23732
READ DURATION: 393, LAST WRITE DURATION: 986, R/W DURATION RATIO: 0.39858
READ DURATION: 1944, LAST WRITE DURATION: 388, R/W DURATION RATIO: 5.01031
READ DURATION: 496, LAST WRITE DURATION: 372, R/W DURATION RATIO: 1.33333
READ DURATION: 529, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.55588
READ DURATION: 539, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.58529
READ DURATION: 449, LAST WRITE DURATION: 390, R/W DURATION RATIO: 1.15128
READ DURATION: 607, LAST WRITE DURATION: 345, R/W DURATION RATIO: 1.75942
READ DURATION: 3471, LAST WRITE DURATION: 349, R/W DURATION RATIO: 9.94556
READ DURATION: 848, LAST WRITE DURATION: 359, R/W DURATION RATIO: 2.36212
READ DURATION: 786, LAST WRITE DURATION: 324, R/W DURATION RATIO: 2.42593
READ DURATION: 734, LAST WRITE DURATION: 1873, R/W DURATION RATIO: 0.391885
READ DURATION: 770, LAST WRITE DURATION: 364, R/W DURATION RATIO: 2.11538
READ DURATION: 3996, LAST WRITE DURATION: 322, R/W DURATION RATIO: 12.4099
READ DURATION: 601, LAST WRITE DURATION: 356, R/W DURATION RATIO: 1.6882
READ DURATION: 638, LAST WRITE DURATION: 373, R/W DURATION RATIO: 1.71046
READ DURATION: 517, LAST WRITE DURATION: 324, R/W DURATION RATIO: 1.59568
READ DURATION: 604, LAST WRITE DURATION: 322, R/W DURATION RATIO: 1.87578
READ DURATION: 5609, LAST WRITE DURATION: 332, R/W DURATION RATIO: 16.8946
READ DURATION: 623, LAST WRITE DURATION: 384, R/W DURATION RATIO: 1.6224
READ DURATION: 516, LAST WRITE DURATION: 412, R/W DURATION RATIO: 1.25243
READ DURATION: 694, LAST WRITE DURATION: 340, R/W DURATION RATIO: 2.04118
READ DURATION: 585, LAST WRITE DURATION: 328, R/W DURATION RATIO: 1.78354
READ DURATION: 13883, LAST WRITE DURATION: 322, R/W DURATION RATIO: 43.1149
READ DURATION: 3335, LAST WRITE DURATION: 327, R/W DURATION RATIO: 10.1988
READ DURATION: 2000, LAST WRITE DURATION: 941, R/W DURATION RATIO: 2.1254
READ DURATION: 4376, LAST WRITE DURATION: 436, R/W DURATION RATIO: 10.0367
READ DURATION: 1286, LAST WRITE DURATION: 418, R/W DURATION RATIO: 3.07656
READ DURATION: 6368, LAST WRITE DURATION: 468, R/W DURATION RATIO: 13.6068
READ DURATION: 2613, LAST WRITE DURATION: 322, R/W DURATION RATIO: 8.11491
READ DURATION: 12614, LAST WRITE DURATION: 588, R/W DURATION RATIO: 21.4524
READ DURATION: 4109, LAST WRITE DURATION: 524, R/W DURATION RATIO: 7.8416
READ DURATION: 5644, LAST WRITE DURATION: 386, R/W DURATION RATIO: 14.6218
READ DURATION: 1934, LAST WRITE DURATION: 446, R/W DURATION RATIO: 4.33632
READ DURATION: 315, LAST WRITE DURATION: 440, R/W DURATION RATIO: 0.715909
READ DURATION: 408, LAST WRITE DURATION: 415, R/W DURATION RATIO: 0.983133
READ DURATION: 5020, LAST WRITE DURATION: 356, R/W DURATION RATIO: 14.1011
READ DURATION: 40626, LAST WRITE DURATION: 486, R/W DURATION RATIO: 83.5926
READ DURATION: 78640, LAST WRITE DURATION: 2755, R/W DURATION RATIO: 28.5445
READ DURATION: 94077, LAST WRITE DURATION: 363, R/W DURATION RATIO: 259.165
READ DURATION: 1007, LAST WRITE DURATION: 327, R/W DURATION RATIO: 3.07951
READ DURATION: 3297, LAST WRITE DURATION: 376, R/W DURATION RATIO: 8.76862
READ DURATION: 1450, LAST WRITE DURATION: 364, R/W DURATION RATIO: 3.98352
READ DURATION: 1898, LAST WRITE DURATION: 356, R/W DURATION RATIO: 5.33146
READ DURATION: 2082, LAST WRITE DURATION: 532, R/W DURATION RATIO: 3.91353
READ DURATION: 1788, LAST WRITE DURATION: 364, R/W DURATION RATIO: 4.91209
READ DURATION: 511, LAST WRITE DURATION: 520, R/W DURATION RATIO: 0.982692
READ DURATION: 2030, LAST WRITE DURATION: 388, R/W DURATION RATIO: 5.23196
READ DURATION: 560, LAST WRITE DURATION: 548, R/W DURATION RATIO: 1.0219
READ DURATION: 654, LAST WRITE DURATION: 436, R/W DURATION RATIO: 1.5
READ DURATION: 3558, LAST WRITE DURATION: 380, R/W DURATION RATIO: 9.36316
READ DURATION: 6593, LAST WRITE DURATION: 555, R/W DURATION RATIO: 11.8793
READ DURATION: 1106, LAST WRITE DURATION: 334, R/W DURATION RATIO: 3.31138
READ DURATION: 926, LAST WRITE DURATION: 460, R/W DURATION RATIO: 2.01304
READ DURATION: 752, LAST WRITE DURATION: 434, R/W DURATION RATIO: 1.73272
READ DURATION: 21697, LAST WRITE DURATION: 404, R/W DURATION RATIO: 53.7054
READ DURATION: 9972, LAST WRITE DURATION: 387, R/W DURATION RATIO: 25.7674
READ DURATION: 572, LAST WRITE DURATION: 432, R/W DURATION RATIO: 1.32407
READ DURATION: 486, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.46386
READ DURATION: 634, LAST WRITE DURATION: 332, R/W DURATION RATIO: 1.90964
READ DURATION: 657, LAST WRITE DURATION: 391, R/W DURATION RATIO: 1.68031
READ DURATION: 605, LAST WRITE DURATION: 324, R/W DURATION RATIO: 1.86728
READ DURATION: 627, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.84412
READ DURATION: 706, LAST WRITE DURATION: 322, R/W DURATION RATIO: 2.19255
READ DURATION: 842, LAST WRITE DURATION: 332, R/W DURATION RATIO: 2.53614
READ DURATION: 7456, LAST WRITE DURATION: 342, R/W DURATION RATIO: 21.8012
READ DURATION: 592, LAST WRITE DURATION: 348, R/W DURATION RATIO: 1.70115
READ DURATION: 600, LAST WRITE DURATION: 546, R/W DURATION RATIO: 1.0989
READ DURATION: 1161, LAST WRITE DURATION: 490, R/W DURATION RATIO: 2.36939
READ DURATION: 870, LAST WRITE DURATION: 436, R/W DURATION RATIO: 1.99541
READ DURATION: 794, LAST WRITE DURATION: 378, R/W DURATION RATIO: 2.10053
READ DURATION: 746, LAST WRITE DURATION: 372, R/W DURATION RATIO: 2.00538
READ DURATION: 682, LAST WRITE DURATION: 1746, R/W DURATION RATIO: 0.390607
READ DURATION: 2618, LAST WRITE DURATION: 394, R/W DURATION RATIO: 6.64467
READ DURATION: 974, LAST WRITE DURATION: 340, R/W DURATION RATIO: 2.86471
READ DURATION: 924, LAST WRITE DURATION: 506, R/W DURATION RATIO: 1.82609
READ DURATION: 1106, LAST WRITE DURATION: 404, R/W DURATION RATIO: 2.73762
READ DURATION: 898, LAST WRITE DURATION: 440, R/W DURATION RATIO: 2.04091
READ DURATION: 3770, LAST WRITE DURATION: 334, R/W DURATION RATIO: 11.2874
READ DURATION: 627, LAST WRITE DURATION: 340, R/W DURATION RATIO: 1.84412
READ DURATION: 710, LAST WRITE DURATION: 590, R/W DURATION RATIO: 1.20339
READ DURATION: 644, LAST WRITE DURATION: 740, R/W DURATION RATIO: 0.87027
READ DURATION: 802, LAST WRITE DURATION: 562, R/W DURATION RATIO: 1.42705
READ DURATION: 936, LAST WRITE DURATION: 406, R/W DURATION RATIO: 2.30542
READ DURATION: 800, LAST WRITE DURATION: 502, R/W DURATION RATIO: 1.59363
READ DURATION: 591, LAST WRITE DURATION: 380, R/W DURATION RATIO: 1.55526
READ DURATION: 2530, LAST WRITE DURATION: 376, R/W DURATION RATIO: 6.72872
READ DURATION: 1242, LAST WRITE DURATION: 386, R/W DURATION RATIO: 3.21762
READ DURATION: 1986, LAST WRITE DURATION: 394, R/W DURATION RATIO: 5.04061
READ DURATION: 1922, LAST WRITE DURATION: 332, R/W DURATION RATIO: 5.78916
READ DURATION: 1118, LAST WRITE DURATION: 332, R/W DURATION RATIO: 3.36747
READ DURATION: 868, LAST WRITE DURATION: 396, R/W DURATION RATIO: 2.19192
READ DURATION: 3077, LAST WRITE DURATION: 896, R/W DURATION RATIO: 3.43415
READ DURATION: 1266, LAST WRITE DURATION: 492, R/W DURATION RATIO: 2.57317
READ DURATION: 1438, LAST WRITE DURATION: 514, R/W DURATION RATIO: 2.79767
READ DURATION: 28433, LAST WRITE DURATION: 322, R/W DURATION RATIO: 88.3012
