[Ramulator::ReadWriteTrace] [info] Loading trace file /media/fann/T9/MEM_INTENSIVE_SPEC_GAP/bfs_road_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 404, READ INSTS: 45, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46377
READ DURATION: 415, READ INSTS: 46, LAST WRITE DURATION: 279, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.48746
READ DURATION: 1855, READ INSTS: 47, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.53169
READ DURATION: 419, READ INSTS: 44, LAST WRITE DURATION: 258, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.62403
READ DURATION: 493, READ INSTS: 57, LAST WRITE DURATION: 215, LAST WRITE INSTS: 28, R/W DURATION RATIO: 2.29302
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 273, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.52381
READ DURATION: 436, READ INSTS: 49, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.57971
READ DURATION: 446, READ INSTS: 51, LAST WRITE DURATION: 216, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.06481
READ DURATION: 466, READ INSTS: 53, LAST WRITE DURATION: 283, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.64664
READ DURATION: 409, READ INSTS: 45, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.87615
READ DURATION: 440, READ INSTS: 50, LAST WRITE DURATION: 302, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.45695
READ DURATION: 450, READ INSTS: 51, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.78571
READ DURATION: 392, READ INSTS: 44, LAST WRITE DURATION: 244, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.60656
READ DURATION: 424, READ INSTS: 49, LAST WRITE DURATION: 303, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39934
READ DURATION: 466, READ INSTS: 53, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.79231
READ DURATION: 412, READ INSTS: 47, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.49275
READ DURATION: 439, READ INSTS: 49, LAST WRITE DURATION: 264, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.66288
READ DURATION: 417, READ INSTS: 47, LAST WRITE DURATION: 263, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.58555
READ DURATION: 1786, READ INSTS: 42, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.47101
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 313, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41214
READ DURATION: 451, READ INSTS: 51, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.78968
READ DURATION: 444, READ INSTS: 44, LAST WRITE DURATION: 246, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.80488
READ DURATION: 420, READ INSTS: 46, LAST WRITE DURATION: 296, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41892
READ DURATION: 442, READ INSTS: 51, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.54545
READ DURATION: 435, READ INSTS: 49, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.99541
READ DURATION: 396, READ INSTS: 44, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39437
READ DURATION: 370, READ INSTS: 41, LAST WRITE DURATION: 298, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.24161
READ DURATION: 397, READ INSTS: 45, LAST WRITE DURATION: 326, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.21779
READ DURATION: 391, READ INSTS: 41, LAST WRITE DURATION: 315, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.24127
READ DURATION: 466, READ INSTS: 53, LAST WRITE DURATION: 322, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.4472
READ DURATION: 459, READ INSTS: 52, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.1055
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 244, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.67213
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.6014
READ DURATION: 425, READ INSTS: 48, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.86404
READ DURATION: 1830, READ INSTS: 41, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.63043
READ DURATION: 434, READ INSTS: 49, LAST WRITE DURATION: 324, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.33951
READ DURATION: 456, READ INSTS: 52, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.09174
READ DURATION: 400, READ INSTS: 45, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44928
READ DURATION: 414, READ INSTS: 46, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41781
READ DURATION: 402, READ INSTS: 45, LAST WRITE DURATION: 281, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.4306
READ DURATION: 402, READ INSTS: 46, LAST WRITE DURATION: 295, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.36271
READ DURATION: 467, READ INSTS: 49, LAST WRITE DURATION: 260, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.79615
READ DURATION: 450, READ INSTS: 50, LAST WRITE DURATION: 224, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.00893
READ DURATION: 400, READ INSTS: 44, LAST WRITE DURATION: 276, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.44928
READ DURATION: 434, READ INSTS: 50, LAST WRITE DURATION: 296, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46622
READ DURATION: 493, READ INSTS: 56, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.26147
READ DURATION: 409, READ INSTS: 46, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.79386
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39726
READ DURATION: 450, READ INSTS: 51, LAST WRITE DURATION: 287, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.56794
READ DURATION: 443, READ INSTS: 50, LAST WRITE DURATION: 246, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.80081
READ DURATION: 1794, READ INSTS: 37, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 7.11905
READ DURATION: 370, READ INSTS: 42, LAST WRITE DURATION: 351, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.05413
READ DURATION: 416, READ INSTS: 46, LAST WRITE DURATION: 317, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3123
READ DURATION: 393, READ INSTS: 43, LAST WRITE DURATION: 247, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.59109
READ DURATION: 419, READ INSTS: 47, LAST WRITE DURATION: 320, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.30937
READ DURATION: 441, READ INSTS: 49, LAST WRITE DURATION: 275, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.60364
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 245, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.66531
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 290, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.57931
READ DURATION: 459, READ INSTS: 52, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.1055
READ DURATION: 379, READ INSTS: 43, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.50397
READ DURATION: 408, READ INSTS: 48, LAST WRITE DURATION: 311, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3119
READ DURATION: 426, READ INSTS: 49, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.58955
READ DURATION: 434, READ INSTS: 49, LAST WRITE DURATION: 262, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.65649
READ DURATION: 424, READ INSTS: 47, LAST WRITE DURATION: 264, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.60606
READ DURATION: 341, READ INSTS: 37, LAST WRITE DURATION: 331, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.03021
READ DURATION: 361, READ INSTS: 41, LAST WRITE DURATION: 355, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.0169
READ DURATION: 332, READ INSTS: 32, LAST WRITE DURATION: 1753, LAST WRITE INSTS: 23, R/W DURATION RATIO: 0.257764
WAITED CYCLES: 205
READ DURATION: 421, READ INSTS: 47, LAST WRITE DURATION: 392, LAST WRITE INSTS: 31, R/W DURATION RATIO: 1.07398
READ DURATION: 418, READ INSTS: 47, LAST WRITE DURATION: 275, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.52
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.47826
READ DURATION: 419, READ INSTS: 47, LAST WRITE DURATION: 287, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.45993
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 277, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.53069
READ DURATION: 397, READ INSTS: 44, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.48134
READ DURATION: 432, READ INSTS: 50, LAST WRITE DURATION: 299, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44482
READ DURATION: 427, READ INSTS: 48, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.69444
READ DURATION: 395, READ INSTS: 44, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46296
READ DURATION: 409, READ INSTS: 45, LAST WRITE DURATION: 302, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3543
READ DURATION: 411, READ INSTS: 46, LAST WRITE DURATION: 289, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.42215
READ DURATION: 434, READ INSTS: 48, LAST WRITE DURATION: 290, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.49655
READ DURATION: 427, READ INSTS: 48, LAST WRITE DURATION: 270, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.58148
READ DURATION: 400, READ INSTS: 45, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.48148
READ DURATION: 430, READ INSTS: 48, LAST WRITE DURATION: 294, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46259
READ DURATION: 409, READ INSTS: 45, LAST WRITE DURATION: 1781, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.270503
WAITED CYCLES: 498
READ DURATION: 408, READ INSTS: 47, LAST WRITE DURATION: 288, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41667
READ DURATION: 426, READ INSTS: 48, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.54348
READ DURATION: 429, READ INSTS: 48, LAST WRITE DURATION: 272, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.57721
READ DURATION: 454, READ INSTS: 51, LAST WRITE DURATION: 267, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.70037
READ DURATION: 396, READ INSTS: 45, LAST WRITE DURATION: 233, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.69957
READ DURATION: 421, READ INSTS: 48, LAST WRITE DURATION: 301, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39867
READ DURATION: 357, READ INSTS: 41, LAST WRITE DURATION: 266, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.34211
READ DURATION: 446, READ INSTS: 50, LAST WRITE DURATION: 323, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3808
READ DURATION: 432, READ INSTS: 49, LAST WRITE DURATION: 215, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.0093
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 300, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41333
READ DURATION: 381, READ INSTS: 42, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.42164
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 314, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.35032
READ DURATION: 435, READ INSTS: 49, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.61111
READ DURATION: 395, READ INSTS: 44, LAST WRITE DURATION: 263, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5019
READ DURATION: 1800, READ INSTS: 48, LAST WRITE DURATION: 301, LAST WRITE INSTS: 27, R/W DURATION RATIO: 5.98007
READ DURATION: 428, READ INSTS: 48, LAST WRITE DURATION: 263, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.62738
READ DURATION: 393, READ INSTS: 47, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41367
READ DURATION: 406, READ INSTS: 45, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.47101
READ DURATION: 378, READ INSTS: 43, LAST WRITE DURATION: 290, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.30345
READ DURATION: 403, READ INSTS: 45, LAST WRITE DURATION: 310, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3
READ DURATION: 388, READ INSTS: 43, LAST WRITE DURATION: 300, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.29333
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 306, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.33333
