[Ramulator::ReadWriteTrace] [info] Loading trace file /media/fann/T9/MEM_INTENSIVE_SPEC_GAP/tc_road_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 415, READ INSTS: 45, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.53704
READ DURATION: 1905, READ INSTS: 50, LAST WRITE DURATION: 302, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.30795
READ DURATION: 393, READ INSTS: 44, LAST WRITE DURATION: 217, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.81106
READ DURATION: 434, READ INSTS: 50, LAST WRITE DURATION: 332, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.30723
READ DURATION: 442, READ INSTS: 48, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.75397
READ DURATION: 468, READ INSTS: 48, LAST WRITE DURATION: 300, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.56
READ DURATION: 470, READ INSTS: 52, LAST WRITE DURATION: 311, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.51125
READ DURATION: 432, READ INSTS: 50, LAST WRITE DURATION: 228, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.89474
READ DURATION: 427, READ INSTS: 49, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.64231
READ DURATION: 450, READ INSTS: 50, LAST WRITE DURATION: 249, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.80723
READ DURATION: 396, READ INSTS: 43, LAST WRITE DURATION: 263, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.5057
READ DURATION: 434, READ INSTS: 48, LAST WRITE DURATION: 301, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44186
READ DURATION: 443, READ INSTS: 50, LAST WRITE DURATION: 270, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.64074
READ DURATION: 392, READ INSTS: 45, LAST WRITE DURATION: 254, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.54331
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.42466
READ DURATION: 435, READ INSTS: 49, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.56475
READ DURATION: 436, READ INSTS: 46, LAST WRITE DURATION: 262, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.66412
READ DURATION: 399, READ INSTS: 43, LAST WRITE DURATION: 1771, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.263889
WAITED CYCLES: 518
READ DURATION: 449, READ INSTS: 49, LAST WRITE DURATION: 306, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46732
READ DURATION: 457, READ INSTS: 52, LAST WRITE DURATION: 212, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.15566
READ DURATION: 440, READ INSTS: 50, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5942
READ DURATION: 437, READ INSTS: 48, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.73413
READ DURATION: 348, READ INSTS: 37, LAST WRITE DURATION: 280, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.24286
READ DURATION: 432, READ INSTS: 49, LAST WRITE DURATION: 318, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.35849
READ DURATION: 432, READ INSTS: 49, LAST WRITE DURATION: 294, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46939
READ DURATION: 418, READ INSTS: 47, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.60769
READ DURATION: 380, READ INSTS: 44, LAST WRITE DURATION: 272, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39706
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 298, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.53691
READ DURATION: 456, READ INSTS: 52, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.9322
READ DURATION: 453, READ INSTS: 51, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.91949
READ DURATION: 453, READ INSTS: 51, LAST WRITE DURATION: 215, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.10698
READ DURATION: 390, READ INSTS: 43, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44444
READ DURATION: 1840, READ INSTS: 45, LAST WRITE DURATION: 306, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.01307
READ DURATION: 365, READ INSTS: 40, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.28521
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 337, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.31157
READ DURATION: 343, READ INSTS: 38, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.45339
READ DURATION: 405, READ INSTS: 46, LAST WRITE DURATION: 346, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.17052
READ DURATION: 450, READ INSTS: 51, LAST WRITE DURATION: 283, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.59011
READ DURATION: 451, READ INSTS: 50, LAST WRITE DURATION: 244, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.84836
READ DURATION: 400, READ INSTS: 45, LAST WRITE DURATION: 240, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.66667
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 300, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.47333
READ DURATION: 426, READ INSTS: 48, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.69048
READ DURATION: 392, READ INSTS: 44, LAST WRITE DURATION: 271, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44649
READ DURATION: 395, READ INSTS: 43, LAST WRITE DURATION: 304, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.29934
READ DURATION: 426, READ INSTS: 49, LAST WRITE DURATION: 305, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39672
READ DURATION: 419, READ INSTS: 47, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.61154
READ DURATION: 432, READ INSTS: 49, LAST WRITE DURATION: 275, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.57091
READ DURATION: 381, READ INSTS: 42, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41111
READ DURATION: 1814, READ INSTS: 42, LAST WRITE DURATION: 318, LAST WRITE INSTS: 27, R/W DURATION RATIO: 5.7044
READ DURATION: 497, READ INSTS: 56, LAST WRITE DURATION: 266, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.86842
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 255, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.6
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.61268
READ DURATION: 523, READ INSTS: 45, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.2161
READ DURATION: 393, READ INSTS: 42, LAST WRITE DURATION: 295, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3322
READ DURATION: 370, READ INSTS: 42, LAST WRITE DURATION: 315, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.1746
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 318, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44025
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.94068
READ DURATION: 466, READ INSTS: 52, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.97458
READ DURATION: 396, READ INSTS: 45, LAST WRITE DURATION: 214, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.85047
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 308, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.37662
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.64748
READ DURATION: 440, READ INSTS: 50, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.86441
READ DURATION: 405, READ INSTS: 44, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.60714
READ DURATION: 418, READ INSTS: 46, LAST WRITE DURATION: 301, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3887
READ DURATION: 1787, READ INSTS: 37, LAST WRITE DURATION: 279, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.40502
READ DURATION: 380, READ INSTS: 42, LAST WRITE DURATION: 356, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.06742
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 314, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.35032
READ DURATION: 402, READ INSTS: 43, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.48889
READ DURATION: 376, READ INSTS: 43, LAST WRITE DURATION: 306, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.22876
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 310, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.34194
READ DURATION: 432, READ INSTS: 49, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.55396
READ DURATION: 460, READ INSTS: 52, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.76923
READ DURATION: 427, READ INSTS: 48, LAST WRITE DURATION: 235, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.81702
READ DURATION: 403, READ INSTS: 45, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46014
READ DURATION: 419, READ INSTS: 48, LAST WRITE DURATION: 295, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.42034
READ DURATION: 415, READ INSTS: 47, LAST WRITE DURATION: 272, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.52574
READ DURATION: 400, READ INSTS: 45, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.43885
READ DURATION: 453, READ INSTS: 51, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.55137
READ DURATION: 464, READ INSTS: 53, LAST WRITE DURATION: 215, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.15814
READ DURATION: 453, READ INSTS: 51, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.79762
READ DURATION: 480, READ INSTS: 47, LAST WRITE DURATION: 1684, LAST WRITE INSTS: 21, R/W DURATION RATIO: 0.408163
READ DURATION: 434, READ INSTS: 49, LAST WRITE DURATION: 278, LAST WRITE INSTS: 33, R/W DURATION RATIO: 1.56115
READ DURATION: 411, READ INSTS: 46, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.58077
READ DURATION: 438, READ INSTS: 49, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.68462
READ DURATION: 391, READ INSTS: 43, LAST WRITE DURATION: 284, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.37676
READ DURATION: 417, READ INSTS: 47, LAST WRITE DURATION: 307, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.35831
READ DURATION: 466, READ INSTS: 53, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.68841
READ DURATION: 456, READ INSTS: 52, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2
READ DURATION: 508, READ INSTS: 48, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.15254
READ DURATION: 433, READ INSTS: 46, LAST WRITE DURATION: 314, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.37898
READ DURATION: 466, READ INSTS: 52, LAST WRITE DURATION: 335, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39104
READ DURATION: 450, READ INSTS: 52, LAST WRITE DURATION: 294, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.53061
READ DURATION: 440, READ INSTS: 50, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.86441
READ DURATION: 437, READ INSTS: 45, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.73413
READ DURATION: 393, READ INSTS: 44, LAST WRITE DURATION: 291, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.35052
READ DURATION: 1767, READ INSTS: 38, LAST WRITE DURATION: 300, LAST WRITE INSTS: 27, R/W DURATION RATIO: 5.89
READ DURATION: 387, READ INSTS: 43, LAST WRITE DURATION: 345, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.12174
READ DURATION: 425, READ INSTS: 47, LAST WRITE DURATION: 286, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.48601
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 276, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.53623
READ DURATION: 455, READ INSTS: 51, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.69776
READ DURATION: 482, READ INSTS: 46, LAST WRITE DURATION: 224, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.15179
