[Ramulator::ReadWriteTrace] [info] Loading trace file /media/fann/T9/MEM_INTENSIVE_SPEC_GAP/parest.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 230, READ INSTS: 23, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.833333
READ DURATION: 331, READ INSTS: 36, LAST WRITE DURATION: 279, LAST WRITE INSTS: 43, R/W DURATION RATIO: 1.18638
READ DURATION: 234, READ INSTS: 24, LAST WRITE DURATION: 261, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.896552
READ DURATION: 234, READ INSTS: 24, LAST WRITE DURATION: 294, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.795918
READ DURATION: 248, READ INSTS: 27, LAST WRITE DURATION: 242, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.02479
READ DURATION: 240, READ INSTS: 25, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.01695
READ DURATION: 256, READ INSTS: 27, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.08475
READ DURATION: 242, READ INSTS: 25, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.0614
READ DURATION: 3621, READ INSTS: 436, LAST WRITE DURATION: 271, LAST WRITE INSTS: 27, R/W DURATION RATIO: 13.3616
READ DURATION: 16253, READ INSTS: 1643, LAST WRITE DURATION: 279, LAST WRITE INSTS: 25, R/W DURATION RATIO: 58.2545
READ DURATION: 9051, READ INSTS: 1108, LAST WRITE DURATION: 313, LAST WRITE INSTS: 28, R/W DURATION RATIO: 28.9169
READ DURATION: 14422, READ INSTS: 1579, LAST WRITE DURATION: 1714, LAST WRITE INSTS: 18, R/W DURATION RATIO: 14.3075
READ DURATION: 4053, READ INSTS: 482, LAST WRITE DURATION: 254, LAST WRITE INSTS: 26, R/W DURATION RATIO: 15.9567
READ DURATION: 2854, READ INSTS: 337, LAST WRITE DURATION: 286, LAST WRITE INSTS: 36, R/W DURATION RATIO: 9.97902
READ DURATION: 27744, READ INSTS: 2868, LAST WRITE DURATION: 329, LAST WRITE INSTS: 27, R/W DURATION RATIO: 84.3283
READ DURATION: 5092, READ INSTS: 610, LAST WRITE DURATION: 474, LAST WRITE INSTS: 23, R/W DURATION RATIO: 10.7426
READ DURATION: 8271, READ INSTS: 827, LAST WRITE DURATION: 273, LAST WRITE INSTS: 26, R/W DURATION RATIO: 30.2967
READ DURATION: 31022, READ INSTS: 3431, LAST WRITE DURATION: 272, LAST WRITE INSTS: 32, R/W DURATION RATIO: 114.051
READ DURATION: 833, READ INSTS: 84, LAST WRITE DURATION: 156, LAST WRITE INSTS: 14, R/W DURATION RATIO: 5.33974
READ DURATION: 15716, READ INSTS: 1577, LAST WRITE DURATION: 258, LAST WRITE INSTS: 40, R/W DURATION RATIO: 60.9147
READ DURATION: 41919, READ INSTS: 4464, LAST WRITE DURATION: 254, LAST WRITE INSTS: 41, R/W DURATION RATIO: 165.035
READ DURATION: 13225, READ INSTS: 1428, LAST WRITE DURATION: 216, LAST WRITE INSTS: 25, R/W DURATION RATIO: 61.2269
READ DURATION: 27405, READ INSTS: 3006, LAST WRITE DURATION: 134, LAST WRITE INSTS: 25, R/W DURATION RATIO: 204.515
READ DURATION: 53799, READ INSTS: 5920, LAST WRITE DURATION: 211, LAST WRITE INSTS: 29, R/W DURATION RATIO: 254.972
READ DURATION: 4122, READ INSTS: 324, LAST WRITE DURATION: 196, LAST WRITE INSTS: 27, R/W DURATION RATIO: 21.0306
READ DURATION: 335, READ INSTS: 34, LAST WRITE DURATION: 269, LAST WRITE INSTS: 34, R/W DURATION RATIO: 1.24535
READ DURATION: 362, READ INSTS: 39, LAST WRITE DURATION: 270, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.34074
READ DURATION: 360, READ INSTS: 39, LAST WRITE DURATION: 252, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.42857
READ DURATION: 468, READ INSTS: 52, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.98305
READ DURATION: 559, READ INSTS: 63, LAST WRITE DURATION: 217, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.57604
READ DURATION: 535, READ INSTS: 59, LAST WRITE DURATION: 268, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.99627
READ DURATION: 450, READ INSTS: 52, LAST WRITE DURATION: 239, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.88285
READ DURATION: 320, READ INSTS: 36, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.40351
READ DURATION: 467, READ INSTS: 53, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.97881
READ DURATION: 6922, READ INSTS: 664, LAST WRITE DURATION: 306, LAST WRITE INSTS: 27, R/W DURATION RATIO: 22.6209
READ DURATION: 34846, READ INSTS: 3762, LAST WRITE DURATION: 275, LAST WRITE INSTS: 17, R/W DURATION RATIO: 126.713
READ DURATION: 4995, READ INSTS: 583, LAST WRITE DURATION: 166, LAST WRITE INSTS: 22, R/W DURATION RATIO: 30.0904
READ DURATION: 10322, READ INSTS: 1078, LAST WRITE DURATION: 214, LAST WRITE INSTS: 35, R/W DURATION RATIO: 48.2336
READ DURATION: 14288, READ INSTS: 1565, LAST WRITE DURATION: 211, LAST WRITE INSTS: 21, R/W DURATION RATIO: 67.7156
READ DURATION: 766, READ INSTS: 82, LAST WRITE DURATION: 218, LAST WRITE INSTS: 32, R/W DURATION RATIO: 3.51376
READ DURATION: 1453, READ INSTS: 163, LAST WRITE DURATION: 138, LAST WRITE INSTS: 23, R/W DURATION RATIO: 10.529
READ DURATION: 6399, READ INSTS: 610, LAST WRITE DURATION: 342, LAST WRITE INSTS: 39, R/W DURATION RATIO: 18.7105
READ DURATION: 6656, READ INSTS: 808, LAST WRITE DURATION: 238, LAST WRITE INSTS: 17, R/W DURATION RATIO: 27.9664
READ DURATION: 9024, READ INSTS: 924, LAST WRITE DURATION: 254, LAST WRITE INSTS: 28, R/W DURATION RATIO: 35.5276
READ DURATION: 7454, READ INSTS: 738, LAST WRITE DURATION: 258, LAST WRITE INSTS: 30, R/W DURATION RATIO: 28.8915
READ DURATION: 5398, READ INSTS: 646, LAST WRITE DURATION: 198, LAST WRITE INSTS: 18, R/W DURATION RATIO: 27.2626
READ DURATION: 866, READ INSTS: 89, LAST WRITE DURATION: 218, LAST WRITE INSTS: 32, R/W DURATION RATIO: 3.97248
READ DURATION: 27571, READ INSTS: 3048, LAST WRITE DURATION: 283, LAST WRITE INSTS: 34, R/W DURATION RATIO: 97.424
READ DURATION: 21523, READ INSTS: 2277, LAST WRITE DURATION: 206, LAST WRITE INSTS: 17, R/W DURATION RATIO: 104.481
READ DURATION: 7907, READ INSTS: 777, LAST WRITE DURATION: 317, LAST WRITE INSTS: 27, R/W DURATION RATIO: 24.9432
READ DURATION: 10067, READ INSTS: 1030, LAST WRITE DURATION: 157, LAST WRITE INSTS: 24, R/W DURATION RATIO: 64.121
READ DURATION: 46151, READ INSTS: 5101, LAST WRITE DURATION: 287, LAST WRITE INSTS: 39, R/W DURATION RATIO: 160.805
READ DURATION: 18209, READ INSTS: 1871, LAST WRITE DURATION: 192, LAST WRITE INSTS: 16, R/W DURATION RATIO: 94.8385
READ DURATION: 18578, READ INSTS: 2093, LAST WRITE DURATION: 194, LAST WRITE INSTS: 30, R/W DURATION RATIO: 95.7629
READ DURATION: 28904, READ INSTS: 3050, LAST WRITE DURATION: 270, LAST WRITE INSTS: 35, R/W DURATION RATIO: 107.052
READ DURATION: 3777, READ INSTS: 449, LAST WRITE DURATION: 212, LAST WRITE INSTS: 21, R/W DURATION RATIO: 17.816
READ DURATION: 13874, READ INSTS: 1535, LAST WRITE DURATION: 305, LAST WRITE INSTS: 30, R/W DURATION RATIO: 45.4885
READ DURATION: 7641, READ INSTS: 766, LAST WRITE DURATION: 298, LAST WRITE INSTS: 32, R/W DURATION RATIO: 25.6409
READ DURATION: 2480, READ INSTS: 303, LAST WRITE DURATION: 281, LAST WRITE INSTS: 29, R/W DURATION RATIO: 8.82562
READ DURATION: 23292, READ INSTS: 2506, LAST WRITE DURATION: 258, LAST WRITE INSTS: 26, R/W DURATION RATIO: 90.2791
READ DURATION: 1437, READ INSTS: 167, LAST WRITE DURATION: 274, LAST WRITE INSTS: 25, R/W DURATION RATIO: 5.24453
READ DURATION: 18805, READ INSTS: 1957, LAST WRITE DURATION: 278, LAST WRITE INSTS: 28, R/W DURATION RATIO: 67.6439
READ DURATION: 1682, READ INSTS: 192, LAST WRITE DURATION: 267, LAST WRITE INSTS: 21, R/W DURATION RATIO: 6.29963
READ DURATION: 21017, READ INSTS: 2405, LAST WRITE DURATION: 280, LAST WRITE INSTS: 29, R/W DURATION RATIO: 75.0607
READ DURATION: 3228, READ INSTS: 382, LAST WRITE DURATION: 1665, LAST WRITE INSTS: 23, R/W DURATION RATIO: 2.50621
READ DURATION: 747, READ INSTS: 80, LAST WRITE DURATION: 252, LAST WRITE INSTS: 35, R/W DURATION RATIO: 2.96429
READ DURATION: 9542, READ INSTS: 1001, LAST WRITE DURATION: 211, LAST WRITE INSTS: 27, R/W DURATION RATIO: 45.2227
READ DURATION: 27621, READ INSTS: 3031, LAST WRITE DURATION: 300, LAST WRITE INSTS: 29, R/W DURATION RATIO: 92.07
READ DURATION: 1141, READ INSTS: 136, LAST WRITE DURATION: 278, LAST WRITE INSTS: 25, R/W DURATION RATIO: 4.10432
READ DURATION: 6176, READ INSTS: 575, LAST WRITE DURATION: 294, LAST WRITE INSTS: 29, R/W DURATION RATIO: 21.0068
READ DURATION: 1334, READ INSTS: 148, LAST WRITE DURATION: 306, LAST WRITE INSTS: 17, R/W DURATION RATIO: 4.35948
READ DURATION: 13030, READ INSTS: 1417, LAST WRITE DURATION: 276, LAST WRITE INSTS: 34, R/W DURATION RATIO: 47.2101
READ DURATION: 3795, READ INSTS: 453, LAST WRITE DURATION: 140, LAST WRITE INSTS: 14, R/W DURATION RATIO: 27.1071
READ DURATION: 11908, READ INSTS: 1280, LAST WRITE DURATION: 161, LAST WRITE INSTS: 28, R/W DURATION RATIO: 73.9627
READ DURATION: 19792, READ INSTS: 2054, LAST WRITE DURATION: 180, LAST WRITE INSTS: 28, R/W DURATION RATIO: 109.956
READ DURATION: 358, READ INSTS: 30, LAST WRITE DURATION: 218, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.6422
READ DURATION: 309, READ INSTS: 35, LAST WRITE DURATION: 292, LAST WRITE INSTS: 39, R/W DURATION RATIO: 1.05822
READ DURATION: 400, READ INSTS: 46, LAST WRITE DURATION: 244, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63934
READ DURATION: 627, READ INSTS: 73, LAST WRITE DURATION: 310, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.02258
READ DURATION: 8734, READ INSTS: 893, LAST WRITE DURATION: 302, LAST WRITE INSTS: 27, R/W DURATION RATIO: 28.9205
READ DURATION: 2621, READ INSTS: 306, LAST WRITE DURATION: 279, LAST WRITE INSTS: 14, R/W DURATION RATIO: 9.39427
READ DURATION: 10480, READ INSTS: 1107, LAST WRITE DURATION: 227, LAST WRITE INSTS: 37, R/W DURATION RATIO: 46.1674
READ DURATION: 19842, READ INSTS: 2227, LAST WRITE DURATION: 265, LAST WRITE INSTS: 28, R/W DURATION RATIO: 74.8755
READ DURATION: 15922, READ INSTS: 1607, LAST WRITE DURATION: 252, LAST WRITE INSTS: 23, R/W DURATION RATIO: 63.1825
READ DURATION: 16808, READ INSTS: 1893, LAST WRITE DURATION: 336, LAST WRITE INSTS: 29, R/W DURATION RATIO: 50.0238
READ DURATION: 26259, READ INSTS: 2880, LAST WRITE DURATION: 356, LAST WRITE INSTS: 30, R/W DURATION RATIO: 73.7612
READ DURATION: 3765, READ INSTS: 451, LAST WRITE DURATION: 188, LAST WRITE INSTS: 16, R/W DURATION RATIO: 20.0266
READ DURATION: 31212, READ INSTS: 3435, LAST WRITE DURATION: 1727, LAST WRITE INSTS: 33, R/W DURATION RATIO: 18.073
READ DURATION: 18334, READ INSTS: 1881, LAST WRITE DURATION: 237, LAST WRITE INSTS: 28, R/W DURATION RATIO: 77.3586
READ DURATION: 31821, READ INSTS: 3552, LAST WRITE DURATION: 235, LAST WRITE INSTS: 27, R/W DURATION RATIO: 135.409
READ DURATION: 56794, READ INSTS: 6085, LAST WRITE DURATION: 156, LAST WRITE INSTS: 18, R/W DURATION RATIO: 364.064
READ DURATION: 39181, READ INSTS: 2764, LAST WRITE DURATION: 298, LAST WRITE INSTS: 41, R/W DURATION RATIO: 131.48
READ DURATION: 3550, READ INSTS: 417, LAST WRITE DURATION: 178, LAST WRITE INSTS: 17, R/W DURATION RATIO: 19.9438
READ DURATION: 47423, READ INSTS: 5067, LAST WRITE DURATION: 337, LAST WRITE INSTS: 31, R/W DURATION RATIO: 140.721
READ DURATION: 4165, READ INSTS: 510, LAST WRITE DURATION: 274, LAST WRITE INSTS: 35, R/W DURATION RATIO: 15.2007
READ DURATION: 34908, READ INSTS: 3767, LAST WRITE DURATION: 238, LAST WRITE INSTS: 27, R/W DURATION RATIO: 146.672
READ DURATION: 784, READ INSTS: 80, LAST WRITE DURATION: 197, LAST WRITE INSTS: 13, R/W DURATION RATIO: 3.9797
READ DURATION: 20294, READ INSTS: 2145, LAST WRITE DURATION: 260, LAST WRITE INSTS: 41, R/W DURATION RATIO: 78.0538
READ DURATION: 8985, READ INSTS: 926, LAST WRITE DURATION: 264, LAST WRITE INSTS: 25, R/W DURATION RATIO: 34.0341
READ DURATION: 16467, READ INSTS: 1832, LAST WRITE DURATION: 258, LAST WRITE INSTS: 22, R/W DURATION RATIO: 63.8256
READ DURATION: 36435, READ INSTS: 3959, LAST WRITE DURATION: 228, LAST WRITE INSTS: 26, R/W DURATION RATIO: 159.803
READ DURATION: 17036, READ INSTS: 1881, LAST WRITE DURATION: 190, LAST WRITE INSTS: 21, R/W DURATION RATIO: 89.6632
READ DURATION: 4537, READ INSTS: 372, LAST WRITE DURATION: 174, LAST WRITE INSTS: 29, R/W DURATION RATIO: 26.0747
READ DURATION: 7395, READ INSTS: 894, LAST WRITE DURATION: 228, LAST WRITE INSTS: 25, R/W DURATION RATIO: 32.4342
READ DURATION: 9182, READ INSTS: 950, LAST WRITE DURATION: 269, LAST WRITE INSTS: 39, R/W DURATION RATIO: 34.1338
READ DURATION: 18366, READ INSTS: 1909, LAST WRITE DURATION: 378, LAST WRITE INSTS: 18, R/W DURATION RATIO: 48.5873
READ DURATION: 9736, READ INSTS: 1187, LAST WRITE DURATION: 257, LAST WRITE INSTS: 23, R/W DURATION RATIO: 37.8833
READ DURATION: 5478, READ INSTS: 480, LAST WRITE DURATION: 367, LAST WRITE INSTS: 31, R/W DURATION RATIO: 14.9264
READ DURATION: 16749, READ INSTS: 1870, LAST WRITE DURATION: 264, LAST WRITE INSTS: 34, R/W DURATION RATIO: 63.4432
READ DURATION: 18737, READ INSTS: 1947, LAST WRITE DURATION: 392, LAST WRITE INSTS: 30, R/W DURATION RATIO: 47.7985
READ DURATION: 18270, READ INSTS: 2062, LAST WRITE DURATION: 325, LAST WRITE INSTS: 22, R/W DURATION RATIO: 56.2154
READ DURATION: 2130, READ INSTS: 246, LAST WRITE DURATION: 196, LAST WRITE INSTS: 20, R/W DURATION RATIO: 10.8673
READ DURATION: 6783, READ INSTS: 647, LAST WRITE DURATION: 216, LAST WRITE INSTS: 27, R/W DURATION RATIO: 31.4028
READ DURATION: 20545, READ INSTS: 2182, LAST WRITE DURATION: 334, LAST WRITE INSTS: 39, R/W DURATION RATIO: 61.512
READ DURATION: 29257, READ INSTS: 3235, LAST WRITE DURATION: 272, LAST WRITE INSTS: 17, R/W DURATION RATIO: 107.562
READ DURATION: 34065, READ INSTS: 3637, LAST WRITE DURATION: 175, LAST WRITE INSTS: 29, R/W DURATION RATIO: 194.657
READ DURATION: 19814, READ INSTS: 2249, LAST WRITE DURATION: 258, LAST WRITE INSTS: 26, R/W DURATION RATIO: 76.7984
READ DURATION: 11833, READ INSTS: 1262, LAST WRITE DURATION: 325, LAST WRITE INSTS: 36, R/W DURATION RATIO: 36.4092
READ DURATION: 24852, READ INSTS: 2675, LAST WRITE DURATION: 177, LAST WRITE INSTS: 14, R/W DURATION RATIO: 140.407
READ DURATION: 4284, READ INSTS: 334, LAST WRITE DURATION: 172, LAST WRITE INSTS: 25, R/W DURATION RATIO: 24.907
READ DURATION: 48146, READ INSTS: 5172, LAST WRITE DURATION: 161, LAST WRITE INSTS: 29, R/W DURATION RATIO: 299.043
READ DURATION: 296, READ INSTS: 30, LAST WRITE DURATION: 249, LAST WRITE INSTS: 39, R/W DURATION RATIO: 1.18876
READ DURATION: 4444, READ INSTS: 538, LAST WRITE DURATION: 317, LAST WRITE INSTS: 26, R/W DURATION RATIO: 14.0189
READ DURATION: 2522, READ INSTS: 307, LAST WRITE DURATION: 291, LAST WRITE INSTS: 30, R/W DURATION RATIO: 8.66667
READ DURATION: 622, READ INSTS: 72, LAST WRITE DURATION: 321, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.93769
READ DURATION: 73927, READ INSTS: 8032, LAST WRITE DURATION: 348, LAST WRITE INSTS: 27, R/W DURATION RATIO: 212.434
READ DURATION: 23906, READ INSTS: 2570, LAST WRITE DURATION: 174, LAST WRITE INSTS: 13, R/W DURATION RATIO: 137.391
READ DURATION: 4108, READ INSTS: 318, LAST WRITE DURATION: 347, LAST WRITE INSTS: 31, R/W DURATION RATIO: 11.8386
READ DURATION: 3735, READ INSTS: 446, LAST WRITE DURATION: 232, LAST WRITE INSTS: 32, R/W DURATION RATIO: 16.0991
READ DURATION: 1203, READ INSTS: 130, LAST WRITE DURATION: 155, LAST WRITE INSTS: 20, R/W DURATION RATIO: 7.76129
READ DURATION: 1971, READ INSTS: 235, LAST WRITE DURATION: 279, LAST WRITE INSTS: 34, R/W DURATION RATIO: 7.06452
READ DURATION: 9521, READ INSTS: 995, LAST WRITE DURATION: 261, LAST WRITE INSTS: 31, R/W DURATION RATIO: 36.4789
READ DURATION: 2802, READ INSTS: 327, LAST WRITE DURATION: 135, LAST WRITE INSTS: 12, R/W DURATION RATIO: 20.7556
READ DURATION: 7973, READ INSTS: 785, LAST WRITE DURATION: 230, LAST WRITE INSTS: 34, R/W DURATION RATIO: 34.6652
READ DURATION: 1742, READ INSTS: 204, LAST WRITE DURATION: 270, LAST WRITE INSTS: 33, R/W DURATION RATIO: 6.45185
READ DURATION: 700, READ INSTS: 76, LAST WRITE DURATION: 264, LAST WRITE INSTS: 29, R/W DURATION RATIO: 2.65152
READ DURATION: 13739, READ INSTS: 1517, LAST WRITE DURATION: 254, LAST WRITE INSTS: 28, R/W DURATION RATIO: 54.0906
