[Ramulator::ReadWriteTrace] [info] Loading trace file /media/fann/T9/MEM_INTENSIVE_SPEC_GAP/lbm.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 404, READ INSTS: 33, LAST WRITE DURATION: 142, LAST WRITE INSTS: 15, R/W DURATION RATIO: 2.84507
READ DURATION: 280, READ INSTS: 26, LAST WRITE DURATION: 271, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.03321
READ DURATION: 345, READ INSTS: 36, LAST WRITE DURATION: 291, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.18557
READ DURATION: 361, READ INSTS: 34, LAST WRITE DURATION: 206, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.75243
READ DURATION: 290, READ INSTS: 28, LAST WRITE DURATION: 234, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.23932
READ DURATION: 281, READ INSTS: 29, LAST WRITE DURATION: 288, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.975694
READ DURATION: 314, READ INSTS: 32, LAST WRITE DURATION: 279, LAST WRITE INSTS: 23, R/W DURATION RATIO: 1.12545
READ DURATION: 326, READ INSTS: 35, LAST WRITE DURATION: 329, LAST WRITE INSTS: 33, R/W DURATION RATIO: 0.990881
READ DURATION: 325, READ INSTS: 33, LAST WRITE DURATION: 211, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.54028
READ DURATION: 340, READ INSTS: 33, LAST WRITE DURATION: 244, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.39344
READ DURATION: 296, READ INSTS: 32, LAST WRITE DURATION: 250, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.184
READ DURATION: 357, READ INSTS: 33, LAST WRITE DURATION: 246, LAST WRITE INSTS: 21, R/W DURATION RATIO: 1.45122
READ DURATION: 288, READ INSTS: 32, LAST WRITE DURATION: 228, LAST WRITE INSTS: 34, R/W DURATION RATIO: 1.26316
READ DURATION: 326, READ INSTS: 35, LAST WRITE DURATION: 260, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.25385
READ DURATION: 324, READ INSTS: 37, LAST WRITE DURATION: 218, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.48624
READ DURATION: 281, READ INSTS: 29, LAST WRITE DURATION: 220, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.27727
READ DURATION: 1754, READ INSTS: 26, LAST WRITE DURATION: 248, LAST WRITE INSTS: 27, R/W DURATION RATIO: 7.07258
READ DURATION: 287, READ INSTS: 31, LAST WRITE DURATION: 300, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.956667
READ DURATION: 315, READ INSTS: 28, LAST WRITE DURATION: 246, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.28049
READ DURATION: 385, READ INSTS: 36, LAST WRITE DURATION: 269, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.43123
READ DURATION: 366, READ INSTS: 35, LAST WRITE DURATION: 239, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.53138
READ DURATION: 270, READ INSTS: 27, LAST WRITE DURATION: 254, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.06299
READ DURATION: 297, READ INSTS: 29, LAST WRITE DURATION: 274, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.08394
READ DURATION: 307, READ INSTS: 32, LAST WRITE DURATION: 219, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.40183
READ DURATION: 307, READ INSTS: 30, LAST WRITE DURATION: 272, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.12868
READ DURATION: 319, READ INSTS: 34, LAST WRITE DURATION: 268, LAST WRITE INSTS: 30, R/W DURATION RATIO: 1.1903
READ DURATION: 283, READ INSTS: 33, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.24123
READ DURATION: 279, READ INSTS: 28, LAST WRITE DURATION: 254, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.09843
READ DURATION: 320, READ INSTS: 33, LAST WRITE DURATION: 262, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.22137
READ DURATION: 318, READ INSTS: 31, LAST WRITE DURATION: 228, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.39474
READ DURATION: 375, READ INSTS: 36, LAST WRITE DURATION: 282, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.32979
READ DURATION: 313, READ INSTS: 35, LAST WRITE DURATION: 209, LAST WRITE INSTS: 30, R/W DURATION RATIO: 1.49761
READ DURATION: 337, READ INSTS: 28, LAST WRITE DURATION: 198, LAST WRITE INSTS: 24, R/W DURATION RATIO: 1.70202
READ DURATION: 259, READ INSTS: 29, LAST WRITE DURATION: 290, LAST WRITE INSTS: 30, R/W DURATION RATIO: 0.893103
READ DURATION: 281, READ INSTS: 29, LAST WRITE DURATION: 274, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.02555
READ DURATION: 294, READ INSTS: 28, LAST WRITE DURATION: 288, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.02083
READ DURATION: 286, READ INSTS: 24, LAST WRITE DURATION: 1731, LAST WRITE INSTS: 22, R/W DURATION RATIO: 0.232143
WAITED CYCLES: 173
READ DURATION: 319, READ INSTS: 36, LAST WRITE DURATION: 316, LAST WRITE INSTS: 34, R/W DURATION RATIO: 1.00949
READ DURATION: 274, READ INSTS: 31, LAST WRITE DURATION: 214, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.28037
READ DURATION: 311, READ INSTS: 34, LAST WRITE DURATION: 257, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.21012
READ DURATION: 312, READ INSTS: 32, LAST WRITE DURATION: 245, LAST WRITE INSTS: 22, R/W DURATION RATIO: 1.27347
READ DURATION: 244, READ INSTS: 28, LAST WRITE DURATION: 233, LAST WRITE INSTS: 32, R/W DURATION RATIO: 1.04721
READ DURATION: 295, READ INSTS: 31, LAST WRITE DURATION: 282, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.0461
READ DURATION: 281, READ INSTS: 28, LAST WRITE DURATION: 278, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.01079
READ DURATION: 281, READ INSTS: 30, LAST WRITE DURATION: 272, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.03309
READ DURATION: 317, READ INSTS: 34, LAST WRITE DURATION: 272, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.16544
READ DURATION: 298, READ INSTS: 33, LAST WRITE DURATION: 244, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.22131
READ DURATION: 304, READ INSTS: 33, LAST WRITE DURATION: 219, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.38813
READ DURATION: 257, READ INSTS: 27, LAST WRITE DURATION: 244, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.05328
READ DURATION: 273, READ INSTS: 30, LAST WRITE DURATION: 289, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.944637
READ DURATION: 244, READ INSTS: 26, LAST WRITE DURATION: 283, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.862191
READ DURATION: 305, READ INSTS: 32, LAST WRITE DURATION: 324, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.941358
READ DURATION: 326, READ INSTS: 29, LAST WRITE DURATION: 268, LAST WRITE INSTS: 23, R/W DURATION RATIO: 1.21642
READ DURATION: 287, READ INSTS: 32, LAST WRITE DURATION: 304, LAST WRITE INSTS: 33, R/W DURATION RATIO: 0.944079
READ DURATION: 298, READ INSTS: 29, LAST WRITE DURATION: 233, LAST WRITE INSTS: 23, R/W DURATION RATIO: 1.27897
READ DURATION: 299, READ INSTS: 31, LAST WRITE DURATION: 254, LAST WRITE INSTS: 30, R/W DURATION RATIO: 1.17717
READ DURATION: 313, READ INSTS: 34, LAST WRITE DURATION: 1657, LAST WRITE INSTS: 25, R/W DURATION RATIO: 0.223571
WAITED CYCLES: 519
READ DURATION: 283, READ INSTS: 30, LAST WRITE DURATION: 237, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.19409
READ DURATION: 291, READ INSTS: 29, LAST WRITE DURATION: 287, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.01394
READ DURATION: 282, READ INSTS: 30, LAST WRITE DURATION: 293, LAST WRITE INSTS: 30, R/W DURATION RATIO: 0.962457
READ DURATION: 322, READ INSTS: 37, LAST WRITE DURATION: 244, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.31967
READ DURATION: 322, READ INSTS: 29, LAST WRITE DURATION: 210, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.53333
READ DURATION: 321, READ INSTS: 32, LAST WRITE DURATION: 295, LAST WRITE INSTS: 30, R/W DURATION RATIO: 1.08814
READ DURATION: 326, READ INSTS: 32, LAST WRITE DURATION: 255, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.27843
READ DURATION: 284, READ INSTS: 29, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.24561
READ DURATION: 295, READ INSTS: 30, LAST WRITE DURATION: 305, LAST WRITE INSTS: 30, R/W DURATION RATIO: 0.967213
READ DURATION: 378, READ INSTS: 34, LAST WRITE DURATION: 237, LAST WRITE INSTS: 21, R/W DURATION RATIO: 1.59494
READ DURATION: 342, READ INSTS: 34, LAST WRITE DURATION: 242, LAST WRITE INSTS: 32, R/W DURATION RATIO: 1.41322
READ DURATION: 274, READ INSTS: 30, LAST WRITE DURATION: 316, LAST WRITE INSTS: 30, R/W DURATION RATIO: 0.867089
READ DURATION: 307, READ INSTS: 33, LAST WRITE DURATION: 262, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.17176
READ DURATION: 308, READ INSTS: 31, LAST WRITE DURATION: 245, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.25714
READ DURATION: 284, READ INSTS: 31, LAST WRITE DURATION: 217, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.30876
READ DURATION: 333, READ INSTS: 35, LAST WRITE DURATION: 278, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.19784
READ DURATION: 292, READ INSTS: 30, LAST WRITE DURATION: 220, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.32727
READ DURATION: 293, READ INSTS: 27, LAST WRITE DURATION: 190, LAST WRITE INSTS: 22, R/W DURATION RATIO: 1.54211
READ DURATION: 1763, READ INSTS: 30, LAST WRITE DURATION: 291, LAST WRITE INSTS: 33, R/W DURATION RATIO: 6.05842
READ DURATION: 295, READ INSTS: 31, LAST WRITE DURATION: 291, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.01375
READ DURATION: 346, READ INSTS: 38, LAST WRITE DURATION: 229, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.51092
READ DURATION: 324, READ INSTS: 35, LAST WRITE DURATION: 236, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.37288
READ DURATION: 291, READ INSTS: 31, LAST WRITE DURATION: 220, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.32273
READ DURATION: 282, READ INSTS: 30, LAST WRITE DURATION: 264, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.06818
READ DURATION: 279, READ INSTS: 30, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.03333
READ DURATION: 331, READ INSTS: 36, LAST WRITE DURATION: 281, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.17794
READ DURATION: 301, READ INSTS: 28, LAST WRITE DURATION: 225, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.33778
READ DURATION: 281, READ INSTS: 29, LAST WRITE DURATION: 300, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.936667
READ DURATION: 288, READ INSTS: 29, LAST WRITE DURATION: 304, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.947368
READ DURATION: 306, READ INSTS: 33, LAST WRITE DURATION: 276, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.1087
READ DURATION: 327, READ INSTS: 30, LAST WRITE DURATION: 228, LAST WRITE INSTS: 24, R/W DURATION RATIO: 1.43421
READ DURATION: 287, READ INSTS: 31, LAST WRITE DURATION: 324, LAST WRITE INSTS: 30, R/W DURATION RATIO: 0.885802
READ DURATION: 338, READ INSTS: 37, LAST WRITE DURATION: 223, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5157
READ DURATION: 266, READ INSTS: 31, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.12712
READ DURATION: 311, READ INSTS: 34, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.36404
READ DURATION: 311, READ INSTS: 33, LAST WRITE DURATION: 296, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.05068
READ DURATION: 278, READ INSTS: 29, LAST WRITE DURATION: 248, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.12097
READ DURATION: 321, READ INSTS: 32, LAST WRITE DURATION: 263, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.22053
READ DURATION: 312, READ INSTS: 26, LAST WRITE DURATION: 1683, LAST WRITE INSTS: 20, R/W DURATION RATIO: 0.278571
READ DURATION: 278, READ INSTS: 29, LAST WRITE DURATION: 292, LAST WRITE INSTS: 36, R/W DURATION RATIO: 0.952055
READ DURATION: 271, READ INSTS: 30, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.97482
READ DURATION: 328, READ INSTS: 29, LAST WRITE DURATION: 245, LAST WRITE INSTS: 23, R/W DURATION RATIO: 1.33878
READ DURATION: 362, READ INSTS: 34, LAST WRITE DURATION: 207, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.74879
READ DURATION: 282, READ INSTS: 30, LAST WRITE DURATION: 315, LAST WRITE INSTS: 30, R/W DURATION RATIO: 0.895238
READ DURATION: 328, READ INSTS: 33, LAST WRITE DURATION: 291, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.12715
READ DURATION: 325, READ INSTS: 31, LAST WRITE DURATION: 214, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.51869
READ DURATION: 330, READ INSTS: 34, LAST WRITE DURATION: 297, LAST WRITE INSTS: 30, R/W DURATION RATIO: 1.11111
READ DURATION: 274, READ INSTS: 30, LAST WRITE DURATION: 260, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.05385
READ DURATION: 315, READ INSTS: 35, LAST WRITE DURATION: 254, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.24016
READ DURATION: 267, READ INSTS: 30, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.22477
READ DURATION: 258, READ INSTS: 28, LAST WRITE DURATION: 318, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.811321
READ DURATION: 315, READ INSTS: 30, LAST WRITE DURATION: 236, LAST WRITE INSTS: 24, R/W DURATION RATIO: 1.33475
READ DURATION: 344, READ INSTS: 35, LAST WRITE DURATION: 262, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.31298
READ DURATION: 283, READ INSTS: 31, LAST WRITE DURATION: 230, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.23043
READ DURATION: 253, READ INSTS: 30, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.94403
READ DURATION: 301, READ INSTS: 31, LAST WRITE DURATION: 259, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.16216
READ DURATION: 274, READ INSTS: 31, LAST WRITE DURATION: 216, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.26852
READ DURATION: 1720, READ INSTS: 31, LAST WRITE DURATION: 283, LAST WRITE INSTS: 26, R/W DURATION RATIO: 6.07774
READ DURATION: 314, READ INSTS: 33, LAST WRITE DURATION: 259, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.21236
READ DURATION: 338, READ INSTS: 33, LAST WRITE DURATION: 281, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.20285
READ DURATION: 270, READ INSTS: 28, LAST WRITE DURATION: 328, LAST WRITE INSTS: 30, R/W DURATION RATIO: 0.823171
READ DURATION: 273, READ INSTS: 28, LAST WRITE DURATION: 275, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.992727
READ DURATION: 286, READ INSTS: 30, LAST WRITE DURATION: 286, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1
READ DURATION: 321, READ INSTS: 35, LAST WRITE DURATION: 269, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.19331
READ DURATION: 267, READ INSTS: 29, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.17105
READ DURATION: 306, READ INSTS: 31, LAST WRITE DURATION: 262, LAST WRITE INSTS: 25, R/W DURATION RATIO: 1.16794
READ DURATION: 324, READ INSTS: 34, LAST WRITE DURATION: 253, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.28063
READ DURATION: 322, READ INSTS: 35, LAST WRITE DURATION: 310, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.03871
READ DURATION: 248, READ INSTS: 24, LAST WRITE DURATION: 224, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.10714
READ DURATION: 317, READ INSTS: 35, LAST WRITE DURATION: 297, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.06734
READ DURATION: 319, READ INSTS: 32, LAST WRITE DURATION: 225, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.41778
READ DURATION: 321, READ INSTS: 31, LAST WRITE DURATION: 267, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.20225
READ DURATION: 337, READ INSTS: 33, LAST WRITE DURATION: 248, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.35887
READ DURATION: 275, READ INSTS: 25, LAST WRITE DURATION: 308, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.892857
READ DURATION: 314, READ INSTS: 32, LAST WRITE DURATION: 282, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.11348
READ DURATION: 248, READ INSTS: 30, LAST WRITE DURATION: 330, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.751515
WAITED CYCLES: 8
READ DURATION: 306, READ INSTS: 33, LAST WRITE DURATION: 301, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.01661
READ DURATION: 354, READ INSTS: 29, LAST WRITE DURATION: 1705, LAST WRITE INSTS: 18, R/W DURATION RATIO: 0.35119
READ DURATION: 270, READ INSTS: 28, LAST WRITE DURATION: 267, LAST WRITE INSTS: 35, R/W DURATION RATIO: 1.01124
READ DURATION: 314, READ INSTS: 36, LAST WRITE DURATION: 237, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.32489
READ DURATION: 302, READ INSTS: 30, LAST WRITE DURATION: 284, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.06338
READ DURATION: 261, READ INSTS: 27, LAST WRITE DURATION: 282, LAST WRITE INSTS: 29, R/W DURATION RATIO: 0.925532
READ DURATION: 288, READ INSTS: 31, LAST WRITE DURATION: 295, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.976271
READ DURATION: 229, READ INSTS: 23, LAST WRITE DURATION: 309, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.7411
WAITED CYCLES: 11
READ DURATION: 301, READ INSTS: 26, LAST WRITE DURATION: 258, LAST WRITE INSTS: 22, R/W DURATION RATIO: 1.16667
READ DURATION: 335, READ INSTS: 30, LAST WRITE DURATION: 284, LAST WRITE INSTS: 30, R/W DURATION RATIO: 1.17958
READ DURATION: 237, READ INSTS: 28, LAST WRITE DURATION: 336, LAST WRITE INSTS: 29, R/W DURATION RATIO: 0.705357
WAITED CYCLES: 24
READ DURATION: 301, READ INSTS: 29, LAST WRITE DURATION: 290, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.03793
READ DURATION: 384, READ INSTS: 37, LAST WRITE DURATION: 248, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.54839
READ DURATION: 325, READ INSTS: 35, LAST WRITE DURATION: 228, LAST WRITE INSTS: 32, R/W DURATION RATIO: 1.42544
READ DURATION: 313, READ INSTS: 29, LAST WRITE DURATION: 246, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.27236
READ DURATION: 236, READ INSTS: 28, LAST WRITE DURATION: 311, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.758842
WAITED CYCLES: 5
READ DURATION: 275, READ INSTS: 31, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 0.989209
READ DURATION: 291, READ INSTS: 32, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.08582
READ DURATION: 320, READ INSTS: 36, LAST WRITE DURATION: 342, LAST WRITE INSTS: 26, R/W DURATION RATIO: 0.935673
READ DURATION: 255, READ INSTS: 27, LAST WRITE DURATION: 216, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.18056
READ DURATION: 287, READ INSTS: 25, LAST WRITE DURATION: 1765, LAST WRITE INSTS: 25, R/W DURATION RATIO: 0.205
WAITED CYCLES: 437
READ DURATION: 291, READ INSTS: 29, LAST WRITE DURATION: 283, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.02827
READ DURATION: 329, READ INSTS: 30, LAST WRITE DURATION: 269, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.22305
READ DURATION: 261, READ INSTS: 31, LAST WRITE DURATION: 284, LAST WRITE INSTS: 29, R/W DURATION RATIO: 0.919014
READ DURATION: 279, READ INSTS: 26, LAST WRITE DURATION: 242, LAST WRITE INSTS: 24, R/W DURATION RATIO: 1.15289
READ DURATION: 283, READ INSTS: 28, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.02536
READ DURATION: 303, READ INSTS: 31, LAST WRITE DURATION: 286, LAST WRITE INSTS: 29, R/W DURATION RATIO: 1.05944
READ DURATION: 270, READ INSTS: 28, LAST WRITE DURATION: 256, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.05469
READ DURATION: 373, READ INSTS: 35, LAST WRITE DURATION: 272, LAST WRITE INSTS: 24, R/W DURATION RATIO: 1.37132
READ DURATION: 318, READ INSTS: 32, LAST WRITE DURATION: 277, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.14801
READ DURATION: 306, READ INSTS: 33, LAST WRITE DURATION: 265, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.15472
READ DURATION: 352, READ INSTS: 32, LAST WRITE DURATION: 274, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.28467
READ DURATION: 280, READ INSTS: 35, LAST WRITE DURATION: 355, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.788732
READ DURATION: 279, READ INSTS: 29, LAST WRITE DURATION: 238, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.17227
READ DURATION: 281, READ INSTS: 31, LAST WRITE DURATION: 292, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.962329
READ DURATION: 317, READ INSTS: 34, LAST WRITE DURATION: 289, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.09689
READ DURATION: 268, READ INSTS: 30, LAST WRITE DURATION: 307, LAST WRITE INSTS: 28, R/W DURATION RATIO: 0.872964
READ DURATION: 294, READ INSTS: 30, LAST WRITE DURATION: 248, LAST WRITE INSTS: 24, R/W DURATION RATIO: 1.18548
READ DURATION: 264, READ INSTS: 26, LAST WRITE DURATION: 263, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.0038
READ DURATION: 1763, READ INSTS: 27, LAST WRITE DURATION: 302, LAST WRITE INSTS: 28, R/W DURATION RATIO: 5.83775
