[Ramulator::ReadWriteTrace] [info] Loading trace file /media/fann/T9/MEM_INTENSIVE_SPEC_GAP/bc_road_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 228, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.85965
READ DURATION: 440, READ INSTS: 50, LAST WRITE DURATION: 234, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.88034
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 262, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.61832
READ DURATION: 403, READ INSTS: 45, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.50373
READ DURATION: 399, READ INSTS: 44, LAST WRITE DURATION: 292, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.36644
READ DURATION: 443, READ INSTS: 50, LAST WRITE DURATION: 297, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.49158
READ DURATION: 400, READ INSTS: 46, LAST WRITE DURATION: 244, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63934
READ DURATION: 400, READ INSTS: 44, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44928
READ DURATION: 1797, READ INSTS: 43, LAST WRITE DURATION: 297, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.05051
READ DURATION: 405, READ INSTS: 45, LAST WRITE DURATION: 308, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.31494
READ DURATION: 436, READ INSTS: 50, LAST WRITE DURATION: 215, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.02791
READ DURATION: 432, READ INSTS: 49, LAST WRITE DURATION: 322, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.34161
READ DURATION: 383, READ INSTS: 42, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.47308
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 295, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.49831
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.54074
READ DURATION: 384, READ INSTS: 43, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3913
READ DURATION: 450, READ INSTS: 51, LAST WRITE DURATION: 312, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.44231
READ DURATION: 436, READ INSTS: 49, LAST WRITE DURATION: 247, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.76518
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 323, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.26316
READ DURATION: 440, READ INSTS: 49, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5493
READ DURATION: 345, READ INSTS: 37, LAST WRITE DURATION: 231, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.49351
READ DURATION: 456, READ INSTS: 51, LAST WRITE DURATION: 331, LAST WRITE INSTS: 26, R/W DURATION RATIO: 1.37764
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 268, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.64925
READ DURATION: 394, READ INSTS: 44, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.56349
READ DURATION: 1721, READ INSTS: 35, LAST WRITE DURATION: 300, LAST WRITE INSTS: 27, R/W DURATION RATIO: 5.73667
READ DURATION: 441, READ INSTS: 50, LAST WRITE DURATION: 374, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.17914
READ DURATION: 411, READ INSTS: 46, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63095
READ DURATION: 376, READ INSTS: 42, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.31469
READ DURATION: 363, READ INSTS: 40, LAST WRITE DURATION: 318, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.14151
READ DURATION: 432, READ INSTS: 48, LAST WRITE DURATION: 334, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.29341
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 266, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.59398
READ DURATION: 390, READ INSTS: 43, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.45522
READ DURATION: 394, READ INSTS: 44, LAST WRITE DURATION: 312, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.26282
READ DURATION: 400, READ INSTS: 45, LAST WRITE DURATION: 302, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3245
READ DURATION: 442, READ INSTS: 51, LAST WRITE DURATION: 294, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5034
READ DURATION: 428, READ INSTS: 48, LAST WRITE DURATION: 242, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.7686
READ DURATION: 424, READ INSTS: 48, LAST WRITE DURATION: 269, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.57621
READ DURATION: 434, READ INSTS: 49, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.60741
READ DURATION: 426, READ INSTS: 48, LAST WRITE DURATION: 262, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.62595
READ DURATION: 375, READ INSTS: 41, LAST WRITE DURATION: 270, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.38889
READ DURATION: 1763, READ INSTS: 38, LAST WRITE DURATION: 321, LAST WRITE INSTS: 27, R/W DURATION RATIO: 5.49221
READ DURATION: 379, READ INSTS: 42, LAST WRITE DURATION: 349, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.08596
READ DURATION: 467, READ INSTS: 53, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63287
READ DURATION: 427, READ INSTS: 48, LAST WRITE DURATION: 263, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.62357
READ DURATION: 448, READ INSTS: 51, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.67164
READ DURATION: 458, READ INSTS: 52, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.81746
READ DURATION: 368, READ INSTS: 43, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.55932
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 311, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.42122
READ DURATION: 410, READ INSTS: 46, LAST WRITE DURATION: 252, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.62698
READ DURATION: 400, READ INSTS: 46, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.3986
READ DURATION: 417, READ INSTS: 47, LAST WRITE DURATION: 287, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.45296
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 279, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.49104
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.47826
READ DURATION: 390, READ INSTS: 43, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.37324
READ DURATION: 426, READ INSTS: 48, LAST WRITE DURATION: 304, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.40132
READ DURATION: 442, READ INSTS: 50, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.64925
READ DURATION: 426, READ INSTS: 42, LAST WRITE DURATION: 1687, LAST WRITE INSTS: 26, R/W DURATION RATIO: 0.292582
WAITED CYCLES: 475
READ DURATION: 431, READ INSTS: 48, LAST WRITE DURATION: 316, LAST WRITE INSTS: 28, R/W DURATION RATIO: 1.36392
READ DURATION: 416, READ INSTS: 46, LAST WRITE DURATION: 223, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.86547
READ DURATION: 450, READ INSTS: 51, LAST WRITE DURATION: 301, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.49502
READ DURATION: 498, READ INSTS: 58, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.2844
READ DURATION: 450, READ INSTS: 52, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.06422
READ DURATION: 432, READ INSTS: 49, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.83051
READ DURATION: 462, READ INSTS: 52, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.77692
READ DURATION: 477, READ INSTS: 54, LAST WRITE DURATION: 214, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.22897
READ DURATION: 450, READ INSTS: 51, LAST WRITE DURATION: 218, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.06422
READ DURATION: 420, READ INSTS: 47, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.61538
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.4964
READ DURATION: 402, READ INSTS: 47, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.45652
READ DURATION: 420, READ INSTS: 47, LAST WRITE DURATION: 280, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.5
READ DURATION: 393, READ INSTS: 44, LAST WRITE DURATION: 277, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41877
READ DURATION: 450, READ INSTS: 51, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.58451
READ DURATION: 467, READ INSTS: 46, LAST WRITE DURATION: 1681, LAST WRITE INSTS: 21, R/W DURATION RATIO: 0.397109
READ DURATION: 374, READ INSTS: 42, LAST WRITE DURATION: 286, LAST WRITE INSTS: 33, R/W DURATION RATIO: 1.30769
READ DURATION: 457, READ INSTS: 51, LAST WRITE DURATION: 312, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.46474
READ DURATION: 435, READ INSTS: 48, LAST WRITE DURATION: 211, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.06161
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 293, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.39249
READ DURATION: 376, READ INSTS: 42, LAST WRITE DURATION: 286, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.31469
READ DURATION: 427, READ INSTS: 48, LAST WRITE DURATION: 320, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.33438
READ DURATION: 425, READ INSTS: 49, LAST WRITE DURATION: 268, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.58582
READ DURATION: 425, READ INSTS: 47, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.63462
READ DURATION: 418, READ INSTS: 47, LAST WRITE DURATION: 272, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.53676
READ DURATION: 416, READ INSTS: 47, LAST WRITE DURATION: 278, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.4964
READ DURATION: 457, READ INSTS: 52, LAST WRITE DURATION: 284, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.60915
READ DURATION: 501, READ INSTS: 51, LAST WRITE DURATION: 236, LAST WRITE INSTS: 27, R/W DURATION RATIO: 2.12288
READ DURATION: 419, READ INSTS: 48, LAST WRITE DURATION: 229, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.82969
READ DURATION: 408, READ INSTS: 47, LAST WRITE DURATION: 288, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.41667
READ DURATION: 1805, READ INSTS: 53, LAST WRITE DURATION: 276, LAST WRITE INSTS: 27, R/W DURATION RATIO: 6.53986
READ DURATION: 410, READ INSTS: 46, LAST WRITE DURATION: 272, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.50735
READ DURATION: 363, READ INSTS: 40, LAST WRITE DURATION: 288, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.26042
READ DURATION: 408, READ INSTS: 46, LAST WRITE DURATION: 334, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.22156
READ DURATION: 434, READ INSTS: 49, LAST WRITE DURATION: 334, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.2994
READ DURATION: 450, READ INSTS: 51, LAST WRITE DURATION: 260, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.73077
READ DURATION: 384, READ INSTS: 45, LAST WRITE DURATION: 244, LAST WRITE INSTS: 27, R/W DURATION RATIO: 1.57377
